Domain Code,Domain,AreaCode,AreaName,ElementCode,ElementName,ItemCode,ItemName,Year,Value,Flag,FlagD
"PI","Producer Price Indices - Annual","46","Congo","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2012","210.50","Fc","Calculated data"
"PI","Producer Price Indices - Annual","46","Congo","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2013","219.92","Fc","Calculated data"
"PI","Producer Price Indices - Annual","46","Congo","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2014","226.65","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1991","23.65","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1992","26.30","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1993","28.11","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1994","30.23","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1995","34.81","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1996","40.49","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1997","48.26","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1998","53.25","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1999","57.17","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2000","61.17","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2001","62.94","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2002","66.17","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2003","71.45","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2004","86.07","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2005","98.91","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2006","115.02","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2007","133.05","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2008","187.36","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2009","245.27","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2010","245.27","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2011","228.01","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2012","228.01","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2013","228.01","Fc","Calculated data"
"PI","Producer Price Indices - Annual","48","Costa Rica","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2014","228.01","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1996","80.37","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1997","80.37","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1998","80.37","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1999","80.37","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2000","80.37","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2001","80.37","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2002","80.37","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2003","80.37","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2004","100.00","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2005","100.00","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2006","100.00","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2007","592.33","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2008","592.33","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2009","866.87","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2010","866.87","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2011","1933.74","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2012","1933.74","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2013","1933.74","Fc","Calculated data"
"PI","Producer Price Indices - Annual","49","Cuba","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2014","1933.74","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1994","22.34","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1995","112.47","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1996","99.57","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1997","118.09","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1998","34.47","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1999","93.83","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2000","58.72","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2001","79.15","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2002","225.32","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2003","181.28","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2004","93.19","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2005","79.15","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2006","127.66","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2007","114.89","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2008","127.66","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2009","170.43","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2010","170.43","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2011","170.43","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2012","170.43","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2013","174.89","Fc","Calculated data"
"PI","Producer Price Indices - Annual","52","Azerbaijan","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2014","191.49","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1991","41.30","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1992","53.61","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1993","44.74","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1994","33.62","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1995","34.02","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1996","34.76","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1997","37.84","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1998","37.00","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1999","38.01","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2000","40.36","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2001","38.20","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2002","33.71","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2003","42.06","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2004","102.54","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2005","97.23","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2006","100.23","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2007","201.26","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2008","80.06","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2009","84.47","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2010","72.72","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2011","74.41","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2012","63.31","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2013","71.79","Fc","Calculated data"
"PI","Producer Price Indices - Annual","56","Dominican Republic","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2014","71.40","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1991","3.27","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1992","5.40","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1993","5.86","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1994","7.59","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1995","10.20","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1996","12.53","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1997","18.59","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1998","23.59","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1999","29.48","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2000","82.42","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2001","70.05","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2002","66.96","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2003","76.75","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2004","116.41","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2005","98.39","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2006","85.20","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2007","122.70","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2008","149.38","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2009","128.78","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2010","133.93","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2011","175.14","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2012","179.12","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2013","183.04","Fc","Calculated data"
"PI","Producer Price Indices - Annual","58","Ecuador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2014","186.96","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1991","37.83","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1992","42.65","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1993","47.67","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1994","57.22","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1995","62.04","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1996","66.49","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1997","67.91","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1998","68.47","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1999","69.14","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2000","55.14","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2001","55.99","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2002","63.46","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2003","93.92","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2004","96.94","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2005","101.10","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2006","101.95","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2007","137.14","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2008","138.65","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2009","141.58","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2010","173.83","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2011","190.38","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2012","195.87","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2013","199.75","Fc","Calculated data"
"PI","Producer Price Indices - Annual","59","Egypt","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2014","212.41","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1991","107.99","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1992","81.12","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1993","72.52","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1994","86.64","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1995","77.70","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1996","113.46","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1997","117.88","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1998","91.02","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1999","77.42","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2000","88.69","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2001","87.02","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2002","84.74","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2003","98.48","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2004","100.69","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2005","95.70","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2006","103.61","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2007","114.43","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2008","174.01","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2009","147.47","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2010","152.41","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2011","164.59","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2012","149.94","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2013","169.35","Fc","Calculated data"
"PI","Producer Price Indices - Annual","60","El Salvador","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2014","179.39","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1998","63.50","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1999","63.50","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2000","63.50","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2001","63.50","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2002","63.50","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2003","63.50","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2004","97.55","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2005","97.55","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2006","104.91","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2007","104.91","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2008","118.34","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2009","151.90","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2010","185.46","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2011","219.02","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2012","213.13","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2013","230.06","Fc","Calculated data"
"PI","Producer Price Indices - Annual","66","Fiji","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","2014","276.07","Fc","Calculated data"
"PI","Producer Price Indices - Annual","68","France","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1991","205.26","Fc","Calculated data"
"PI","Producer Price Indices - Annual","68","France","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1992","195.36","Fc","Calculated data"
"PI","Producer Price Indices - Annual","68","France","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1993","216.26","Fc","Calculated data"
"PI","Producer Price Indices - Annual","68","France","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1994","216.62","Fc","Calculated data"
"PI","Producer Price Indices - Annual","68","France","5539","Producer Price Index (2004-2006 = 100)","27","Rice, paddy","1995","258.32","Fc","Calculated data"
