Date,ERSTE GROUP BANK AG,RAIFFEISEN BANK INTERNATIONA,KBC GROEP NV,DEXIA SA,BANK OF CYPRUS PUBLIC CO LTD,HELLENIC BANK PUBLIC CO LTD,COMMERZBANK AG,DEUTSCHE BANK AG?REGISTERED,AAREAL BANK AG,DEUTSCHE PFANDBRIEFBANK AG,BANCO BILBAO VIZCAYA ARGENTA,BANCO DE SABADELL SA,BANCO POPULAR ESPANOL,BANCO SANTANDER SA,BANKIA SA,BANKINTER SA,CAIXABANK S.A,LIBERBANK SA,BNP PARIBAS,Crédit Mutuel,CREDIT AGRICOLE SA,BPCE,SOCIETE GENERALE SA,ALPHA BANK AE,EUROBANK ERGASIAS SA,PIRAEUS BANK S.A,BANK OF IRELAND,ALLIED IRISH BANKS PLC,PERMANENT TSB GROUP HOLDINGS,BANCA CARIGE SPA,BANCA MONTE DEI PASCHI SIENA,BANCA POPOL EMILIA ROMAGNA,BANCA POPOLARE DI MILANO,BANCA POPOLARE DI SONDRIO,BANCO POPOLARE SC,INTESA SANPAOLO,MEDIOBANCA SPA IT,UBI BANCA SPA,UNICREDIT SPA,BANK OF VALLETTA PLC,ING GROEP NV,ABN AMRO GROUP,RABOBANK,BANCO BPI SA.? REG SHS,BANCO COMERCIAL PORTUGUES?R,UBS GROUP AG?REG,CREDIT SUISSE GROUP AG?REG,BARCLAYS PLC GB,HSBC HOLDINGS PLC GB,ROYAL BANK OF SCOTLAND GROUP GB,NORDEA BANK AB,JPMORGAN CHASE & Co,CITIGROUP INC,BANK OF AMERICA,GOLDMAN SACHS Group,MORGAN STANLEY
07/05/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
06/05/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
05/05/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
04/05/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
03/05/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
02/05/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
01/05/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
30/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
29/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
28/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
27/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
26/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
25/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
24/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
23/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
22/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
21/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
20/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
19/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
18/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
17/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
16/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
15/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
14/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
13/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
12/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
11/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
10/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
09/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
08/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
07/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
06/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
05/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
04/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
03/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
02/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
01/04/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
31/03/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0092,0.09,0,0.3968,0.25,0,0.01,0.35,0.05
30/03/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0385,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0231,0.12,0,0.3968,0.05,0,0.01,0.35,0.05
29/03/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0821,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0231,0.12,0,0.3968,0.05,0,0.01,0.35,0.05
28/03/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0821,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0231,0.12,0,0.3968,0.05,0,0.01,0.35,0.05
27/03/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0821,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0231,0.12,0,0.3968,0.05,0,0.01,0.35,0.05
26/03/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0821,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0231,0.12,0,0.3968,0.05,0,0.01,0.35,0.05
25/03/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0821,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0231,0.12,0,0.3968,0.05,0,0.01,0.35,0.05
24/03/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0821,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0231,0.12,0,0.3968,0.05,0,0.01,0.35,0.05
23/03/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0821,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0231,0.12,0,0.3968,0.05,0,0.01,0.35,0.05
22/03/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0821,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0231,0.12,0,0.3968,0.05,0,0.01,0.35,0.05
21/03/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0821,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0231,0.12,0,0.3968,0.05,0,0.01,0.35,0.05
20/03/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0821,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0231,0.12,0,0.3968,0.05,0,0.01,0.35,0.05
19/03/2011,#N/A N/A,0.8906,0,#N/A N/A,0.0278,2.0817,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,0,0.1931,0.195,0.3803,#N/A N/A,0,#N/A N/A,#N/A N/A,#N/A N/A,4.8,#N/A N/A,0,#N/A N/A,0,0,0,0,0,#N/A N/A,0,0,0,0,#N/A N/A,0,0,0,0,1.2764,0.0821,#N/A N/A,#N/A N/A,,0,0.0059,0,1.2334,0.0231,0.12,0,0.3968,0.05,0,0.01,0.35,0.05
