Date;house_price;FTEE;CtE;Yearwage;population;EHW;SandP500;SandP500wu;Wiwu;u;ln_stock;u_transformed
1978Q4;38.1699585;85762.15625;1399.3;16.3157916973374;223.472666666666;522.802850807601;97.14;5953.74112405789;68.7580999584906;5.9;8.69177506129857;1.83576449030843
1979Q1;39.97178647;86704.1874999999;1443.5;16.6483757079466;224.051;537.933482971268;99.3466666666666;5967.34891195701;69.9228051609991;5.86666666666666;8.69405803941019;1.82974458241311
1979Q2;41.1759136299999;87222.3124999999;1475.2;16.9129822998415;224.637666666666;546.89711114982;101.176666666666;5982.1895909874;70.6480470092664;5.7;8.6965419322663;1.79915517118918
1979Q3;42.07464622;87561.0625;1516.2;17.3158265396356;225.299;547.439979086281;106.233333333333;6135.04259182586;71.4821319654326;5.86666666666666;8.72177229955382;1.82974458241311
1979Q4;42.92975102;87720.4375;1558.2;17.7633462652547;226.023666666666;546.245036815326;105.333333333333;5929.81366013036;70.328547194426;5.96666666666666;8.68774806824853;1.84770928082685
1980Q1;43.62779575;87120.4375;1599;18.3540057761404;226.652;538.755805295839;110.3;6009.58729910537;70.2018986782371;6.3;8.70111135613738;1.9056216301412
1980Q2;44.30402659;87153.0625;1621.3;18.6028882947587;227.278;541.277805670586;108.433333333333;5828.84397386204;69.444374014066;7.33333333333333;8.67057397046514;2.06859152565577
1980Q3;45.66957659;87238.3125;1653.5;18.9537788124473;227.955;549.262943004094;123.266666666666;6503.54042254173;73.530120976413;7.66666666666666;8.78010198799024;2.1166468957299
1980Q4;45.78300886;87376.1875;1716.5;19.6447252257167;228.602666666666;532.769880625182;133.133333333333;6777.05245574265;73.7599351390625;7.4;8.82129754536625;2.07836104454608
1981Q1;46.06658953;88155.28125;1768.9;20.0655983642448;229.077333333333;525.915614064012;131.533333333333;6555.1662574745;72.1105634356955;7.43333333333333;8.78800875933527;2.08321547014141
1981Q2;47.17037277;88162.96875;1801.9;20.4383162145392;229.579666666666;529.855705499619;132.8;6497.59983190445;72.0960866335256;7.4;8.77918813106163;2.07836104454608
1981Q3;47.81170136;87987.84375;1840;20.9120779462658;230.188333333333;526.284182670365;125.666666666666;6009.28645109158;69.2986359527436;7.4;8.70106129354081;2.07836104454608
1981Q4;47.96003587;87629.90625;1867.9;21.316168367381;230.817333333333;519.324458096524;122.166666666666;5731.1738470602;67.3492623250917;8.23333333333333;8.65367564859876;2.19411201747346
1982Q1;48.47048108;86211.34375;1891.8;21.9441185868207;231.313333333333;510.92817888884;114.2;5204.12791009008;64.0015724661315;8.83333333333333;8.55720741851751;2.27101329711823
1982Q2;48.69734562;85838.90625;1911.1;22.263872353055;231.815333333333;507.045280728076;114.133333333333;5126.39182993123;63.3166113122823;9.43333333333333;8.54215734370831;2.34333347420498
1982Q3;48.3963138299999;85634.7812499999;1930.8;22.5469372808102;232.393;498.824493092794;113.833333333333;5048.72710273679;62.3183917848403;9.9;8.52689143163323;2.39678477851434
1982Q4;48.74533619;85598.9687499999;1944.8;22.7199073258454;232.989666666666;499.877022717568;136.733333333333;6018.21703637804;67.435837331646;10.6666666666666;8.70254632107575;2.47991910827695
1983Q1;49.63970601;85566.9375;1972.7;23.054416309994;233.469333333333;502.695401747968;147.666666666666;6405.13577446995;69.6515835736218;10.3666666666666;8.76485541230599;2.44803844189845
1983Q2;50.23740681;85933.5625;2010.5;23.3958426545507;233.940333333333;502.335216921442;162.733333333333;6955.65172565733;72.4882251568384;10.1333333333333;8.84730980602885;2.42267341536211
1983Q3;50.55152694;86534.3125;2052.4;23.717539297521;234.503;499.819335104881;165.533333333333;6979.36372137201;72.4296292792173;9.36666666666666;8.85071303420477;2.33550541068937
1983Q4;50.73912646;87369.1875;2106.5;24.1099506506753;235.073333333333;494.709249313193;165.766666666666;6875.44612050141;71.5197985519512;8.53333333333333;8.83571181068424;2.23317564162188
