N,price,dividend
1010,152.2582397,6.414794007
1011,151.0580524,6.456179775
1012,156.2726592,6.456179775
1013,155.6104869,6.497565543
1014,164.6325843,6.497565543
1015,176.0166045,6.555783582
1016,174.9445896,6.597014925
1017,182.1401487,6.65464684
1018,172.9797398,6.695724907
1019,184.6459108,6.695724907
1020,187.0666045,6.761940299
1021,182.0363806,6.885634328
1022,183.1908582,7.009328358
1023,195.8076493,7.133022388
1024,197.3801115,7.18866171
1025,190.4692593,7.284814815
1026,187.971875,7.3125
1027,196.7222628,7.299452555
1028,196.2690476,7.407142857
1029,188.8985401,7.420437956
1030,185.8007273,7.272909091
1031,183.872,7.112181818
1032,185.9282609,6.966304348
1033,181.8846014,6.966304348
1034,173.4092058,6.901263538
1035,175.0113309,6.876438849
1036,178.4238351,6.851792115
1037,184.6139286,6.827321429
1038,186.9848754,6.803024911
1039,189.4118375,6.793992933
1040,178.9865724,6.833038869
1041,171.7240283,6.872084806
1042,161.0254417,6.911130742
1043,156.9955986,6.925704225
1044,156.9177817,6.964612676
1045,158.8727273,6.877272727
1046,159.4136364,6.877272727
1047,161.5678819,6.791145833
1048,161.8882353,6.729411765
1049,167.0882353,6.652941176
1050,171.1029412,6.614705882
1051,175.1996552,6.591896552
1052,182.3823529,6.614705882
1053,187.2,6.614705882
1054,194.8088235,6.652941176
1055,200.0431034,6.63
1056,204.5205882,6.691176471
1057,211.9313793,6.706206897
1058,209.4147059,6.729411765
1059,214.7294118,6.767647059
1060,217.5706897,6.782413793
1061,220.8475862,6.782413793
1062,218.1900344,6.797079038
1063,226.0708904,6.811643836
1064,224.7842466,6.811643836
1065,215.1544369,6.826109215
1066,214.2346939,6.84047619
1067,215.0991497,6.84047619
1068,221.9772109,6.878061224
1069,218.8503413,7.052389078
1070,209.6493197,7.141156463
1071,206.7928571,7.291496599
1072,208.7513559,7.266779661
1073,206.8410169,7.304237288
1074,213.7577703,7.279560811
1075,208.4567568,7.279560811
1076,210.9579392,7.279560811
1077,204.6116554,7.279560811
1078,199.2337248,7.230704698
1079,205.6857383,7.230704698
1080,210.6174497,7.230704698
1081,221.4449664,7.230704698
1082,230.529698,7.193624161
1083,237.7604027,7.193624161
1084,244.1011745,7.193624161
1085,246.5855705,7.193624161
1086,243.3224832,7.193624161
1087,241.0373333,7.1825
1088,250.5282609,7.206521739
1089,247.741,7.219333333
1090,250.4666667,7.293
1091,261.8113333,7.366666667
1092,264.2423333,7.440333333
1093,254.4078333,7.477166667
1094,257.7843854,7.452325581
1095,258.0413621,7.489036545
1096,248.990894,7.500827815
1097,230.4766556,7.500827815
1098,203.5468543,7.537417219
1099,207.7618812,7.549009901
1100,213.4145215,7.549009901
1101,210.8223684,7.560526316
1102,204.1705592,7.633223684
1103,218.2375,7.669572368
1104,227.6881579,7.742269737
1105,236.4845395,7.778618421
1106,239.6105263,7.778618421
1107,237.9191803,7.789344262
1108,249.1140984,7.861803279
1109,254.1137705,7.898032787
1110,253.175,7.944444444
1111,248.6070033,7.918566775
1112,255.481759,7.954560261
1113,262.2125407,7.954560261
1114,262.0069805,8.000487013
1115,260.536039,8.108116883
1116,265.2357605,8.153398058
1117,273.3891586,8.224919094
1118,276.7506472,8.260679612
1119,281.7928803,8.332200647
1120,285.8695793,8.403721683
1121,288.6588997,8.439482201
1122,286.0167742,8.483548387
1123,295.685209,8.52733119
1124,292.2903226,8.626129032
1125,296.3602894,8.669453376
1126,301.4766881,8.740514469
1127,302.6,8.783333333
1128,297.3583333,8.854166667
1129,305.0083333,8.925
1130,307.2395833,8.960416667
1131,306.5404153,9.002396166
1132,309.5759554,9.04410828
1133,314.1859873,9.114490446
1134,297.3708861,9.126740506
1135,296.9162975,9.196677215
1136,302.4412975,9.23164557
1137,312.5471519,9.301582278
1138,318.5676656,9.341955836
1139,321.216877,9.411671924
1140,318.747327,9.451572327
1141,324.272327,9.521069182
1142,320.0701563,9.530625
1143,305.9576324,9.569781931
1144,313.3684211,9.578947368
1145,296.8789474,9.613157895
1146,293.5070988,9.651697531
1147,291.856,9.69
1148,272.5328746,9.698318043
1149,262.9359327,9.765902141
1150,259.0536474,9.672948328
1151,272.0180851,9.672948328
1152,273.1600304,9.639361702
1153,283.6390578,9.672948328
1154,293.412766,9.706534954
1155,299.4215152,9.710606061
1156,303.658006,9.681268882
1157,308.1685241,9.652108434
1158,303.3938438,9.623123123
1159,307.7127246,9.62739521
1160,311.6759701,9.598656716
1161,315.0894345,9.60297619
1162,313.6626113,9.574480712
1163,302.9269231,9.546153846
1164,310.6386431,9.5179941
1165,307.9741935,9.49457478
1166,293.2127193,9.499122807
1167,287.0100583,9.503644315
1168,307.312064,9.508139535
1169,313.4676812,9.544637681
1170,320.0360231,9.521469741
1171,317.5687679,9.498567335
1172,309.7472857,9.534571429
1173,318.9074074,9.538888889
1174,324.9263456,9.516147309
1175,329.0028249,9.551694915
1176,331.5,9.555915493
1177,316.6011236,9.56011236
1178,313.2891061,9.537569832
1179,303.9515235,9.488919668
1180,308.3650138,9.46707989
1181,317.5357143,9.471428571
1182,299.3161202,9.449863388
1183,284.3873641,9.428532609
1184,281.2672973,9.377567568
1185,281.4920485,9.382075472
1186,282.9747989,9.331769437
1187,283.4988,9.311466667
1188,267.0465517,9.262068966
1189,264.001455,9.237566138
1190,253.4521053,9.218026316
1191,256.4352094,9.169764398
1192,246.6876623,9.098311688
1193,217.7365285,9.103367876
1194,215.2756443,9.056443299
1195,214.54,9.01
1196,220.7733333,9.038333333
1197,232.7829082,8.992219388
1198,236.6214467,8.890482234
1199,235.1752525,8.817676768
1200,250.013191,8.717839196
1201,259.5639447,8.690075377
1202,268.9387218,8.640601504
1203,275.145,8.591375
1204,283.8279302,8.569950125
1205,278.5806452,8.5
1206,271.4054187,8.437192118
1207,268.7837838,8.416461916
1208,263.3583333,8.36875
1209,269.2083333,8.36875
1210,262.849511,8.321271394
1211,250.6647922,8.321271394
1212,266.6249392,8.253892944
1213,277.7287105,8.253892944
1214,281.4673123,8.213922518
1215,287.4601449,8.194082126
1216,289.6963855,8.174337349
1217,286.078125,8.1546875
1218,286.1870504,8.135131894
1219,282.7112172,8.096300716
1220,292.0357143,8.103333333
1221,287.1425178,8.084085511
1222,286.3073286,8.098108747
1223,299.9658019,8.157193396
1224,305.5,8.19
1225,307.1173709,8.196713615
1226,294.1515152,8.139393939
1227,286.8406467,8.089722864
1228,279.5447248,8.084747706
1229,269.8314351,8.054669704
1230,262,8.05
1231,263.9029345,8.081715576
1232,254.3215078,7.96286031
1233,258.159292,7.994137168
1234,266.0723684,8.020942982
1235,245.5555556,8.040740741
1236,226.6924242,8.084199134
1237,227.9003219,8.06223176
1238,218.7759534,8.006567797
1239,225.2535565,7.952301255
1240,212.850625,7.965208333
1241,203.879321,7.912345679
1242,202.4856122,7.892857143
1243,177.4039474,7.896052632
1244,168.0263,7.8676
1245,148.7600791,7.839822134
1246,150.1589041,7.763111546
1247,153.9275728,7.724271845
1248,142.7983622,7.664739884
1249,153.8940499,7.677735125
1250,168.5914286,7.682380952
1251,175.6677419,7.69516129
1252,176.9671078,7.686956522
1253,187.143797,7.685150376
1254,190.488806,7.648414179
1255,188.5635609,7.563745387
1256,174.4190608,7.549815838
1257,171.3559524,7.508333333
1258,178.2693078,7.447176685
1259,179.9771248,7.373327306
1260,176.6009009,7.326846847
1261,192.5005396,7.313669065
1262,199.2168459,7.307258065
1263,199.8488372,7.294186047
1264,200.7121212,7.307575758
1265,197.9221239,7.314513274
1266,198.0440141,7.314788732
1267,201.647986,7.33441331
1268,198.8614983,7.353832753
1269,202.3914931,7.385850694
1270,194.4723661,7.481174439
1271,192.8034483,7.582586207
1272,198.7860825,7.68943299
1273,196.0666667,7.744444444
1274,188.8409475,7.740609137
1275,186.8285714,7.781428571
1276,182.4170833,7.827083333
1277,180.9781095,7.879767828
1278,180.7503295,7.937067545
1279,181.5098361,7.988606557
1280,176.4930556,8.034722222
1281,173.1826547,8.098534202
1282,168.1537338,8.17987013
1283,168.3027464,8.229483037
1284,166.94219,8.309742351
1285,159.562,8.32728
1286,156.3162162,8.362162162
1287,154.8045741,8.365930599
1288,160.3201095,8.369640063
1289,166.8806977,8.343178295
1290,165.5127301,8.321395706
1291,163.4626332,8.325342466
1292,173.9537879,8.337727273
1293,172.6458647,8.341503759
1294,165.6676602,8.299850969
1295,155.2738131,8.279302671
1296,156.8708272,8.275258493
1297,161.3170571,8.26727672
1298,157.0827062,8.251519537
1299,158.467765,8.232091691
1300,159.8024079,8.217067989
1301,154.1281818,8.175454545
1302,155.43361,8.161410788
1303,155.244186,8.162790698
1304,160.8089431,8.160230352
1305,160.8619303,8.161595174
1306,153.5538564,8.169946809
1307,150.9729908,8.152832675
1308,155.3050847,8.139830508
1309,157.5122108,8.095758355
1310,161.4784537,8.052915082
1311,144.4363296,8.001248439
1312,140.5123457,7.980555556
1313,145.4871638,7.956540342
1314,153.1233374,7.936759371
1315,160.0713422,7.990205562
1316,163.8265306,7.998979592
1317,166.4077381,7.984940476
1318,169.6591981,7.94870283
1319,175.3783626,7.922397661
1320,170.9356895,7.887369641
1321,168.9252874,7.874712644
1322,161.4129693,7.844368601
1323,166.3118644,7.841129944
1324,166.6801347,7.837934905
1325,162.0584633,7.813752784
1326,161.3592715,7.793543046
1327,155.7374454,7.756713974
1328,155.1549296,7.757746479
1329,140.2591202,7.730257511
1330,141.7334047,7.761027837
1331,144.9354322,7.771558164
1332,145.5308511,7.793776596
1333,137.4512195,7.804135737
1334,133.7447146,7.814429175
1335,129.5597884,7.857777778
1336,135.4178082,7.859589041
1337,134.2609603,7.820354906
1338,124.9675258,7.757783505
1339,123.9866667,7.729333333
1340,124.0721597,7.736131013
1341,138.1532176,7.731613892
1342,149.3212831,7.719246436
1343,155.7147959,7.735
1344,157.8247951,7.778022541
1345,163.0383436,7.773415133
1346,165.6935649,7.78804903
1347,171.4499489,7.799336057
1348,176.7327586,7.755172414
1349,182.7928427,7.719405242
1350,184.7959799,7.707236181
1351,184.7197197,7.698498498
1352,179.0938124,7.69750499
1353,183.4716981,7.68123138
1354,183.4737624,7.691237624
1355,180.3814229,7.708794466
1356,179.3307009,7.733909181
1357,180.4435721,7.720902846
1358,169.7426758,7.715576172
1359,169.5194932,7.732846004
1360,168.9117362,7.738215325
1361,167.3529981,7.769197292
1362,163.1393443,7.789344262
1363,160.3895293,7.780643612
1364,173.8392344,7.782583732
1365,174.8004762,7.766571429
1366,172.9382716,7.79691358
1367,174.5123457,7.849382716
1368,172.6234568,7.901851852
1369,179.7327014,7.928767773
1370,188.579717,7.943490566
1371,186.3129699,7.955169173
1372,186.6819457,7.948971001
1373,190.4142591,7.939934762
1374,193.991171,7.948605948
1375,197.3214286,7.96461039
1376,192.6587963,7.990787037
1377,187.8397969,7.999261311
1378,189.2833487,7.990156394
1379,200.2178899,7.988440367
1380,209.5759378,7.98673376
1381,209.9096715,8.00520073
1382,221.8087832,8.067612077
1383,235.9296875,8.1453125
1384,242.1639042,8.190837937
1385,242.0041322,8.188567493
1386,247.5401826,8.173972603
1387,242.3936073,8.2143379
1388,246.786691,8.249726527
1389,238.9487296,8.252404719
1390,237.8304624,8.264959202
1391,245.3220109,8.267481884
1392,248.6,8.28
