,BOURRELIER GROUP,ALES GROUPE,MANITOU BF,FIGEAC AERO,FOUNTAINE PAJOT,DELFINGEN INDUSTRY,PRECIA,MANUTAN INTERNATIONAL,HAULOTTE GROUP,ADVINI,DAMARTEX,ROBERTET,ESKER,DESJOYAUX SA PISCINES,CAPELLI RGPT,TFF GROUP,EUROGERM,JACQUET METAL SERVICE,CPS LECTRA,GROUPE GUILLIN,AUBAY,LNA SANTE,LACROIX S.A,GUERBET,SOGECLAIR,HERIGE,VETOQUINOL,LAURENT-PERRIER,A.S.T GROUPE
2014-05-06,30.33333,17.85,13.4,12.27,17.7,24.5,86.0,53.3,12.94,35.0,19.0,166.0,18.99,4.86088,9.96,14.975,15.44,15.64,7.75,12.974,11.97,16.7,21.4,34.35,29.81,34.29,39.3,72.3,2.75
2014-05-07,31.20833,17.7,13.13,12.58,17.6,24.7,85.8,52.52,12.8,34.99,18.87,166.0,18.81,4.91875,10.2,14.955,15.3,15.45,7.65,12.94,12.04,16.96,21.55,34.0,29.86,34.0,38.52,72.5,2.69
2014-05-08,32.95833,17.85,13.32,12.6,17.6,24.9,85.8,51.5,13.42,34.99,18.87,166.0,19.0,4.77408,10.26,14.9475,15.3,15.84,7.85,12.915,12.07,16.96,21.4,34.03,29.8,34.0,39.5,72.5,2.75
2014-05-09,32.95833,17.98,13.32,12.44,17.6,24.7,83.5,51.33,13.3,34.89,18.88,166.0,19.0,4.70656,10.26,15.29,15.3,15.83,7.8,12.94,12.05,16.94,21.8,34.22,29.63,33.49,38.97,72.5,2.8
2014-05-12,32.95833,17.86,13.34,12.45,17.6,24.31,85.5,51.45,13.41,33.0,18.9,170.0,18.85,4.77408,10.32,15.375,15.31,16.57,7.95,12.91,12.1,16.94,22.0,34.38,29.79,32.7,38.5,72.5,2.8
2014-05-13,31.1111,18.0,13.0,12.34,17.75,24.23,85.5,51.46,13.3,33.1,18.88,170.69,18.8,4.8223,10.38,15.375,15.3,16.58,8.0,12.925,12.1,16.98,21.89,34.49,29.7,32.91,37.97,72.6,2.75
2014-05-14,31.1111,18.0,13.03,12.41,17.7,24.24,85.0,52.27,13.05,33.2,18.9,170.7,18.89,4.8223,10.2,15.275,15.4,16.8,8.04,12.915,12.1,16.97,22.65,34.7,29.7,33.3,37.98,72.6,2.78
2014-05-15,31.1111,18.0,12.84,12.44,18.45,24.0,88.0,52.27,12.75,32.9,18.9,170.5,18.85,4.94768,10.26,15.2775,15.4,16.29,8.0,12.845,11.85,16.9,22.7,34.3,29.63,32.53,38.89,72.5,2.85
2014-05-16,31.1111,18.0,12.55,12.25,18.45,23.5,86.99,52.13,12.53,33.0,18.88,170.49,18.9,4.91875,10.38,15.2775,15.4,15.6,7.95,12.885,11.4,16.8,22.7,33.8,29.63,32.22,37.52,72.5,2.74
2014-05-19,31.1111,18.01,12.48,12.06,18.4,23.5,86.99,52.1,12.46,33.0,18.87,170.49,18.74,4.91875,10.38,14.875,15.31,16.02,7.9,12.885,11.9,16.73,22.6,33.25,29.01,30.2,37.3,72.57,2.78
2014-05-20,31.1111,17.95,12.38,11.98,18.48,23.99,86.99,51.9,12.41,32.8,18.87,169.0,18.84,4.9091,10.38,14.87,15.3,15.97,7.9,12.783,11.84,16.56,22.5,32.75,28.49,29.65,37.52,72.5,2.8
2014-05-21,31.12083,17.96,12.24,12.09,19.0,23.94,86.99,51.0,12.12,32.0,18.85,168.49,18.8,4.9091,10.32,15.275,15.3,15.9,7.84,12.77,11.3,16.49,22.5,32.45,28.34,30.2,38.0,72.6,2.77
2014-05-22,31.12083,17.96,12.3,11.72,18.6,23.94,87.0,51.0,11.89,32.49,18.85,168.49,18.7,5.15986,10.44,14.95,15.3,16.1,7.85,12.762,11.0,16.54,22.35,32.7,28.15,29.99,38.5,72.85,2.81
2014-05-23,31.12083,18.2,12.3,11.91,19.0,23.5,87.0,51.0,12.33,32.49,18.85,168.49,18.8,5.15986,10.44,15.025,15.3,16.65,7.84,12.77,11.29,16.7,22.5,33.0,28.2,30.0,38.4,72.5,2.85
2014-05-26,31.12083,18.14,12.63,11.74,19.0,24.15,87.0,51.0,12.43,32.5,18.85,168.49,18.79,5.11164,10.38,15.035,15.3,16.9,7.84,12.775,11.0,16.62,22.35,33.3,28.1,30.2,37.55,71.9,2.83
2014-05-27,33.00694,18.38,12.77,11.81,19.1,24.19,88.0,51.2,12.52,32.49,18.87,168.48,18.8,5.26595,10.32,15.35,15.3,16.9,7.95,12.8,10.82,16.78,22.17,33.78,28.16,30.75,37.7,72.51,2.85
2014-05-28,32.56944,18.2,12.8,12.08,19.0,23.7,88.0,51.0,12.75,32.49,18.87,168.49,18.52,5.30453,10.44,15.335,15.3,17.0,8.0,12.895,11.05,16.99,21.86,32.89,28.16,30.05,36.99,72.5,2.75
2014-05-29,33.05555,18.0,12.98,12.05,19.0,23.51,88.0,51.0,12.57,32.01,18.88,168.48,18.11,5.21773,10.56,15.4,15.29,17.0,8.01,13.03,10.98,17.01,21.86,32.91,28.17,30.66,36.51,72.8,2.75
2014-05-30,33.05555,18.01,12.99,11.88,18.64,23.59,87.99,50.75,11.9,32.5,18.85,168.48,17.73,5.07306,10.56,15.325,15.2,16.81,8.0,13.125,11.03,17.0,21.55,33.0,28.25,31.76,36.9,72.5,2.7
2014-06-02,33.07499,18.03,12.85,12.0,19.13,23.59,88.0,51.0,12.25,32.5,18.85,172.0,17.8,5.15022,10.68,15.3175,15.21,16.67,8.1,13.225,11.5,17.06,21.6,32.91,28.32,32.55,37.0,73.19,2.64
2014-06-03,33.07499,17.8,12.9,12.0,20.05,23.5,88.0,51.0,12.16,32.5,18.85,172.0,17.5,5.15022,10.62,15.25,15.21,16.785,8.13,13.41,11.47,17.15,21.69,32.8,28.25,33.79,37.01,73.0,2.75
2014-06-04,33.07499,17.56,12.96,12.82,20.8,23.4,84.1,49.9,12.26,32.5,18.8,174.0,17.08,5.14057,10.62,15.25,15.21,16.89,8.23,13.7,11.38,17.2,21.69,33.52,28.27,33.66,36.5,73.93,2.67
2014-06-05,33.08471,17.55,12.99,12.9,21.0,23.51,88.0,50.15,12.68,32.5,18.8,173.99,17.19,5.14057,10.5,14.9975,15.2,16.78,8.44,13.8,11.45,17.2,21.85,33.65,28.3,33.89,36.49,73.0,2.66
2014-06-06,33.08471,17.3,13.11,12.94,21.85,23.1,88.0,50.5,12.77,32.0,18.8,173.98,17.2,5.19844,10.44,14.9975,15.2,16.95,8.4,14.66,11.55,17.24,21.85,32.84,28.3,33.5,36.5,72.41,2.6
2014-06-09,33.08471,17.24,12.77,12.9,21.85,22.9,89.0,50.9,13.05,32.45,18.8,173.99,17.2,5.46849,10.44,14.85,15.2,17.145,8.35,14.935,11.59,17.29,21.75,33.37,28.15,33.5,36.56,72.7,2.74
2014-06-10,33.08471,17.29,12.5,12.9,21.8,22.88,90.0,49.7,13.23,31.71,18.8,174.0,17.2,5.6228,10.44,14.8025,15.2,17.165,8.25,14.936,11.43,17.26,21.5,32.81,28.15,33.5,36.41,72.7,2.65
2014-06-11,33.08471,17.35,12.57,12.91,21.53,23.04,90.0,49.0,13.13,32.4,18.8,173.99,17.31,5.59387,10.56,14.75,15.2,17.0,8.06,14.8,11.34,17.25,21.5,32.56,28.15,33.5,35.84,72.5,2.73
2014-06-12,33.08471,17.68,12.7,12.75,21.93,23.09,90.0,47.75,13.63,32.39,18.8,169.0,16.51,5.51671,10.68,14.6375,15.3,16.9,7.95,14.9,11.25,17.22,21.4,33.0,29.5,33.48,35.04,72.75,2.73
2014-06-13,33.08471,17.69,12.97,12.64,22.0,22.82,88.3,47.8,13.24,31.87,18.8,169.0,16.58,5.52636,10.74,14.5,15.2,16.595,7.66,14.85,11.18,17.18,21.15,33.0,30.4,32.63,35.41,72.75,2.7
2014-06-16,33.08471,17.95,12.73,12.75,21.9,23.09,90.0,47.13,13.09,31.55,18.8,172.0,16.62,5.67102,10.62,14.5,15.39,16.655,7.61,13.751,11.1,17.14,21.15,32.75,31.62,31.3,35.0,72.5,2.7
2014-06-17,33.08471,18.35,12.75,12.7,21.5,23.09,91.0,47.75,13.25,31.55,18.9,172.0,16.67,5.64209,10.62,14.7,15.4,16.955,7.65,14.07,11.1,16.98,21.19,32.52,32.0,31.45,35.0,72.5,2.66
2014-06-18,33.08471,18.0,12.8,12.73,20.8,23.09,91.0,47.75,13.34,31.99,18.9,168.1,16.62,5.25631,10.62,14.825,15.5,16.68,7.98,14.3,11.0,16.91,21.19,32.72,32.31,32.23,35.49,72.5,2.66
2014-06-19,33.08471,18.35,12.58,12.61,20.8,23.1,90.7,47.75,14.39,31.99,18.9,168.11,16.9,5.49742,10.8,15.075,15.49,17.745,8.7,14.34,10.97,16.8,21.19,32.3,32.54,31.7,35.24,72.5,2.67
2014-06-20,33.08471,18.15,12.41,12.43,20.74,23.07,91.0,47.33,13.9,32.11,18.9,168.22,17.45,5.58422,10.68,15.02,15.49,16.66,8.22,14.407,11.04,16.48,21.19,31.75,32.75,31.45,35.3,72.5,2.65
2014-06-23,33.08471,18.15,12.3,12.38,20.75,23.07,90.0,46.0,13.88,32.1,18.95,172.0,17.74,5.64209,10.68,14.94,15.49,16.25,8.18,14.579,10.9,16.75,20.8,32.0,32.9,31.75,35.8,72.6,2.61
2014-06-24,33.08471,18.3,12.18,12.4,21.0,23.07,92.0,44.4,13.61,32.12,18.86,171.99,17.5,5.73854,10.8,14.94,15.4,16.21,8.16,14.771,11.05,16.75,21.08,31.94,31.64,32.15,35.9,72.6,2.56
2014-06-25,33.08471,17.9,12.19,11.97,21.0,23.0,92.0,45.0,13.8,31.48,18.95,171.0,17.11,5.7964,10.74,14.9375,15.4,15.825,8.0,14.83,10.84,16.69,21.25,31.4,30.8,32.25,35.79,71.2,2.64
2014-06-26,33.08471,18.35,12.14,12.2,21.15,22.5,92.0,45.16,13.54,32.12,18.94,170.0,17.15,5.83498,10.56,14.9375,15.4,15.85,7.98,14.7,10.84,16.65,21.4,31.0,30.7,32.0,35.52,72.0,2.63
2014-06-27,33.83333,18.35,12.2,12.2,21.35,22.45,92.01,45.4,13.25,32.13,18.94,171.0,17.2,5.74818,10.5,14.935,15.41,15.85,7.91,14.71,10.73,16.64,21.55,30.82,30.04,31.45,36.0,72.7,2.61
2014-06-30,33.83333,18.35,12.0,12.11,21.33,22.15,92.0,46.73,12.75,31.48,18.94,171.0,17.24,5.69031,10.62,14.9225,15.4,15.42,7.74,14.621,10.6,16.5,21.7,30.14,29.79,31.75,36.18,72.8,2.6
2014-07-01,33.78471,19.25,12.05,12.05,21.63,22.15,92.9,46.5,12.89,31.5,18.92,171.0,17.32,5.78676,10.68,14.9775,15.41,15.725,7.61,14.615,10.43,16.53,21.55,29.95,29.77,31.8,35.97,72.97,2.6
2014-07-02,33.78471,18.49,12.19,12.1,22.0,22.0,92.8,46.61,12.67,32.29,18.9,171.0,17.73,5.97965,10.62,14.0,15.4,15.87,7.84,14.508,10.38,16.6,22.74,29.79,29.5,31.8,35.9,72.7,2.6
2014-07-03,33.78471,18.4,12.13,12.02,21.92,21.7,92.0,46.0,12.77,31.4,18.91,171.0,17.8,6.12432,10.5,14.0,15.41,16.015,8.23,14.51,10.42,16.61,24.0,30.09,29.35,31.8,35.79,72.7,2.48
2014-07-04,33.78471,18.44,12.05,12.1,22.48,21.6,91.99,45.42,12.9,31.41,18.91,166.11,18.15,6.09539,10.56,13.9625,15.41,15.99,8.25,14.515,10.27,16.74,23.88,29.71,29.35,31.54,35.6,72.7,2.59
2014-07-07,33.93055,18.0,12.0,12.17,23.0,21.35,91.99,45.29,12.75,31.71,18.9,162.01,18.1,6.0761,10.56,13.9625,15.41,15.81,8.07,14.555,10.27,16.84,23.88,30.0,28.95,32.3,35.5,73.0,2.55
2014-07-08,33.93055,18.03,11.91,12.26,23.0,21.33,92.0,45.29,12.21,32.3,18.9,165.0,17.8,6.0761,10.38,14.0,15.41,15.45,7.8,14.4,10.17,17.0,23.58,29.25,28.11,31.45,35.2,72.6,2.51
2014-07-09,33.93055,18.14,11.82,12.7,23.0,21.55,92.0,45.22,12.04,32.29,18.9,162.0,17.68,5.97965,10.38,14.025,15.41,15.05,7.82,14.385,9.95,16.92,23.7,29.16,28.27,31.47,35.05,72.6,2.48
2014-07-10,33.93055,18.14,11.78,12.4,22.71,21.53,91.5,45.1,11.6,31.7,18.9,164.6,17.0,5.7964,10.38,14.745,15.41,14.765,7.75,14.31,9.5,16.72,23.4,28.2,28.6,31.45,35.2,72.0,2.48
2014-07-11,33.93055,18.13,11.77,12.25,22.71,21.53,91.51,45.0,11.56,31.5,18.9,164.6,16.99,5.77712,10.26,15.3875,15.4,15.02,7.8,14.199,9.61,16.8,23.33,28.24,28.3,31.0,35.2,71.0,2.45
2014-07-14,33.63888,18.13,11.63,12.22,23.0,21.55,91.5,45.13,11.49,31.5,18.9,164.6,17.0,5.69031,10.32,15.7,15.4,14.89,7.8,14.0,9.82,16.95,23.48,28.27,28.41,30.25,34.93,70.1,2.45
2014-07-15,33.6486,18.12,11.57,12.03,23.0,21.55,92.0,44.89,11.19,31.5,18.89,165.0,17.0,5.69031,10.2,15.6,15.31,14.81,7.69,13.991,9.56,16.95,23.48,28.35,28.5,30.4,35.05,70.5,2.44
2014-07-16,33.6486,18.2,11.64,11.9,22.5,21.65,93.0,43.84,11.66,31.5,18.86,170.0,17.2,5.69031,10.14,15.6675,15.31,15.22,7.53,13.9,9.7,16.9,23.39,28.5,29.09,30.2,35.15,70.0,2.43
2014-07-17,33.6486,18.2,11.61,12.0,22.64,21.65,93.0,41.12,11.32,31.5,18.85,170.01,17.1,5.73854,10.14,15.6625,15.5,15.4,7.48,13.83,9.66,16.8,23.28,28.45,29.45,30.05,34.22,70.1,2.43
2014-07-18,33.6486,18.2,12.62,11.88,22.4,21.65,93.0,41.0,11.41,31.5,18.9,170.0,17.1,5.82534,10.26,15.6475,15.4,15.46,7.4,13.8,9.47,17.27,22.97,28.36,29.3,29.6,33.9,70.1,2.46
2014-07-21,33.63888,18.2,12.85,11.75,22.5,21.7,93.0,41.99,11.52,31.3,18.71,172.0,16.94,5.69031,10.08,15.75,15.4,15.82,7.6,13.751,9.76,17.95,22.71,29.26,29.64,29.3,34.1,70.0,2.47
2014-07-22,32.72499,18.21,12.8,11.88,22.2,21.5,93.0,44.6,12.07,31.31,18.68,171.0,17.02,5.69031,10.38,15.725,15.4,15.785,7.4,13.726,9.64,17.91,22.74,29.85,29.7,29.4,33.55,70.0,2.5
2014-07-23,32.72499,18.22,13.28,11.86,22.48,21.5,93.0,44.1,12.33,31.3,18.65,166.0,17.09,5.72889,10.5,15.75,15.4,15.825,7.31,13.725,9.51,17.89,23.1,30.35,29.7,29.14,33.75,69.98,2.49
2014-07-24,32.72499,18.21,13.06,11.81,22.47,21.8,93.0,42.6,12.5,31.3,18.63,166.01,17.05,5.73854,10.56,15.6475,15.4,16.47,7.69,13.72,9.93,17.95,23.05,30.53,29.52,29.0,33.9,70.27,2.46
2014-07-25,32.72499,18.21,13.04,11.89,22.4,21.8,93.0,41.6,12.07,31.31,18.63,166.01,17.05,5.73854,10.74,15.75,15.31,16.4,7.55,13.724,9.92,18.3,22.85,30.54,29.5,28.9,33.9,70.38,2.47
2014-07-28,32.72499,18.21,12.98,11.8,22.25,21.79,93.0,41.51,11.92,31.49,18.6,166.0,17.19,5.69031,10.62,15.75,15.31,16.18,7.55,13.724,10.1,18.5,22.7,30.22,29.5,29.15,33.82,71.0,2.39
2014-07-29,32.72499,18.3,12.9,11.75,22.25,21.5,93.01,40.8,11.89,31.5,18.6,166.0,17.0,5.69031,10.56,15.75,15.35,16.0,7.62,13.724,10.32,18.35,22.8,30.35,30.0,29.3,33.82,71.01,2.39
2014-07-30,32.72499,18.5,12.5,11.6,22.25,21.78,94.0,40.9,11.9,31.49,18.65,169.0,16.9,5.69031,10.74,15.75,15.35,15.845,7.74,13.665,10.19,18.01,22.71,33.05,30.19,28.7,33.82,69.95,2.44
2014-07-31,32.76388,18.5,12.5,11.7,22.14,21.3,93.0,40.5,11.75,31.5,18.68,169.0,16.9,5.74818,10.5,15.625,15.2,15.45,8.02,13.63,10.19,18.0,22.5,33.0,29.32,28.5,33.82,69.5,2.47
2014-08-01,32.71527,17.0,12.3,11.59,22.14,21.15,94.0,40.5,11.61,31.0,18.65,168.94,16.8,5.82534,10.44,15.725,15.1,14.95,7.9,13.579,9.97,17.35,22.35,33.2,28.33,28.5,33.6,69.0,2.45
2014-08-04,32.56944,17.0,12.3,11.6,21.89,21.16,94.0,40.11,11.3,31.01,18.65,166.49,16.74,5.80605,10.44,15.72,15.1,14.9,7.68,13.58,10.25,17.31,22.74,33.9,28.33,29.0,33.78,68.5,2.39
2014-08-05,32.56944,17.29,12.4,11.7,21.49,21.16,93.5,40.25,11.76,30.9,18.65,169.34,16.71,5.78676,10.32,15.75,15.1,14.75,7.77,13.5,10.11,17.33,23.13,33.85,26.48,28.34,33.88,68.48,2.4
2014-08-06,32.56944,17.0,12.21,11.18,20.0,21.15,93.0,40.25,11.29,30.8,18.56,169.22,16.5,5.83498,10.08,15.65,15.1,14.33,7.62,13.095,9.8,17.05,22.5,33.96,25.75,28.33,33.4,68.85,2.44
2014-08-07,32.57916,16.9,12.17,10.94,19.59,21.15,93.0,40.52,10.89,29.9,18.15,170.0,16.35,5.83498,10.02,15.5,15.1,14.235,7.58,12.92,9.8,17.15,22.15,33.6,25.98,28.32,33.3,67.5,2.34
2014-08-08,32.56944,16.5,11.69,10.55,19.12,20.5,92.5,40.28,11.11,30.0,18.11,171.0,16.1,5.69031,9.96,15.7475,15.0,13.905,7.44,12.685,9.58,16.56,22.75,33.26,25.95,27.27,32.25,67.75,2.32
2014-08-11,32.56944,16.49,11.95,11.25,19.12,20.5,93.01,40.1,11.8,29.8,18.1,169.0,16.21,5.69031,9.9,15.7475,15.3,14.4,7.4,12.693,9.48,16.95,22.75,33.53,25.95,25.1,33.12,68.38,2.38
2014-08-12,32.57916,16.21,11.94,11.35,19.11,20.3,93.11,40.61,11.6,29.81,18.1,169.0,16.21,5.69031,10.14,15.505,15.3,14.36,7.67,12.7,9.65,16.79,22.83,33.97,25.85,24.79,33.43,68.75,2.39
2014-08-13,32.57916,16.25,11.87,11.15,19.11,20.19,93.11,40.5,11.53,30.01,18.1,169.01,16.11,5.67102,10.08,15.2125,15.2,14.23,7.66,12.701,9.93,16.91,22.66,34.0,26.0,25.25,33.75,69.1,2.39
2014-08-14,32.57916,16.3,12.0,11.11,19.3,21.0,93.1,40.6,12.0,30.4,18.1,169.0,16.12,5.67102,9.9,15.25,15.2,14.33,7.6,12.451,10.1,16.96,22.7,33.9,25.71,25.7,33.94,69.1,2.35
2014-08-15,32.57916,16.32,11.81,11.1,19.3,20.61,93.1,41.17,11.71,30.4,17.75,169.0,16.5,5.59387,9.96,15.25,15.1,14.175,7.64,12.452,10.27,16.98,22.55,33.82,25.71,25.25,34.2,69.0,2.38
2014-08-18,32.57916,16.64,12.05,11.24,19.3,20.61,93.11,41.07,11.56,30.0,17.76,169.0,16.7,5.47813,10.02,15.31,15.1,14.36,7.6,12.185,10.49,17.35,22.4,34.0,25.71,25.75,34.4,69.15,2.44
2014-08-19,32.57916,16.79,12.06,11.15,19.3,20.61,93.1,41.18,11.52,30.0,17.75,170.0,17.0,5.56493,10.02,15.31,15.1,14.465,7.63,12.2,10.55,17.41,22.4,34.75,25.76,26.36,34.75,69.15,2.43
2014-08-20,32.57916,17.61,11.92,11.12,19.3,20.6,93.25,41.51,11.41,30.0,17.76,169.99,17.0,5.54564,9.84,15.3025,15.1,14.61,7.7,12.199,10.57,17.34,22.49,34.68,25.95,26.7,35.0,68.55,2.43
2014-08-21,32.57916,17.9,12.15,11.15,19.3,20.72,99.0,42.33,11.76,30.01,17.76,168.45,17.0,5.50707,9.9,15.31,15.1,15.255,8.12,12.201,10.66,17.35,22.49,34.8,26.05,26.8,36.24,68.3,2.4
2014-08-22,32.57916,17.8,12.4,11.24,19.3,20.73,95.0,43.0,11.57,30.01,17.76,168.53,17.0,5.55529,9.9,15.2025,15.1,15.76,7.92,12.28,10.64,17.35,22.47,34.95,26.77,26.25,36.57,68.6,2.4
2014-08-25,32.57916,18.05,12.6,11.41,19.66,20.51,96.0,44.0,11.69,31.0,17.77,168.53,16.85,5.55529,9.78,15.1525,15.3,15.8,7.91,12.4,10.7,17.5,22.99,34.56,26.7,26.49,36.39,68.65,2.4
2014-08-26,32.57916,17.9,12.9,11.8,20.08,20.8,96.6,45.0,11.87,31.8,17.79,174.0,16.8,5.55529,9.6,15.175,15.3,15.895,7.98,12.465,10.88,17.45,22.99,34.94,26.88,26.58,36.4,69.0,2.39
2014-08-27,32.57916,17.9,12.81,11.78,20.08,20.7,95.0,45.2,11.82,31.8,17.79,173.0,16.99,5.63245,9.6,15.175,15.3,15.85,7.96,12.5,11.71,17.4,23.0,34.9,26.95,27.25,36.5,69.0,2.3
2014-08-28,32.57916,17.9,13.3,11.8,20.19,20.61,95.0,45.24,12.28,31.8,17.79,170.0,17.0,5.60351,9.66,15.375,15.3,15.89,8.17,12.545,11.69,17.43,23.0,34.93,26.95,28.82,36.5,68.81,2.55
2014-08-29,32.57916,17.9,13.05,11.75,19.88,20.97,95.0,45.22,12.53,31.8,17.79,170.01,17.0,5.60351,9.78,15.375,15.3,15.85,7.96,12.551,11.75,17.44,23.0,34.64,26.96,29.5,36.23,69.0,2.5
2014-09-01,32.57916,17.75,12.95,11.77,19.88,20.98,94.7,45.05,13.13,32.3,17.79,167.01,16.85,5.60351,9.66,15.375,15.0,15.69,7.97,12.609,11.85,17.42,22.75,34.76,27.44,29.04,36.35,69.5,2.49
2014-09-02,32.57916,17.98,13.14,11.69,19.73,20.97,94.6,45.05,13.8,31.6,17.89,167.01,16.8,5.60351,9.78,15.375,15.0,15.69,7.83,12.71,11.85,17.5,22.8,34.85,28.08,29.04,36.2,69.99,2.49
2014-09-03,32.8611,17.97,13.39,11.65,19.65,20.97,95.3,45.05,14.45,31.6,18.0,168.01,16.9,5.48778,9.78,15.4375,14.99,15.66,7.74,12.84,11.23,17.48,22.95,35.55,28.3,29.04,36.1,70.05,2.45
2014-09-04,32.8611,17.75,13.4,11.7,19.5,20.97,94.5,45.0,14.23,31.6,17.4,168.0,16.9,5.58422,9.6,15.325,14.99,16.0,8.03,12.821,11.5,17.49,23.25,35.64,28.5,29.14,35.9,69.9,2.44
2014-09-05,32.61805,17.64,13.52,11.52,19.64,20.98,94.5,45.01,14.08,31.6,17.3,168.0,17.31,5.61316,9.78,15.4075,14.88,16.2,8.11,13.08,11.4,18.18,23.25,36.48,28.56,28.95,35.5,69.7,2.4
2014-09-08,32.61805,17.78,13.45,11.63,19.5,21.0,94.51,45.0,13.85,31.25,17.3,170.0,18.81,5.59387,9.78,15.725,14.89,16.385,8.15,13.213,11.42,18.37,23.15,36.71,28.55,28.4,35.51,69.59,2.39
2014-09-09,32.61805,17.98,13.54,11.58,19.5,20.99,94.51,45.0,13.48,31.0,17.26,170.0,19.2,5.59387,9.48,15.5625,14.63,16.55,8.08,13.095,11.49,18.6,23.15,37.2,28.5,28.4,35.35,69.4,2.36
2014-09-10,32.61805,17.9,13.35,11.3,19.3,21.1,94.51,45.0,13.49,31.6,17.16,165.52,18.9,5.59387,9.72,15.5,14.63,16.5,8.14,12.984,11.53,18.78,23.25,37.87,28.49,28.4,35.26,69.4,2.41
2014-09-11,32.61805,17.51,13.26,11.48,18.97,21.15,94.51,45.0,13.26,31.6,17.14,169.99,19.0,5.54564,9.72,15.5,14.63,16.5,8.1,13.03,10.65,18.41,23.05,40.67,28.26,28.25,35.27,69.39,2.41
2014-09-12,32.61805,17.6,13.43,11.28,18.97,21.15,94.51,44.89,13.26,31.6,16.9,169.98,18.7,5.54564,9.96,15.525,14.63,16.91,8.1,12.895,10.25,18.18,23.18,39.9,28.3,27.99,35.8,69.3,2.42
2014-09-15,32.62777,17.6,13.5,11.25,18.9,21.25,94.51,44.89,13.3,31.6,16.35,169.98,18.45,5.59387,10.02,15.525,14.81,17.155,8.13,12.755,9.92,18.0,23.0,39.7,28.3,27.99,35.0,68.7,2.42
2014-09-16,32.62777,17.6,13.3,11.11,18.9,21.27,94.5,44.25,13.27,31.99,16.35,169.98,18.7,5.67102,10.08,15.5975,14.85,17.245,8.22,12.655,9.81,17.84,22.95,39.44,28.29,27.8,34.57,68.7,2.38
2014-09-17,32.62777,17.77,13.42,11.18,19.25,21.31,94.9,44.25,13.26,31.99,16.4,164.5,18.9,5.61316,10.2,15.4625,14.85,17.26,8.25,12.64,9.94,18.0,23.09,39.7,28.3,26.4,35.12,68.7,2.4
2014-09-18,32.62777,18.0,13.37,11.1,19.25,21.32,94.9,44.0,13.44,32.0,16.4,164.5,18.35,5.68067,10.14,15.4875,14.85,17.26,8.26,12.63,10.18,18.37,23.09,39.8,28.3,26.2,35.16,68.7,2.38
2014-09-19,32.62777,18.0,13.34,10.95,19.25,21.6,95.0,43.5,13.38,32.15,16.25,163.0,18.07,5.68067,10.26,15.5,14.85,17.25,8.25,12.621,10.04,18.6,23.04,40.0,28.3,26.3,35.0,68.8,2.39
2014-09-22,32.62777,18.1,13.44,10.91,19.25,21.0,94.5,43.0,12.98,31.21,16.25,162.34,18.11,5.6228,10.26,15.5025,14.85,16.96,8.25,12.6,10.08,19.0,22.8,40.2,28.25,26.1,36.54,68.25,2.43
2014-09-23,32.63749,18.04,13.25,10.84,19.24,21.0,94.51,42.0,12.73,31.0,16.2,162.34,18.18,5.6228,10.14,15.55,14.71,16.52,8.25,12.59,9.95,19.1,22.8,40.14,28.25,25.35,35.91,69.0,2.42
2014-09-24,32.64721,18.04,13.19,10.81,19.15,21.65,94.51,41.47,12.85,31.01,16.08,162.81,18.18,5.61316,10.08,15.5,14.71,16.26,8.25,12.58,9.86,19.2,23.03,40.15,28.25,25.2,36.21,69.0,2.28
2014-09-25,32.64721,17.85,13.11,10.95,19.05,21.72,94.51,40.3,12.6,31.0,16.0,168.0,18.24,5.61316,10.08,15.495,14.71,15.9,8.25,12.568,9.82,19.38,22.5,39.89,28.3,25.1,36.5,68.99,2.34
2014-09-26,32.64721,18.0,13.0,10.96,19.0,21.72,95.0,40.43,12.4,31.0,15.99,167.99,18.2,5.59387,10.08,15.495,14.9,15.85,8.12,12.7,9.76,19.53,22.5,40.2,28.3,25.1,36.5,69.0,2.3
2014-09-29,32.64721,17.65,12.72,10.89,19.1,20.9,95.0,40.43,12.21,31.0,15.98,167.99,18.3,5.59387,10.08,15.495,14.89,15.6,8.0,12.98,9.39,19.55,22.25,40.28,28.24,24.85,36.3,68.45,2.31
2014-09-30,32.64721,17.74,12.52,11.0,19.0,20.8,95.0,40.43,12.35,31.0,15.95,164.01,18.38,5.54564,10.14,15.495,14.89,15.52,8.1,13.271,9.74,19.54,21.34,40.81,28.13,25.08,36.05,67.5,2.3
2014-10-01,32.64721,17.74,12.33,11.0,19.25,20.55,94.0,40.43,12.47,31.0,15.6,164.0,19.0,5.54564,10.08,15.3125,15.0,15.385,8.0,13.27,10.0,19.44,21.1,41.68,27.78,23.9,36.35,67.38,2.32
2014-10-02,32.66666,17.05,12.17,10.9,19.1,19.5,94.01,40.12,12.18,31.01,15.6,164.01,19.0,5.55529,9.96,15.2625,14.99,14.85,8.0,13.28,10.3,19.01,21.0,40.0,27.54,24.0,36.22,67.0,2.28
2014-10-03,32.66666,17.2,12.14,10.8,19.1,18.74,94.01,40.15,12.15,31.01,15.6,164.01,18.4,5.55529,9.78,15.25,14.99,14.9,7.9,13.27,10.42,19.1,21.25,41.2,27.54,24.0,36.31,67.0,2.37
