,BOURRELIER GROUP,ALES GROUPE,MANITOU BF,FIGEAC AERO,FOUNTAINE PAJOT,DELFINGEN INDUSTRY,PRECIA,MANUTAN INTERNATIONAL,HAULOTTE GROUP,ADVINI,DAMARTEX,ROBERTET,ESKER,DESJOYAUX SA PISCINES,CAPELLI RGPT,TFF GROUP,EUROGERM,JACQUET METAL SERVICE,CPS LECTRA,GROUPE GUILLIN,AUBAY,LNA SANTE,LACROIX S.A,GUERBET,SOGECLAIR,HERIGE,VETOQUINOL,LAURENT-PERRIER,A.S.T GROUPE
2014-10-06,32.61805,17.41,11.96,10.89,19.0,18.09,93.5,39.93,12.14,31.5,15.61,167.0,18.5,5.35275,9.78,15.255,14.99,14.86,7.82,13.6,10.17,19.42,21.35,41.0,27.44,24.25,36.0,66.3,2.37
2014-10-07,32.56944,17.41,11.71,10.6,19.0,17.6,93.0,39.8,11.81,31.49,15.61,168.0,18.33,5.43955,9.66,15.2625,14.99,14.595,7.8,15.425,10.0,19.4,21.35,40.09,26.95,24.33,35.99,65.48,2.32
2014-10-08,32.56944,17.2,11.58,10.58,18.71,16.7,93.51,39.82,11.47,31.5,15.6,165.0,18.0,5.25631,9.12,15.27,14.9,13.875,7.65,14.702,9.8,19.2,21.0,38.7,26.13,23.9,35.75,64.0,2.29
2014-10-09,32.57916,17.2,11.39,10.23,18.16,16.7,93.5,39.8,11.84,31.0,15.6,165.01,17.8,5.40098,9.0,15.35,15.0,13.51,7.7,14.274,9.73,19.2,20.85,38.89,25.83,23.26,35.96,63.0,2.25
2014-10-10,32.57916,16.42,11.12,10.0,15.85,16.22,95.0,37.78,12.12,30.9,15.57,165.01,17.3,5.20808,8.82,15.1475,14.99,12.91,7.42,14.16,9.06,18.2,20.5,36.79,23.24,22.0,34.9,60.49,2.19
2014-10-13,32.57916,16.4,11.0,10.0,15.25,16.3,95.0,37.0,11.6,30.91,15.55,163.0,16.79,5.0827,8.76,15.1825,14.85,13.0,7.45,13.96,9.35,18.15,20.18,37.6,23.05,21.73,34.8,61.5,2.08
2014-10-14,32.57916,16.2,11.0,10.0,15.25,16.95,91.0,36.45,11.29,30.9,15.58,164.0,16.85,4.96697,8.7,15.2475,14.85,13.0,7.32,13.595,9.13,18.0,19.99,38.89,22.0,21.5,34.51,61.35,2.05
2014-10-15,32.57916,16.0,11.0,9.76,15.53,16.15,93.5,35.5,11.6,30.8,15.58,159.0,16.49,5.05377,8.7,15.1175,14.85,12.65,7.16,13.335,8.83,17.8,19.99,36.52,22.11,21.5,33.9,60.5,2.03
2014-10-16,32.57916,15.5,10.58,9.76,15.25,16.2,91.0,34.85,11.1,30.8,15.58,158.01,16.6,4.93804,8.7,14.955,14.8,12.685,7.1,13.08,8.62,17.67,19.4,34.5,21.94,21.0,32.7,60.0,1.95
2014-10-17,32.57916,15.5,10.88,9.68,15.5,16.2,93.0,35.7,11.35,30.8,15.63,164.0,16.95,5.11164,8.82,15.225,14.7,12.83,7.28,13.45,9.1,18.29,20.15,34.9,23.47,21.66,33.0,60.38,1.93
2014-10-20,32.57916,15.43,10.85,9.7,16.75,15.55,94.0,35.8,11.34,30.8,15.68,164.0,17.14,5.06341,8.64,15.375,14.71,12.91,7.6,13.4,9.1,18.14,20.15,35.75,23.47,21.15,33.45,60.88,2.0
2014-10-21,32.58888,15.5,10.94,9.64,16.45,15.17,94.72,36.2,11.6,31.2,15.68,166.0,17.3,5.11164,8.76,15.1925,14.71,13.34,7.55,13.445,9.09,18.45,20.28,36.96,23.73,21.6,34.4,61.34,2.0
2014-10-22,32.5986,15.5,11.11,9.56,16.21,15.21,94.72,36.2,11.85,30.8,15.68,166.5,17.3,5.06341,8.82,15.25,14.6,13.5,7.6,13.475,9.19,18.99,20.28,37.76,23.75,21.44,35.84,61.46,1.94
2014-10-23,32.5986,15.85,10.93,9.6,16.4,15.6,93.5,36.9,12.31,30.8,15.68,168.5,17.49,5.06341,8.76,15.0375,14.6,13.6,7.6,13.501,9.38,19.25,20.35,37.92,23.78,21.45,36.75,61.5,1.95
2014-10-24,32.5986,15.99,10.89,10.1,16.05,17.1,93.51,37.08,12.17,30.8,15.6,168.49,17.5,5.11164,8.82,15.1625,14.61,13.3,7.92,13.525,9.7,19.25,20.5,36.0,23.78,21.65,36.4,61.07,1.94
2014-10-27,32.66666,16.01,10.66,10.22,16.1,16.5,94.5,38.0,11.86,30.7,15.6,165.0,17.5,5.11164,9.42,15.375,14.61,12.9,8.0,13.64,9.73,18.96,20.5,37.9,23.8,21.58,36.6,60.77,1.94
2014-10-28,32.66666,16.01,10.72,10.16,16.1,16.75,96.0,38.15,11.93,31.2,15.58,163.0,17.5,5.11164,9.36,15.0,14.61,13.055,8.05,13.66,9.7,18.91,20.75,38.07,23.73,23.25,36.71,62.42,1.97
2014-10-29,32.66666,18.44,10.85,9.97,16.24,16.66,94.0,38.19,11.65,31.19,15.54,162.1,17.5,5.28524,9.3,15.09,14.61,13.41,8.25,13.735,9.5,19.07,20.99,37.35,23.73,23.55,36.5,62.39,1.98
2014-10-30,32.66666,18.0,10.9,10.08,16.4,16.4,96.0,38.4,11.68,31.19,15.5,165.0,17.5,5.28524,9.3,15.09,14.6,13.2,7.95,13.755,9.42,19.13,21.15,37.08,23.73,22.91,36.15,63.8,1.92
2014-10-31,32.66666,18.0,11.1,10.2,16.55,16.35,95.99,38.55,12.05,31.19,15.51,165.0,17.58,5.28524,9.3,15.095,14.59,13.62,7.88,13.936,9.48,19.4,22.0,37.12,23.85,23.78,36.0,64.0,1.99
2014-11-03,32.66666,18.0,11.49,10.51,16.44,16.5,96.0,38.55,12.32,31.19,15.53,164.99,17.5,5.28524,9.3,15.125,14.61,13.62,8.05,13.937,9.5,19.65,22.75,37.4,23.7,24.85,35.98,64.7,2.05
2014-11-04,32.66666,17.9,11.5,10.77,16.15,15.98,96.5,38.88,12.43,31.19,15.53,165.0,17.36,5.24666,9.3,15.0975,14.61,13.18,8.15,13.95,9.52,19.95,22.91,35.71,23.69,24.75,35.2,65.59,2.07
2014-11-05,32.66666,17.8,11.55,11.11,16.15,16.1,97.0,38.96,12.65,30.7,15.56,164.99,17.39,5.24666,9.18,15.0,14.61,13.32,8.1,14.0,9.47,19.97,23.25,36.06,23.78,23.99,35.3,65.59,2.09
2014-11-06,32.66666,17.79,11.84,11.32,16.12,16.13,96.0,38.96,12.58,30.91,15.57,164.0,17.48,5.24666,9.18,14.9975,14.61,13.57,8.07,14.084,9.41,19.92,23.2,36.71,26.51,22.24,35.6,65.5,2.14
2014-11-07,32.66666,17.8,11.86,11.4,16.25,16.0,96.0,39.21,12.36,30.91,15.67,163.5,16.98,5.24666,9.18,15.05,14.8,13.51,8.09,14.2,9.32,19.73,23.25,37.1,28.0,22.47,35.58,65.5,2.05
2014-11-10,32.66666,17.79,11.85,11.59,16.21,16.3,95.0,38.92,11.98,30.7,15.69,161.0,16.69,5.25631,9.48,15.05,14.9,13.795,7.95,14.352,9.4,19.6,23.01,37.09,29.64,22.59,35.9,64.6,2.06
2014-11-11,32.66666,17.79,11.76,11.31,16.87,15.75,95.0,39.0,11.82,30.7,15.75,162.01,16.71,5.10199,9.42,15.0,15.0,14.15,8.0,14.373,9.45,19.51,22.43,36.44,29.49,22.6,36.46,64.5,2.12
2014-11-12,32.66666,17.82,11.74,11.81,17.0,15.75,94.0,39.0,11.71,30.9,16.0,162.0,16.69,5.10199,9.36,15.0,14.99,13.485,8.03,14.449,9.42,19.45,22.43,36.52,28.4,22.59,36.4,64.3,2.11
2014-11-13,32.66666,17.8,11.97,11.7,16.4,15.29,94.01,39.05,11.82,30.91,16.2,165.0,16.66,5.18879,9.42,15.13,15.0,14.195,8.1,14.51,9.3,19.01,22.25,37.0,28.04,22.25,36.39,64.2,2.05
2014-11-14,32.66666,17.8,11.95,11.48,16.4,17.0,97.0,39.05,11.85,30.91,16.55,165.0,16.62,5.01519,9.42,15.25,15.0,14.285,8.05,14.484,9.29,18.74,22.7,36.56,28.44,22.49,36.36,64.5,2.23
2014-11-17,32.66666,17.45,11.94,11.38,19.2,16.9,94.0,39.05,11.8,31.3,16.42,164.99,16.9,5.11164,9.24,15.2525,15.0,14.8,8.03,14.665,9.29,18.79,22.0,37.0,28.95,22.0,36.36,65.5,2.2
2014-11-18,32.66666,17.34,12.0,11.4,19.29,17.67,94.05,39.05,11.6,31.3,16.56,164.99,17.0,5.19844,9.18,15.25,14.89,15.28,8.02,14.68,9.22,18.86,21.89,36.3,29.39,21.7,36.55,65.8,2.29
2014-11-19,32.61805,17.5,11.92,11.38,20.16,17.51,95.0,39.0,11.34,31.29,17.2,164.99,17.05,5.15022,9.18,15.25,14.9,15.35,8.02,14.8,9.13,18.85,21.75,35.0,29.15,21.5,36.55,65.75,2.3
2014-11-20,32.61805,17.49,11.76,11.71,20.15,17.51,95.0,39.09,11.44,31.3,17.2,164.99,16.99,5.15022,9.48,15.35,14.89,15.0,8.45,14.785,8.92,18.84,22.0,35.16,28.3,21.46,36.0,65.75,2.28
2014-11-21,32.61805,17.5,11.83,11.71,20.65,17.5,98.0,39.09,11.87,31.4,16.95,165.0,17.02,5.30453,9.3,15.5925,14.89,14.925,8.7,14.795,9.04,18.64,22.71,34.83,28.67,21.13,36.2,65.8,2.33
2014-11-24,32.61805,17.41,11.95,12.19,20.8,17.5,97.0,38.93,12.15,31.39,17.99,164.0,16.87,5.19844,9.42,15.6,15.0,15.32,8.55,14.9,9.05,19.26,22.3,34.8,28.67,21.0,36.1,66.0,2.29
2014-11-25,32.56944,17.41,11.7,12.15,20.79,17.6,97.0,38.6,12.2,31.1,18.04,164.0,17.0,5.16951,9.3,15.5,14.99,15.705,8.55,15.0,9.14,19.35,22.25,35.56,28.8,21.0,36.2,66.2,2.25
2014-11-26,32.57916,17.3,11.52,12.19,21.2,17.55,97.0,37.5,12.08,30.25,18.12,163.99,16.81,5.16951,9.3,15.6925,14.99,15.855,8.7,15.1,9.04,19.01,22.25,35.09,28.81,21.49,36.2,66.3,2.33
2014-11-27,32.57916,17.4,11.91,12.34,21.2,17.54,97.01,39.2,12.15,30.26,18.42,161.0,16.8,5.16951,9.6,15.65,14.85,15.86,8.95,15.2,9.08,18.81,22.39,34.8,28.76,21.59,36.1,68.75,2.3
2014-11-28,32.57916,17.5,11.96,12.25,21.14,17.54,97.99,38.75,12.06,30.27,18.42,162.0,16.7,5.11164,9.54,15.65,14.85,15.65,8.89,15.2,9.05,18.88,22.98,34.82,28.75,21.4,36.1,69.48,2.26
2014-12-01,32.56944,17.56,11.65,12.2,21.14,17.1,99.9,38.6,11.91,30.8,18.64,159.0,16.75,5.24666,9.54,15.8125,14.85,15.7,8.95,15.16,9.02,18.85,22.75,35.75,28.86,21.27,36.0,68.65,2.22
2014-12-02,32.57916,17.74,11.6,12.33,21.2,17.3,99.9,38.41,12.18,30.05,18.68,160.0,16.5,5.30453,9.48,15.75,14.85,15.465,8.75,15.095,9.0,19.0,22.3,35.01,28.72,21.44,36.1,68.75,2.23
2014-12-03,32.57916,17.74,11.58,12.32,21.05,17.2,99.89,38.9,11.95,30.05,18.82,160.0,16.61,5.29489,9.54,15.84,14.85,15.56,8.87,15.096,8.98,18.9,22.52,34.41,28.73,21.44,36.2,68.85,2.22
2014-12-04,32.57916,17.77,12.55,12.21,21.05,17.25,99.89,38.75,12.6,30.05,18.82,159.79,16.67,5.25631,9.6,15.795,14.85,15.72,8.85,15.125,9.1,18.9,22.52,34.6,28.4,21.45,36.3,67.5,2.27
2014-12-05,32.57916,17.55,12.6,12.14,20.68,17.26,99.79,39.68,12.99,29.47,18.78,159.79,17.29,5.39133,10.08,15.75,14.85,16.095,8.9,15.165,9.34,18.93,21.75,34.92,28.4,21.2,36.41,68.5,2.24
2014-12-08,32.57916,17.6,12.98,12.18,21.1,16.5,100.0,40.6,13.0,30.0,18.6,162.0,17.21,5.42991,9.78,15.7475,14.85,16.05,8.86,15.17,9.39,18.96,21.5,34.7,28.36,21.1,36.4,68.0,2.19
2014-12-09,32.57916,17.5,12.65,12.11,21.0,17.19,100.0,40.5,12.71,29.0,18.25,160.0,16.65,5.64209,9.72,15.75,15.0,15.55,8.85,15.305,9.5,18.9,21.4,34.8,28.2,20.9,36.25,67.5,2.21
2014-12-10,32.57916,17.4,12.75,12.29,21.0,17.18,100.0,40.48,12.89,29.01,17.8,157.03,16.6,5.69031,9.72,15.75,14.8,15.545,8.88,15.4,9.44,18.95,21.4,34.33,28.2,21.15,36.25,67.9,2.23
2014-12-11,32.57916,17.4,12.55,12.3,20.7,16.9,99.0,40.2,12.66,29.01,17.0,157.04,16.63,5.52636,9.6,15.625,14.81,15.095,8.86,15.4,9.37,18.9,21.45,34.9,27.72,21.4,36.41,68.85,2.28
2014-12-12,32.57916,17.7,12.15,12.3,20.9,15.5,100.0,40.18,12.44,29.02,17.0,157.03,16.38,5.69031,9.6,15.325,14.81,14.94,8.9,15.36,9.34,19.33,21.79,34.3,27.1,21.6,36.25,68.2,2.26
2014-12-15,32.57916,17.5,12.1,12.09,20.9,15.75,101.5,39.92,12.25,29.02,16.85,160.0,16.18,5.84463,9.66,15.675,14.81,15.0,8.93,15.32,9.3,19.11,21.75,34.5,27.1,21.4,36.2,68.2,2.17
2014-12-16,32.56944,17.49,12.0,12.0,20.32,15.8,99.0,39.1,12.54,28.6,16.65,159.99,15.9,5.78676,9.48,15.9175,14.82,14.815,8.9,15.03,9.3,19.0,21.69,34.14,26.6,21.55,36.05,68.0,2.2
2014-12-17,32.47221,17.5,12.2,12.0,21.0,16.15,100.0,39.0,12.43,28.6,16.65,153.0,15.88,5.78676,9.66,15.875,14.82,14.815,9.38,14.87,9.3,19.0,21.5,34.1,26.8,21.5,36.05,67.96,2.19
2014-12-18,32.48194,17.6,12.24,12.31,21.3,15.9,100.0,40.2,12.38,28.6,16.68,156.0,16.48,5.77712,9.72,15.75,14.8,15.5,9.37,15.335,9.35,19.61,22.0,34.1,27.2,21.99,36.05,67.9,2.14
2014-12-19,32.48194,17.6,12.49,12.09,22.0,17.15,100.0,40.5,12.16,28.6,16.68,156.0,16.2,5.69031,9.6,15.75,14.81,15.355,9.11,15.375,9.3,19.84,22.75,34.15,27.11,22.0,36.3,67.41,2.14
2014-12-22,32.47221,17.6,12.44,11.97,22.5,17.0,110.0,40.6,12.13,28.6,16.74,156.0,16.39,5.58422,9.54,15.8025,14.9,15.345,9.29,15.45,9.6,19.82,22.9,34.9,27.0,21.72,36.19,67.5,2.2
2014-12-23,32.48194,18.16,12.46,11.98,22.48,16.51,110.0,40.7,12.49,29.1,16.74,160.0,16.32,5.68067,9.42,15.8375,14.91,15.345,9.21,15.5,10.1,20.04,22.95,34.76,27.85,21.7,36.16,67.49,2.26
2014-12-24,32.48194,18.25,12.35,12.1,22.21,16.51,109.99,41.98,12.5,30.0,16.74,165.0,16.03,5.73854,9.42,15.7875,14.91,15.35,9.26,15.514,9.93,20.07,22.98,34.36,27.85,21.64,35.71,67.0,2.25
2014-12-29,32.48194,18.0,12.33,12.2,22.41,16.55,109.0,41.85,12.64,30.0,16.74,158.3,16.06,5.96036,9.36,15.875,14.9,15.35,9.3,15.55,10.0,19.8,22.89,34.02,27.85,21.8,35.9,66.7,2.24
2014-12-30,32.48194,18.0,12.35,12.06,22.41,16.85,105.0,41.75,12.6,30.0,16.74,156.5,16.11,5.7096,9.6,15.875,15.0,15.35,9.15,15.673,10.1,20.0,23.0,34.31,27.87,22.0,35.96,66.1,2.29
2014-12-31,32.48194,17.85,12.2,11.98,22.49,16.84,106.01,41.0,12.51,30.0,16.74,160.0,16.06,5.7964,9.72,15.875,14.9,15.55,9.14,15.678,10.17,20.41,23.0,34.1,27.87,22.25,35.9,66.14,2.35
2015-01-02,32.48194,17.9,12.47,11.91,22.8,16.44,106.0,41.0,12.4,30.0,16.74,156.0,16.18,5.96036,10.32,15.8225,14.91,15.655,9.2,15.72,10.17,20.75,23.0,34.79,28.09,22.25,35.9,65.49,2.38
2015-01-05,32.48194,17.89,12.36,11.9,22.49,16.42,104.0,41.4,12.7,30.0,16.75,153.0,16.8,5.89285,9.9,15.825,14.91,15.595,9.07,15.72,9.98,21.2,22.74,34.7,27.75,22.44,35.54,65.0,2.37
2015-01-06,32.48194,17.45,12.19,11.77,22.35,17.0,104.0,41.7,12.65,30.0,16.76,156.0,16.78,5.92178,9.72,15.7125,14.91,15.35,9.05,15.71,10.06,21.0,22.7,34.72,27.64,22.6,34.67,64.7,2.38
2015-01-07,32.48194,17.29,12.35,11.9,22.3,16.8,107.0,41.8,12.7,29.99,16.76,154.61,17.28,5.97965,9.9,15.9325,14.92,15.47,9.05,15.725,10.12,21.1,22.7,34.85,27.64,22.6,34.67,62.3,2.43
2015-01-08,32.48194,17.5,12.4,11.99,22.42,17.0,105.99,41.41,12.63,29.3,16.77,158.0,17.28,5.97965,9.84,16.0,14.93,15.53,9.24,16.25,10.12,21.5,22.85,35.0,27.3,23.48,34.67,62.5,2.45
2015-01-09,32.32638,17.32,12.49,11.85,22.42,17.1,106.0,41.42,12.73,29.3,17.15,153.51,17.42,5.99894,9.78,16.0,14.93,15.53,9.16,16.24,10.02,21.16,23.0,34.0,27.0,23.0,33.87,63.5,2.4
2015-01-12,32.3361,17.32,12.38,11.8,22.31,17.09,102.0,42.5,12.61,29.3,17.4,153.51,17.72,6.26899,9.9,16.0,14.93,15.45,9.2,16.245,10.29,20.7,22.75,33.7,27.1,23.45,33.87,63.5,2.37
2015-01-13,32.3361,17.12,12.7,11.8,23.0,16.99,104.38,42.5,12.66,29.2,17.5,153.51,17.63,6.36544,9.84,16.1225,14.93,15.5,9.2,16.2,10.43,20.46,22.4,32.28,27.5,23.0,33.96,64.0,2.35
2015-01-14,32.3361,17.25,12.9,11.62,22.96,16.6,110.0,42.6,12.35,29.2,17.5,153.55,17.5,6.46188,9.84,16.025,14.93,15.4,9.2,16.2,10.55,20.0,22.69,31.97,27.5,23.0,34.05,64.0,2.44
2015-01-15,32.3361,17.2,12.94,11.61,22.01,16.41,108.99,42.76,12.37,29.25,17.45,156.0,17.5,6.57762,9.9,16.25,14.93,15.16,9.21,16.191,10.39,20.13,22.5,31.97,27.0,22.5,34.05,64.75,2.44
2015-01-16,32.32638,17.5,12.9,11.49,21.95,16.8,109.0,42.5,11.92,29.25,17.45,160.0,17.5,6.82838,9.96,16.0,14.9,15.07,9.2,16.25,10.5,20.02,22.4,31.75,27.0,22.3,33.92,63.9,2.44
2015-01-19,32.3361,17.65,12.78,11.46,21.2,16.3,110.0,41.72,12.05,29.25,17.45,159.0,17.32,6.98269,9.9,16.0275,14.9,14.4,9.25,16.225,10.5,20.18,22.11,33.15,26.8,22.6,34.3,64.0,2.41
2015-01-20,32.3361,17.8,12.8,11.59,22.0,16.32,110.0,41.4,12.16,29.31,17.3,159.01,17.42,6.99233,9.96,16.22,14.9,14.6,9.2,16.215,10.41,20.45,22.11,32.4,26.0,22.45,34.9,65.6,2.4
2015-01-21,32.3361,17.45,12.87,11.55,21.55,16.28,110.0,41.68,12.18,29.31,17.25,159.01,18.5,6.8766,10.02,16.35,14.92,14.5,9.14,16.19,10.38,20.05,21.9,32.27,25.8,22.3,34.09,66.96,2.37
2015-01-22,32.76388,17.45,13.0,11.58,21.25,17.0,110.0,41.5,12.02,29.6,17.25,159.01,18.97,7.10807,10.02,16.375,15.0,14.705,9.4,16.191,10.5,19.94,22.24,32.35,25.8,22.02,34.35,67.0,2.39
2015-01-23,32.76388,17.35,12.84,11.68,21.4,16.8,109.99,41.29,12.13,29.3,17.25,158.0,18.72,7.53243,10.14,16.375,15.0,14.81,10.2,16.131,10.37,19.65,22.35,31.82,26.11,22.3,34.47,67.5,2.4
2015-01-26,33.05555,17.32,12.9,11.98,21.21,16.8,110.0,41.4,13.37,29.39,17.25,162.0,18.97,8.05324,10.08,16.69,14.99,15.17,10.45,16.105,10.29,19.92,22.22,32.18,26.0,22.8,34.73,68.5,2.42
2015-01-27,33.05555,17.3,12.95,12.09,22.21,17.0,109.99,41.5,12.89,29.38,17.25,160.0,18.4,7.42634,9.9,16.6875,14.99,15.145,10.25,16.063,10.5,19.61,22.22,31.92,25.9,23.33,34.83,68.0,2.46
2015-01-28,34.02777,17.25,13.54,12.2,22.57,17.0,110.0,40.46,13.41,29.05,17.25,159.99,18.2,7.45528,9.9,16.6275,14.9,15.3,10.42,15.84,10.53,19.99,22.1,32.2,25.87,24.25,34.5,67.9,2.57
2015-01-29,33.05555,17.2,13.35,13.1,22.57,17.25,110.0,40.5,13.5,29.05,17.23,163.45,18.35,7.4167,9.9,16.6225,14.91,15.45,10.2,15.839,10.66,20.07,22.0,33.0,25.8,24.0,34.62,67.55,2.56
2015-01-30,33.06527,17.4,12.97,13.54,22.35,17.25,110.0,40.0,13.27,28.6,17.2,164.0,18.65,7.61923,9.9,16.4625,14.91,15.45,9.95,15.805,11.0,19.97,21.7,32.9,25.89,24.1,34.97,69.9,2.54
2015-02-02,33.16249,17.44,13.04,13.58,22.0,17.01,107.0,39.99,13.37,28.6,17.19,164.0,18.75,7.65781,10.02,16.6125,14.91,15.5,9.81,15.805,11.2,19.8,21.55,34.49,25.45,23.65,35.21,70.0,2.56
2015-02-03,33.16249,17.44,13.0,13.74,21.7,17.9,106.0,40.0,13.97,28.6,17.19,170.5,18.72,7.80248,9.96,16.59,14.91,15.55,10.0,15.805,11.2,20.23,21.09,35.0,25.48,23.36,35.95,70.8,2.51
2015-02-04,33.16249,17.5,12.9,13.94,21.56,19.99,106.01,40.48,14.37,28.9,17.18,174.99,18.79,7.86035,10.08,16.5325,14.92,15.54,9.99,15.95,11.2,20.27,21.0,34.4,25.41,22.5,36.0,69.52,2.57
2015-02-05,33.15277,17.8,12.81,14.48,21.7,19.0,112.0,40.6,14.15,28.9,17.18,174.0,18.7,7.74461,10.2,16.675,14.92,15.63,10.1,15.95,11.07,20.45,20.85,34.5,25.45,22.2,36.3,69.99,2.58
2015-02-06,33.16249,18.19,12.72,14.8,21.7,18.6,112.0,40.87,13.95,28.9,17.15,172.0,18.74,7.8507,10.26,17.15,14.92,15.705,10.2,15.885,11.11,20.4,21.47,34.45,26.15,22.05,37.08,70.0,2.58
2015-02-09,33.16249,18.2,12.99,14.88,21.49,19.01,112.0,40.88,14.12,29.2,16.94,170.0,18.67,7.57101,10.14,17.225,14.92,15.58,10.1,15.806,10.99,20.24,21.1,35.0,27.93,22.25,37.6,69.8,2.53
2015-02-10,33.16249,18.2,13.27,14.45,21.49,19.5,111.99,40.8,14.05,28.8,16.75,170.01,18.45,6.75122,10.32,17.48,14.95,16.0,10.16,15.801,11.1,20.33,21.02,35.0,29.97,22.27,37.7,69.54,2.53
2015-02-11,33.2111,17.91,12.97,14.26,21.8,20.5,112.0,40.99,13.4,28.81,16.72,170.0,18.32,6.51975,10.2,18.25,14.95,16.15,10.21,15.79,11.33,20.3,21.5,34.19,28.9,22.55,37.28,70.0,2.54
2015-02-12,33.20138,17.91,12.93,14.66,21.73,20.0,115.0,40.8,13.3,28.81,16.63,173.0,18.3,6.47153,10.2,18.265,14.95,16.68,10.8,15.8,11.49,20.38,21.36,34.52,30.55,23.5,37.47,70.2,2.55
2015-02-13,33.2111,17.99,12.8,14.79,21.9,19.98,120.0,41.19,13.31,28.82,16.62,173.0,18.35,6.80909,10.26,18.2675,14.95,17.0,11.4,15.78,11.22,20.26,21.73,36.0,30.89,24.0,38.85,70.0,2.59
2015-02-16,33.15277,17.85,12.75,14.93,22.5,20.0,117.11,42.1,13.6,28.9,16.61,173.0,18.14,6.65477,10.2,18.255,15.0,17.22,10.99,15.785,11.52,20.44,22.05,37.68,30.59,24.0,39.16,69.9,2.54
2015-02-17,33.05555,17.8,12.8,14.8,22.94,19.39,117.11,42.81,13.62,29.0,16.62,169.62,18.3,6.63548,10.26,18.255,15.0,17.4,11.19,15.83,11.56,20.42,22.24,36.89,30.36,24.15,39.61,69.9,2.57
2015-02-18,33.06527,17.9,12.8,14.54,22.85,19.5,117.13,43.0,13.66,29.0,16.62,169.0,18.28,6.47153,10.26,18.1125,15.0,16.84,11.05,15.832,11.38,20.55,22.5,36.58,30.34,24.15,39.5,69.9,2.59
2015-02-19,33.06527,18.1,13.0,14.35,23.0,19.89,117.0,43.79,14.04,29.0,16.62,169.01,18.19,6.41366,10.38,18.1125,15.0,16.06,11.64,15.913,11.27,20.38,22.6,36.02,30.0,24.45,39.24,70.0,2.56
2015-02-20,33.07499,18.1,13.0,14.6,22.9,20.0,117.01,43.88,13.95,29.0,16.59,173.0,18.36,6.38473,10.32,18.475,15.0,16.36,11.4,15.963,11.34,20.25,23.0,35.45,30.0,25.33,39.14,70.0,2.58
2015-02-23,33.07499,18.05,13.06,14.8,23.05,19.9,116.0,43.94,14.06,29.9,16.6,174.0,18.1,6.35579,10.44,18.5225,14.9,16.48,11.8,16.06,11.42,20.09,24.0,36.45,30.14,25.5,39.15,70.0,2.6
2015-02-24,33.05555,18.2,13.19,14.8,23.07,20.0,116.0,44.0,13.89,29.0,16.6,170.0,18.25,6.1629,10.56,18.6125,14.8,16.475,11.8,16.19,11.45,20.0,24.15,36.67,30.14,25.14,38.6,69.86,2.56
2015-02-25,33.07499,18.07,13.45,14.8,23.13,20.0,115.02,44.01,13.79,29.0,16.61,175.0,17.98,5.97965,10.68,18.525,14.81,16.39,12.1,16.699,11.37,20.15,24.15,37.31,30.12,25.75,38.85,69.8,2.53
2015-02-26,33.05555,18.2,13.45,15.03,23.0,19.9,115.0,44.3,13.7,29.0,16.63,174.99,17.9,6.06645,10.74,18.5,14.81,16.545,12.37,16.65,11.35,20.37,24.19,38.4,30.24,26.04,38.65,69.8,2.53
2015-02-27,33.10416,18.19,13.5,15.9,23.0,20.05,112.0,44.63,13.91,29.0,16.65,165.0,17.9,6.18219,10.8,18.5,14.81,16.68,12.3,16.62,11.41,20.3,24.15,38.36,30.45,25.74,38.55,69.65,2.53
2015-03-02,33.10416,18.0,13.75,16.71,23.0,19.8,110.12,44.68,14.06,28.82,16.66,165.03,18.3,6.29792,10.8,18.2575,14.81,16.85,11.98,16.58,11.32,20.23,24.25,38.4,30.4,25.6,38.5,69.52,2.53
2015-03-03,33.05555,18.01,13.55,17.1,23.0,19.8,114.89,44.7,13.82,29.05,16.64,170.0,18.42,6.22077,11.16,18.5,14.6,16.795,11.9,16.59,11.32,20.21,23.95,38.56,30.65,24.4,38.5,69.52,2.57
2015-03-04,33.05555,17.8,13.8,17.07,23.0,20.0,118.0,45.89,13.81,29.05,16.64,171.0,18.5,6.15325,11.1,18.5,14.61,16.9,11.75,16.589,11.32,19.91,23.95,38.28,31.19,24.38,38.5,70.0,2.55
2015-03-05,33.06527,17.85,13.9,17.65,23.0,20.0,118.0,46.3,13.82,29.05,17.0,175.0,18.38,6.15325,11.16,18.5,14.7,17.36,11.8,16.501,11.45,19.65,23.94,39.05,32.4,24.18,38.5,70.2,2.53
2015-03-06,33.07499,18.4,14.35,17.72,22.95,19.8,115.0,46.47,14.44,29.69,17.28,172.0,18.35,6.1629,11.16,18.5,14.7,17.35,11.8,16.533,11.41,19.8,23.7,38.8,32.09,24.14,38.54,70.8,2.52
2015-03-09,33.08471,19.0,14.85,18.3,22.76,19.99,112.0,45.39,14.7,28.55,17.28,166.01,18.35,6.21112,11.34,18.5,14.5,17.25,12.04,16.5,11.37,21.5,24.0,38.83,32.0,23.99,39.99,71.23,2.52
2015-03-10,33.08471,19.0,14.9,20.75,22.89,20.0,112.0,44.7,14.33,28.55,17.2,166.02,18.85,6.17254,11.22,18.5875,14.51,16.96,12.69,16.499,11.29,21.63,24.0,39.62,31.7,23.69,40.3,71.5,2.52
