,FR0000051732,FR0000120073,FR0000120172,FR0000120271,FR0000120404,FR0000120503,FR0000120578,FR0000120644,FR0000120693,FR0000121014,FR0000121147,FR0000121261,FR0000121329,FR0000121501,FR0000121972,FR0000125007,FR0000125338,FR0000125486,FR0000125585,FR0000127771,FR0000130577,FR0000133308,FR0004035913,FR0010208488,FR0010220475,FR0010242511,FR0010533075,FR0010613471,FR0012942647,FR0013176526,FR0013181864
2016-12-30,0.01547420290373401,0.017215590233491805,0.00933688429389805,0.18135950353919722,0.022243211173910687,0.014479872255305715,0.1414579410593186,0.02590064736506794,0.023248170541456965,0.06066851521939296,0.01190135877812815,0.04434495324233686,0.020213793514008187,0.020669922005871724,0.030295995385450178,0.05293141716421303,0.03476476231185081,0.05433806098212187,0.011955223441861283,0.024780247219899118,0.03791545549170706,0.053703540425719516,0.014099764531764746,0.0005907233092470391,0.021251112634135726,0.005183793333795739,0.005983867933293139,0.008910433142303671,0.00486220422053012,0.028009533915921418,0.0019092984310666585
