,GLE.PA prices,BNP.PA prices,ACA.PA prices,CC.PA prices,KN.PA prices,VEURX prices
2011-03-02,48.529999,54.330002,12.15,156.979996,,27.809998999999998
2011-03-03,48.794998,54.169998,12.115,154.509995,,28.120001000000002
2011-03-04,47.514998999999996,53.209998999999996,11.99,154.550003,,27.969998999999998
2011-03-07,46.549999,52.23,11.78,150.5,,27.780001000000002
2011-03-08,47.25,53.200001,11.99,151.0,,27.74
2011-03-09,46.380001,52.700001,11.69,150.720001,,27.76
2011-03-10,45.974998,52.599998,11.665,149.5,,27.110001
2011-03-11,46.75,53.139998999999996,11.66,150.990005,,27.209999
2011-03-14,47.455002,53.07,12.05,150.0,,27.16
2011-03-15,45.799999,51.959998999999996,11.615,148.08999599999999,,26.41
2011-03-16,44.599998,50.34,11.285,147.5,,25.790001
2011-03-17,45.445,51.75,11.28,147.5,,26.540001
2011-03-18,46.435001,52.0,11.22,147.5,,26.82
2011-03-21,48.125,53.18,11.58,147.5,,27.450001
2011-03-22,48.355,52.57,11.8,147.0,,27.379998999999998
2011-03-23,47.985001000000004,52.560001,11.815,147.0,,27.370001000000002
2011-03-24,48.380001,53.389998999999996,11.935,147.0,,27.73
2011-03-25,48.349998,53.09,12.175,147.990005,,27.559998999999998
2011-03-28,48.349998,53.259997999999996,12.175,147.990005,,27.59
2011-03-29,48.325001,53.099998,12.08,149.949997,,27.719998999999998
2011-03-30,47.48,53.299999,12.01,149.0,,27.950001
2011-03-31,45.849998,51.610001000000004,11.58,147.399994,,27.780001000000002
2011-04-01,47.110001000000004,53.439999,11.975,148.949997,,28.24
2011-04-04,45.805,52.740002000000004,11.715,148.0,,28.309998999999998
2011-04-05,45.32,52.470001,11.59,146.559998,,28.34
2011-04-06,46.57,53.389998999999996,11.61,146.399994,,28.719998999999998
2011-04-07,47.005001,54.34,11.82,147.0,,28.58
2011-04-08,47.849998,54.700001,11.86,147.0,,28.91
2011-04-11,47.220001,54.110001000000004,11.78,147.800003,,28.76
2011-04-12,46.455002,53.389998999999996,11.7,147.0,,28.450001
2011-04-13,46.639998999999996,53.470001,11.745,148.009995,,28.57
2011-04-14,45.634997999999996,52.639998999999996,11.47,149.479996,,28.57
2011-04-15,45.224998,52.099998,11.255,149.479996,,28.5
2011-04-18,43.470001,50.630001,10.705,148.009995,,27.74
2011-04-19,43.709998999999996,50.130001,10.65,146.520004,,28.030001000000002
2011-04-20,43.695,50.540001000000004,10.81,146.550003,,28.85
2011-04-21,43.490002000000004,51.419998,10.835,148.020004,,29.049999
2011-04-25,,,,,,29.07
2011-04-26,43.5,51.720001,10.815,149.5,,29.370001000000002
2011-04-27,43.790001000000004,52.16,11.045,149.490005,,29.889999
2011-04-28,44.98,53.029999,11.315,150.009995,,29.940001000000002
2011-04-29,45.16,53.43,11.24,153.970001,,30.059998999999998
2011-05-02,45.395,53.389998999999996,11.265,152.0,,30.030001000000002
2011-05-03,45.57,53.450001,11.12,153.899994,,29.83
2011-05-04,45.52,54.049999,11.02,153.059998,,29.52
2011-05-05,43.255001,53.98,10.8,153.0,,28.799999
2011-05-06,43.32,54.43,11.035,153.009995,,28.84
2011-05-09,42.185001,52.939999,10.75,151.5,,28.870001000000002
2011-05-10,43.080002,54.130001,11.07,151.5,,29.17
2011-05-11,42.98,54.619999,11.015,151.600006,,28.780001000000002
2011-05-12,42.150002,54.139998999999996,11.08,151.600006,,28.799999
2011-05-13,42.200001,53.619999,11.07,151.600006,,28.370001000000002
2011-05-16,41.93,53.080002,10.93,152.990005,,28.370001000000002
2011-05-17,41.755001,52.830002,10.76,152.490005,,28.35
2011-05-18,41.924999,53.400002,10.81,153.0,,28.49
2011-05-19,42.185001,54.34,10.88,153.490005,,28.82
2011-05-20,41.990002000000004,52.32,10.85,156.5,,28.43
2011-05-23,41.310001,51.369999,10.53,156.5,,27.74
2011-05-24,41.224998,51.32,10.5,149.53999299999998,,27.9
2011-05-25,42.105,52.470001,10.74,148.440002,,28.09
2011-05-26,41.740002000000004,52.299999,10.25,148.0,,28.27
2011-05-27,42.310001,53.5,10.6,148.5,,28.629998999999998
2011-05-30,41.994999,53.209998999999996,10.435,148.889999,,
2011-05-31,41.240002000000004,54.220001,10.62,148.0,,29.15
2011-06-01,40.525002,53.799999,10.53,148.0,,28.540001
2011-06-02,40.200001,52.41,10.355,148.699997,,28.610001
2011-06-03,40.985001000000004,53.549999,10.58,148.699997,,28.719998999999998
2011-06-06,40.09,52.5,10.285,148.690002,,28.43
2011-06-07,40.349998,52.639998999999996,10.33,152.0,,28.65
2011-06-08,39.790001000000004,52.209998999999996,10.23,151.899994,,28.23
2011-06-09,39.84,52.349998,10.195,151.940002,,28.389999
2011-06-10,39.049999,51.610001000000004,10.065,151.5,,27.67
2011-06-13,39.009997999999996,51.41,10.01,151.190002,,27.889999
2011-06-14,39.790001000000004,52.610001000000004,10.155,151.110001,,28.190001000000002
2011-06-15,38.775002,51.299999,9.903,150.0,,27.27
2011-06-16,38.134997999999996,51.110001000000004,9.867,149.0,,27.209999
2011-06-17,39.09,52.200001,10.1,147.699997,,27.52
2011-06-20,38.764998999999996,51.75,10.0,147.990005,,27.4
2011-06-21,40.174999,53.080002,10.325,145.5,,28.030001000000002
2011-06-22,39.875,53.34,10.255,145.0,,27.690001000000002
2011-06-23,38.459998999999996,51.279999,9.87,145.800003,,27.309998999999998
2011-06-24,37.775002,50.189999,9.669,145.0,,26.940001000000002
2011-06-27,37.669998,50.16,9.638,145.5,,27.23
2011-06-28,38.810001,51.130001,9.981,145.0,,27.549999
2011-06-29,39.82,52.0,10.165,146.009995,,28.1
2011-06-30,40.919998,53.23,10.37,147.479996,,28.549999
2011-07-01,42.439999,54.540001000000004,10.795,148.0,,28.860001
2011-07-04,41.869999,53.950001,10.65,150.0,,
2011-07-05,41.150002,53.25,10.345,150.0,,28.709999
2011-07-06,40.264998999999996,52.5,9.84,147.509995,,28.4
2011-07-07,40.09,51.82,9.871,148.5,,28.620001000000002
2011-07-08,38.525002,49.82,9.472,147.0,,28.27
2011-07-11,36.330002,46.455002,8.746,146.0,,27.27
2011-07-12,36.134997999999996,46.945,8.903,143.0,,27.02
2011-07-13,35.985001000000004,46.509997999999996,8.961,146.990005,,27.469998999999998
2011-07-14,35.514998999999996,46.049999,8.746,149.0,,27.280001000000002
2011-07-15,34.700001,45.279999,8.478,147.0,,27.33
2011-07-18,32.799999,43.630001,8.175,145.0,,26.790001
2011-07-19,34.240002000000004,44.900002,8.429,144.0,,27.15
2011-07-20,36.0,46.955002,8.818,145.0,,27.52
2011-07-21,38.23,48.919998,9.305,149.0,,28.17
2011-07-22,38.075001,48.814999,9.435,148.990005,,28.27
2011-07-25,36.27,46.700001,8.914,147.71000700000002,,28.129998999999998
2011-07-26,36.029999,46.595001,8.881,147.5,,28.32
2011-07-27,35.084998999999996,45.834998999999996,8.7,145.5,,27.620001000000002
2011-07-28,35.605,46.395,8.826,147.0,,27.5
2011-07-29,34.735001000000004,45.465,8.618,146.979996,,27.49
2011-08-01,33.305,43.674999,8.281,147.429993,,27.040001
2011-08-02,32.505001,42.599998,7.995,144.5,,26.26
2011-08-03,29.59,41.805,7.47,142.0,,26.290001
2011-08-04,27.700001,40.615002000000004,7.142,141.0,,24.629998999999998
2011-08-05,27.434998999999998,40.615002000000004,7.159,138.0,,24.85
2011-08-08,25.125,39.310001,6.755,130.0,,23.08
2011-08-09,26.014999,39.334998999999996,6.886,125.0,,24.389999
2011-08-10,22.18,35.610001000000004,6.073,122.0,,22.91
2011-08-11,23.0,35.720001,6.385,122.800003,,23.879998999999998
2011-08-12,24.299999,37.224998,6.519,124.0,,24.48
2011-08-15,24.799999,37.525002,6.735,129.0,,25.02
2011-08-16,25.275,37.5,6.781,128.0,,24.76
2011-08-17,24.639999,36.689999,6.718,128.0,,24.93
2011-08-18,21.6,34.209998999999996,6.228,122.5,,23.57
2011-08-19,20.870001000000002,32.75,6.122,123.5,,23.16
2011-08-22,21.065001000000002,32.720001,6.022,122.0,,23.42
2011-08-23,21.0,32.974998,6.058,121.010002,,23.950001
2011-08-24,21.395,33.445,6.212,123.0,,24.139999
2011-08-25,21.950001,34.360001000000004,6.511,123.400002,,23.639999
2011-08-26,21.33,33.560001,6.419,123.089996,,23.790001
2011-08-29,22.200001,34.445,6.635,122.989998,,24.280001000000002
2011-08-30,21.950001,34.224998,6.545,122.550003,,24.219998999999998
2011-08-31,23.360001,35.869999,6.821,123.0,,24.719998999999998
2011-09-01,23.6,35.685001,6.582,121.900002,,24.58
2011-09-02,22.565001000000002,34.014998999999996,6.186,122.0,,23.91
2011-09-05,20.200001,30.75,5.845,120.0,,
2011-09-06,18.815001000000002,29.66,5.569,119.0,,22.709999
2011-09-07,19.09,31.33,5.716,118.889999,,23.530001000000002
2011-09-08,19.495001000000002,32.185001,5.98,117.5,,23.120001000000002
2011-09-09,17.41,29.799999,5.403,116.690002,,22.25
2011-09-12,15.57,25.5,4.801,110.449997,,21.879998999999998
2011-09-13,17.41,27.15,5.13,109.989998,,22.09
2011-09-14,17.195,26.275,5.118,109.989998,,22.52
2011-09-15,18.575001,30.809998999999998,5.591,108.5,,23.16
2011-09-16,18.315001000000002,28.195,4.917,108.889999,,23.120001000000002
2011-09-19,17.690001000000002,26.65,4.883,107.5,,22.459999
2011-09-20,17.145,24.915001,4.78,105.970001,,22.65
2011-09-21,16.924999,24.455,4.666,105.5,,22.01
2011-09-22,15.305,23.059998999999998,4.223,101.300003,,21.059998999999998
2011-09-23,16.645,25.315001000000002,4.425,100.0,,21.280001000000002
2011-09-26,17.549999,26.325001,4.587,101.290001,,21.77
2011-09-27,20.5,30.049999,5.188,110.0,,22.57
2011-09-28,19.92,29.655001000000002,5.175,107.900002,,22.15
2011-09-29,21.08,31.139999,5.401,108.0,,22.58
2011-09-30,20.0,30.049999,5.23,108.0,,21.879998999999998
2011-10-03,18.969998999999998,28.655001000000002,5.029,106.0,,21.190001000000002
2011-10-04,18.040001,27.18,4.702,106.0,,21.389999
2011-10-05,19.6,29.49,5.167,106.0,,21.969998999999998
2011-10-06,20.690001000000002,32.025002,5.439,108.0,,22.65
2011-10-07,20.51,31.549999,5.36,110.0,,22.530001000000002
2011-10-10,20.754998999999998,32.485001000000004,5.38,110.010002,,23.52
2011-10-11,21.85,33.445,5.44,108.099998,,23.4
2011-10-12,23.155001000000002,35.349998,5.6,109.0,,23.91
2011-10-13,21.605,33.345001,5.282,108.0,,23.84
2011-10-14,20.834999,32.25,5.197,108.0,,24.23
2011-10-17,20.25,31.049999,5.085,108.0,,23.530001000000002
2011-10-18,19.24,29.934998999999998,4.919,107.900002,,23.82
2011-10-19,19.450001,31.775,4.993,108.5,,23.530001000000002
2011-10-20,17.965,29.92,4.66,107.550003,,23.549999
2011-10-21,18.969998999999998,31.780001000000002,4.843,108.5,,24.23
2011-10-24,19.75,32.0,4.977,108.5,,24.57
2011-10-25,19.0,30.799999,4.919,109.0,,24.25
2011-10-26,18.764999,30.045,4.872,109.0,,24.540001
2011-10-27,22.995001000000002,35.130001,5.942,115.0,,25.950001
2011-10-28,23.389999,36.349998,6.16,115.0,,25.709999
2011-10-31,21.1,32.849998,5.676,113.610001,,24.48
2011-11-01,17.674999,28.559998999999998,4.965,111.110001,,23.49
2011-11-02,17.6,29.684998999999998,4.984,111.0,,23.809998999999998
2011-11-03,18.615,31.92,5.278,111.199997,,24.530001000000002
2011-11-04,17.924999,30.879998999999998,5.234,110.989998,,24.15
2011-11-07,17.495001000000002,30.77,5.104,110.0,,24.129998999999998
2011-11-08,18.764999,31.32,5.146,110.0,,24.530001000000002
2011-11-09,18.200001,30.68,5.016,109.0,,23.129998999999998
2011-11-10,18.1,30.51,4.9,109.0,,23.43
2011-11-11,18.855,32.235001000000004,4.898,109.790001,,24.15
2011-11-14,18.625,31.815001000000002,4.84,109.010002,,23.67
2011-11-15,17.655001000000002,29.98,4.63,108.010002,,23.549999
2011-11-16,17.635,29.865,4.648,109.0,,23.17
2011-11-17,16.945,28.485001,4.429,108.0,,22.85
2011-11-18,16.665001,28.065001000000002,4.375,102.0,,22.889999
2011-11-21,16.01,26.85,4.134,95.0,,22.27
2011-11-22,15.465,25.530001000000002,4.024,92.5,,22.09
2011-11-23,15.05,24.799999,3.98,92.639999,,21.459999
2011-11-24,15.505,25.620001000000002,4.026,93.099998,,
2011-11-25,15.83,25.85,4.075,96.889999,,21.32
2011-11-28,17.35,28.52,4.437,100.33000200000001,,22.32
2011-11-29,17.280001000000002,28.165001,4.387,100.0,,22.5
2011-11-30,18.08,29.469998999999998,4.754,100.0,,23.67
2011-12-01,17.5,28.875,4.572,102.0,,23.51
2011-12-02,18.905001000000002,31.6,4.8,102.0,,23.52
2011-12-05,20.145,33.154999,5.06,102.0,,23.700001
2011-12-06,20.27,33.044998,4.9,102.0,,23.75
2011-12-07,20.0,32.990002000000004,4.814,102.099998,,23.780001000000002
2011-12-08,19.1,31.110001,4.605,101.489998,,23.08
2011-12-09,19.555,32.505001,4.795,100.5,,23.59
2011-12-12,18.6,30.865,4.57,101.800003,,22.83
2011-12-13,17.719998999999998,30.084999,4.529,100.0,,22.469998999999998
2011-12-14,16.305,27.870001000000002,4.225,99.400002,,22.120001000000002
2011-12-15,16.305,27.924999,4.04,100.989998,,22.32
2011-12-16,16.545,27.745001000000002,4.043,100.989998,,22.26
2011-12-19,16.450001,28.424999,4.043,99.0,,22.129998999999998
2011-12-20,17.215,30.139999,4.324,100.0,,21.9
2011-12-21,16.629998999999998,29.245001000000002,4.232,99.0,,21.790001
2011-12-22,17.18,30.24,4.38,98.989998,,22.02
2011-12-23,17.219998999999998,30.299999,4.416,98.449997,,22.129998999999998
2011-12-27,16.860001,29.955,4.332,98.0,,22.18
2011-12-28,16.344998999999998,29.455,4.2,98.0,,21.780001000000002
2011-12-29,16.695,30.33,4.29,97.910004,,22.08
2011-12-30,17.205,30.35,4.36,100.5,,22.16
2012-01-02,17.684998999999998,31.290001,4.433,99.800003,,
2012-01-03,17.6,31.334999,4.433,99.5,,22.93
2012-01-04,17.0,30.65,4.3,99.0,,22.690001000000002
2012-01-05,16.08,29.0,4.076,98.510002,,22.280001000000002
2012-01-06,15.565,28.455,4.129,98.5,,22.07
2012-01-09,15.0,27.895,4.043,99.0,,22.120001000000002
2012-01-10,15.745,29.584999,4.117,98.5,,22.450001
2012-01-11,15.9,30.0,4.15,97.519997,,22.280001000000002
2012-01-12,16.295,31.01,4.224,97.059998,,22.459999
2012-01-13,16.34,31.790001,4.208,96.5,,22.139999
2012-01-16,16.545,32.305,4.252,96.900002,,
2012-01-17,16.860001,32.490002000000004,4.291,98.989998,,22.48
2012-01-18,17.76,32.060001,4.43,98.209999,,22.9
2012-01-19,20.094998999999998,34.700001,4.838,98.5,,23.24
2012-01-20,21.004998999999998,35.325001,4.96,101.0,,23.209999
2012-01-23,22.799999,36.049999,5.212,104.0,,23.42
2012-01-24,21.57,35.389998999999996,5.0,104.0,,23.35
2012-01-25,21.0,35.790001000000004,4.93,104.0,,23.530001000000002
2012-01-26,21.01,35.805,5.016,103.0,,23.59
2012-01-27,21.07,34.639998999999996,4.935,103.0,,23.610001
2012-01-30,19.709999,32.174999,4.61,102.199997,,23.26
2012-01-31,20.365,32.369999,4.711,101.5,,23.34
2012-02-01,21.57,33.845001,5.059,101.82,,23.85
2012-02-02,22.610001,34.099998,5.081,101.900002,,23.889999
2012-02-03,24.25,35.200001,5.322,103.0,,24.360001
2012-02-06,23.549999,34.990002000000004,5.18,102.0,,24.24
2012-02-07,23.834999,35.735001000000004,5.263,101.800003,,24.42
2012-02-08,23.844998999999998,36.150002,5.421,102.0,,24.450001
2012-02-09,25.129998999999998,36.544998,5.598,102.0,,24.51
2012-02-10,23.25,35.049999,5.327,101.0,,24.07
2012-02-13,22.74,34.325001,5.133,101.790001,,24.32
2012-02-14,21.9,33.514998999999996,4.878,101.489998,,24.120001000000002
2012-02-15,22.379998999999998,34.884997999999996,4.84,100.449997,,24.07
2012-02-16,22.555,35.855,4.882,100.0,,24.4
2012-02-17,24.025,36.880001,5.11,100.0,,24.540001
2012-02-20,24.165001,37.165001000000004,5.237,100.0,,
2012-02-21,24.299999,37.455002,5.207,100.199997,,24.65
2012-02-22,23.225,36.400002,5.011,100.0,,24.5
2012-02-23,23.0,36.299999,4.81,100.0,,24.73
2012-02-24,24.43,36.919998,4.898,101.0,,24.940001000000002
2012-02-27,23.709999,36.59,4.727,99.889999,,24.73
2012-02-28,24.18,36.615002000000004,4.702,99.900002,,24.93
2012-02-29,24.25,36.634997999999996,4.807,99.400002,,24.65
2012-03-01,25.059998999999998,37.355,4.903,99.989998,,24.940001000000002
2012-03-02,25.395,37.915001000000004,4.945,99.699997,,24.700001
2012-03-05,24.945,37.395,4.859,99.349998,,24.620001000000002
2012-03-06,23.0,35.0,4.507,97.800003,,23.73
2012-03-07,23.780001000000002,35.665001000000004,4.644,97.0,,23.99
2012-03-08,24.67,37.0,4.78,98.0,,24.629998999999998
2012-03-09,24.415001,36.945,4.734,98.25,,24.41
2012-03-12,23.99,36.575001,4.682,97.5,,24.459999
2012-03-13,24.575001,37.419998,4.914,96.589996,,24.82
2012-03-14,24.844998999999998,38.48,5.069,101.0,,24.700001
2012-03-15,24.725,38.939999,5.119,107.0,,24.92
2012-03-16,25.219998999999998,39.0,5.169,108.599998,,25.16
2012-03-19,25.075001,39.064999,5.145,108.599998,,25.27
2012-03-20,24.639999,38.330002,5.057,108.0,,25.0
2012-03-21,24.195,38.0,4.992,107.739998,,24.889999
2012-03-22,23.450001,37.049999,4.844,105.0,,24.59
2012-03-23,23.934998999999998,37.455002,4.99,104.410004,,24.77
2012-03-26,23.83,37.580002,4.928,106.0,,25.209999
2012-03-27,23.549999,37.384997999999996,4.888,106.129997,,24.92
2012-03-28,22.870001000000002,36.900002,4.75,107.75,,24.709999
2012-03-29,21.945,35.685001,4.618,106.0,,24.469998999999998
2012-03-30,21.965,35.575001,4.66,105.010002,,24.690001000000002
2012-04-02,21.93,35.700001,4.623,104.900002,,25.049999
2012-04-03,21.115,34.700001,4.476,104.5,,24.57
2012-04-04,20.375,33.189999,4.243,102.989998,,23.940001000000002
2012-04-05,20.225,32.875,4.159,101.150002,,23.780001000000002
2012-04-09,,,,,,23.790001
2012-04-10,18.969998999999998,30.995001000000002,4.028,100.5,,23.15
2012-04-11,18.969998999999998,31.254998999999998,4.088,100.959999,,23.450001
2012-04-12,18.9,32.075001,4.116,101.989998,,23.92
2012-04-13,17.805,30.4,3.907,101.0,,23.27
2012-04-16,17.094998999999998,29.0,3.719,100.120003,,23.530001000000002
2012-04-17,18.565001000000002,30.99,3.995,100.230003,,24.01
2012-04-18,17.635,30.0,3.821,100.150002,,23.809998999999998
2012-04-19,16.719998999999998,28.555,3.656,100.0,,23.67
2012-04-20,17.299999,29.605,3.739,100.5,,23.940001000000002
2012-04-23,16.625,28.4,3.572,99.900002,,23.440001000000002
2012-04-24,17.18,29.24,3.655,100.5,,23.65
2012-04-25,18.254998999999998,30.875,3.872,100.400002,,24.030001000000002
2012-04-26,17.620001000000002,30.59,3.747,100.019997,,24.120001000000002
2012-04-27,18.16,31.045,3.914,100.290001,,24.280001000000002
2012-04-30,17.860001,30.35,3.883,101.0,,24.110001
2012-05-01,,,,,,24.26
2012-05-02,18.030001000000002,30.045,3.769,99.0,,24.01
2012-05-03,17.264999,29.094998999999998,3.658,98.0,,23.889999
2012-05-04,17.295,28.99,3.645,98.0,,23.450001
2012-05-07,17.99,30.209999,3.559,98.5,,23.610001
2012-05-08,17.135,29.065001000000002,3.466,97.699997,,23.26
2012-05-09,16.75,28.375,3.344,97.25,,22.969998999999998
2012-05-10,17.504998999999998,29.045,3.496,97.010002,,23.08
2012-05-11,17.209999,28.67,3.461,98.0,,23.040001
2012-05-14,16.495001000000002,27.620001000000002,3.271,97.0,,22.52
2012-05-15,15.795,26.84,3.043,97.0,,22.18
2012-05-16,16.049999,26.530001000000002,3.109,99.0,,22.030001000000002
2012-05-17,15.465,25.48,3.0,97.5,,21.690001000000002
2012-05-18,15.82,26.23,3.011,97.0,,21.639999
2012-05-21,15.895,26.285,3.027,96.550003,,22.030001000000002
2012-05-22,16.639999,27.110001,3.17,96.5,,22.040001
2012-05-23,15.92,26.24,2.97,97.0,,21.709999
2012-05-24,16.285,26.67,3.014,96.5,,21.629998999999998
2012-05-25,16.27,26.58,2.984,96.279999,,21.639999
2012-05-28,16.15,26.295,2.953,89.110001,,
2012-05-29,16.08,26.275,2.923,91.0,,21.799999
2012-05-30,15.915,24.955,2.897,91.0,,21.200001
2012-05-31,16.059998999999998,25.725,2.892,90.0,,21.23
2012-06-01,15.965,25.91,2.882,89.5,,20.780001000000002
2012-06-04,16.525,26.785,2.933,89.5,,20.9
2012-06-05,17.190001000000002,27.42,3.021,89.0,,20.92
2012-06-06,17.715,28.58,3.13,89.0,,21.629998999999998
2012-06-07,17.725,28.995001000000002,3.155,89.989998,,21.719998999999998
2012-06-08,17.514999,28.455,3.152,89.0,,21.719998999999998
2012-06-11,16.965,27.985001,3.035,87.220001,,21.49
2012-06-12,16.805,28.08,2.95,87.339996,,21.83
2012-06-13,16.775,28.014999,3.053,87.33000200000001,,21.73
2012-06-14,16.93,28.27,3.09,85.199997,,21.879998999999998
2012-06-15,17.780001000000002,29.475,3.284,84.790001,,22.209999
2012-06-18,17.014999,28.17,3.173,85.800003,,22.049999
2012-06-19,17.475,28.93,3.28,85.0,,22.57
2012-06-20,17.975,29.620001000000002,3.4,86.0,,22.67
2012-06-21,17.74,29.209999,3.339,86.5,,22.129998999999998
2012-06-22,17.795,29.4,3.351,86.0,,22.23
2012-06-25,16.745001000000002,27.780001000000002,3.195,85.0,,21.76
2012-06-26,16.5,27.504998999999998,3.138,85.099998,,21.809998999999998
2012-06-27,17.09,28.355,3.231,85.5,,22.02
2012-06-28,16.74,27.65,3.193,85.5,,21.940001000000002
2012-06-29,18.41,30.334999,3.471,87.989998,,22.870001000000002
2012-07-02,18.950001,31.65,3.711,91.0,,23.09
2012-07-03,18.665001,31.219998999999998,3.75,90.66999799999999,,23.27
2012-07-04,18.844998999999998,31.02,3.757,90.029999,,
2012-07-05,18.59,30.4,3.641,90.019997,,22.790001
2012-07-06,17.525,29.200001,3.473,90.989998,,22.459999
2012-07-09,17.51,29.184998999999998,3.459,92.0,,22.43
2012-07-10,17.549999,29.51,3.455,92.0,,22.4
2012-07-11,17.59,29.940001000000002,3.51,92.0,,22.440001000000002
2012-07-12,17.205,29.65,3.455,91.0,,22.209999
2012-07-13,17.18,29.77,3.456,91.0,,22.59
2012-07-16,17.18,29.5,3.429,90.5,,22.6
2012-07-17,17.370001000000002,29.440001000000002,3.394,90.279999,,22.709999
2012-07-18,17.415001,29.844998999999998,3.391,90.800003,,22.860001
2012-07-19,17.135,30.205,3.432,90.300003,,23.059998999999998
2012-07-20,16.389999,28.514999,3.214,89.790001,,22.5
2012-07-23,15.64,26.955,3.038,87.5,,22.01
2012-07-24,15.4,26.459999,2.94,87.010002,,21.690001000000002
2012-07-25,15.585,26.559998999999998,2.98,87.0,,21.879998999999998
2012-07-26,16.969998999999998,28.834999,3.234,88.050003,,22.67
2012-07-27,18.0,30.184998999999998,3.343,89.099998,,23.08
2012-07-30,18.684998999999998,31.184998999999998,3.578,89.110001,,23.24
2012-07-31,18.01,30.17,3.491,89.120003,,23.030001000000002
2012-08-01,18.105,30.705,3.57,90.010002,,22.98
2012-08-02,16.799999,29.450001,3.283,89.0,,22.68
2012-08-03,18.525,32.0,3.547,90.0,,23.58
2012-08-06,18.924999,33.200001,3.732,90.540001,,23.700001
2012-08-07,19.395,33.630001,3.98,89.889999,,23.889999
2012-08-08,19.605,33.830002,3.97,89.0,,23.9
2012-08-09,19.865,34.02,3.998,89.050003,,23.92
2012-08-10,20.07,33.674999,3.979,89.5,,23.92
2012-08-13,20.264999,33.75,4.011,90.099998,,23.870001000000002
2012-08-14,20.26,33.810001,3.941,90.099998,,23.92
2012-08-15,20.34,33.799999,3.984,90.099998,,23.9
2012-08-16,20.950001,34.525002,4.169,90.099998,,24.16
2012-08-17,21.549999,35.0,4.315,89.949997,,24.209999
2012-08-20,20.77,34.384997999999996,4.123,90.0,,24.15
2012-08-21,21.57,35.224998,4.328,90.0,,24.33
2012-08-22,21.25,35.014998999999996,4.339,89.800003,,24.309998999999998
2012-08-23,20.745001000000002,34.775002,4.282,89.800003,,24.110001
2012-08-24,20.57,34.18,4.243,89.980003,,24.120001000000002
2012-08-27,20.98,34.900002,4.282,89.800003,,24.16
2012-08-28,20.995001000000002,34.529999,4.266,89.800003,,24.15
2012-08-29,20.85,34.305,4.296,89.5,,24.07
2012-08-30,20.465,33.84,4.312,89.529999,,23.809998999999998
2012-08-31,21.049999,34.555,4.638,89.949997,,24.059998999999998
2012-09-03,21.02,34.869999,4.617,90.0,,
2012-09-04,20.76,34.509997999999996,4.581,90.0,,23.99
2012-09-05,21.275,35.220001,4.623,89.620003,,24.0
2012-09-06,22.924999,37.145,5.013,90.25,,24.700001
2012-09-07,24.49,37.775002,5.341,91.0,,25.059998999999998
2012-09-10,24.405001000000002,38.165001000000004,5.505,93.989998,,24.82
2012-09-11,24.66,39.009997999999996,5.568,93.099998,,25.15
2012-09-12,24.73,38.919998,5.89,94.650002,,25.27
2012-09-13,23.924999,38.310001,5.74,96.0,,25.65
2012-09-14,24.75,39.990002000000004,5.937,97.370003,,25.969998999999998
2012-09-17,25.030001000000002,40.195,5.984,98.849998,,25.85
2012-09-18,24.1,39.535,5.798,99.0,,25.65
2012-09-19,24.1,39.525002,5.791,97.91999799999999,,25.77
2012-09-20,23.555,38.915001000000004,5.728,98.5,,25.629998999999998
2012-09-21,23.795,39.665001000000004,5.853,98.0,,25.129998999999998
2012-09-24,23.405001000000002,39.064999,5.714,98.0,,24.99
2012-09-25,23.955,39.509997999999996,5.718,97.75,,24.809998999999998
2012-09-26,22.424999,37.334998999999996,5.292,95.0,,24.51
2012-09-27,22.790001,37.895,5.494,95.5,,24.76
2012-09-28,22.1,36.98,5.37,95.519997,,24.299999
2012-10-01,22.950001,38.27,5.765,95.5,,24.57
2012-10-02,22.58,37.685001,5.708,95.5,,24.67
2012-10-03,22.504998999999998,37.810001,5.65,95.5,,24.6
2012-10-04,22.895,38.044998,5.733,94.849998,,24.889999
2012-10-05,23.75,39.389998999999996,5.839,95.0,,24.99
2012-10-08,23.145,38.665001000000004,5.727,96.0,,24.77
2012-10-09,22.93,38.055,5.74,95.0,,24.42
2012-10-10,22.74,37.695,5.728,95.0,,24.34
2012-10-11,23.844998999999998,38.794998,5.977,95.0,,24.559998999999998
2012-10-12,23.975,38.450001,5.97,95.5,,24.549999
2012-10-15,24.344998999999998,39.005001,6.076,95.370003,,24.74
2012-10-16,25.285,40.695,6.397,96.779999,,25.200001
2012-10-17,26.115,41.755001,6.214,96.400002,,25.440001000000002
2012-10-18,26.775,41.775002,6.315,97.0,,25.26
2012-10-19,26.1,40.790001000000004,6.176,97.099998,,25.01
2012-10-22,26.01,40.900002,6.24,97.0,,25.08
2012-10-23,25.43,40.044998,6.101,95.599998,,24.52
2012-10-24,25.174999,40.290001000000004,6.126,95.599998,,24.540001
2012-10-25,24.885,39.625,6.001,96.0,,24.639999
2012-10-26,24.639999,39.125,5.885,95.949997,,24.629998999999998
2012-10-29,24.4,38.990002000000004,5.832,94.050003,,
2012-10-30,25.049999,39.395,5.945,95.0,,
2012-10-31,24.525,38.810001,5.808,95.129997,,24.690001000000002
2012-11-01,25.004998999999998,38.970001,5.98,96.0,,24.93
2012-11-02,25.389999,38.965,5.982,96.0,,24.709999
2012-11-05,24.77,38.639998999999996,5.83,95.16999799999999,,24.629998999999998
