,GLE.PA prices,BNP.PA prices,ACA.PA prices,CC.PA prices,KN.PA prices,VEURX prices
2012-11-06,25.33,39.119999,6.08,95.050003,,24.82
2012-11-07,24.59,39.540001000000004,5.952,95.900002,,24.389999
2012-11-08,24.995001000000002,40.049999,5.919,95.5,,24.18
2012-11-09,24.620001000000002,39.455002,5.573,95.0,,24.120001000000002
2012-11-12,24.905001000000002,39.535,5.479,94.800003,,24.15
2012-11-13,25.344998999999998,40.5,5.65,95.0,,24.09
2012-11-14,24.995001000000002,40.075001,5.538,94.800003,,23.92
2012-11-15,25.139999,40.299999,5.622,94.589996,,23.9
2012-11-16,24.434998999999998,39.255001,5.461,94.599998,,23.709999
2012-11-19,25.785,41.080002,5.745,95.0,,24.280001000000002
2012-11-20,26.254998999999998,41.080002,5.778,94.599998,,24.34
2012-11-21,26.635,41.525002,5.788,94.599998,,24.450001
2012-11-22,26.84,41.915001000000004,5.78,94.599998,,
2012-11-23,27.135,42.599998,5.8,94.25,,25.059998999999998
2012-11-26,26.440001000000002,41.82,5.645,94.199997,,24.93
2012-11-27,27.025,42.110001000000004,5.7,94.18,,24.790001
2012-11-28,27.15,41.985001000000004,5.716,94.18,,25.01
2012-11-29,27.815001000000002,42.830002,5.849,96.0,,25.280001000000002
2012-11-30,27.805,42.945,5.829,94.599998,,25.299999
2012-12-03,27.940001000000002,42.57,5.91,95.099998,,25.34
2012-12-04,28.51,43.130001,6.03,95.099998,,25.5
2012-12-05,28.195,43.380001,6.048,95.349998,,25.540001
2012-12-06,28.625,43.935001,6.135,95.599998,,25.51
2012-12-07,29.275,44.029999,6.109,95.989998,,25.49
2012-12-10,28.815001000000002,43.195,5.951,96.0,,25.5
2012-12-11,29.254998999999998,43.174999,5.88,97.199997,,25.68
2012-12-12,29.525,43.16,5.914,97.0,,25.82
2012-12-13,29.129998999999998,43.215,6.0,97.5,,25.73
2012-12-14,29.245001000000002,43.919998,5.954,100.449997,,25.879998999999998
2012-12-17,29.59,43.845001,5.909,102.5,,25.959999
2012-12-18,29.75,43.860001000000004,6.04,102.800003,,26.18
2012-12-19,29.75,44.560001,6.179,104.0,,26.040001
2012-12-20,29.485001,44.540001000000004,6.262,105.0,,26.200001
2012-12-21,28.875,43.654999,6.105,104.5,,25.959999
2012-12-24,,,,,,25.91
2012-12-26,,,,,,25.959999
2012-12-27,28.9,43.435001,6.164,104.650002,,26.07
2012-12-28,28.15,42.334998999999996,6.054,104.699997,,25.76
2012-12-31,,,,,,26.0
2013-01-02,29.85,44.459998999999996,6.35,108.650002,,26.459999
2013-01-03,29.575001,44.459998999999996,6.348,108.900002,,26.18
2013-01-04,29.33,44.384997999999996,6.353,108.800003,,26.42
2013-01-07,30.129998999999998,45.209998999999996,6.578,109.599998,,26.360001
2013-01-08,31.084999,45.695,6.631,108.900002,,26.26
2013-01-09,32.150002,45.639998999999996,6.938,108.0,,26.309998999999998
2013-01-10,32.700001,45.575001,7.093,108.0,,26.73
2013-01-11,32.895,45.869999,7.124,108.0,,26.799999
2013-01-14,34.139998999999996,45.634997999999996,7.341,108.199997,,26.799999
2013-01-15,33.490002000000004,44.23,7.435,108.0,,26.700001
2013-01-16,32.540001000000004,44.209998999999996,7.272,107.900002,,26.610001
2013-01-17,32.779999,45.625,7.45,109.0,,26.92
2013-01-18,33.240002000000004,46.235001000000004,7.459,109.900002,,26.83
2013-01-21,33.955002,46.450001,7.547,109.0,,
2013-01-22,33.5,46.294998,7.507,108.900002,,26.85
2013-01-23,32.34,45.115002000000004,7.32,108.900002,,26.879998999999998
2013-01-24,33.119999,46.055,7.41,108.449997,,27.01
2013-01-25,33.724998,46.665001000000004,7.578,109.5,,27.360001
2013-01-28,34.060001,47.665001000000004,7.762,110.0,,27.27
2013-01-29,33.584998999999996,47.244999,7.554,109.849998,,27.459999
2013-01-30,33.02,46.205002,7.394,112.0,,27.42
2013-01-31,33.275002,46.209998999999996,7.28,112.0,,27.309998999999998
2013-02-01,33.740002000000004,46.755001,7.525,112.5,,27.549999
2013-02-04,32.125,44.695,7.117,110.75,,26.889999
2013-02-05,32.654999,45.525002,7.227,110.75,,27.110001
2013-02-06,31.5,44.365002000000004,6.959,109.0,,26.969998999999998
2013-02-07,31.055,43.564999,6.874,109.0,,26.67
2013-02-08,31.950001,44.595001,7.35,109.849998,,26.870001000000002
2013-02-11,31.555,44.75,7.414,109.849998,,26.76
2013-02-12,32.665001000000004,46.035,7.636,108.599998,,27.0
2013-02-13,31.5,45.845001,7.532,108.5,,27.110001
2013-02-14,30.405001000000002,46.75,7.391,108.5,,26.9
2013-02-15,29.99,46.005001,7.189,108.5,,26.85
2013-02-18,30.495001000000002,45.380001,7.251,108.650002,,
2013-02-19,31.155001000000002,45.625,7.323,107.300003,,27.15
2013-02-20,30.67,44.525002,7.608,107.699997,,26.719998999999998
2013-02-21,29.280001000000002,42.5,7.271,108.0,,26.309998999999998
2013-02-22,29.82,43.630001,7.277,110.0,,26.68
2013-02-25,29.825001,43.689999,7.475,109.699997,,26.17
2013-02-26,28.200001,41.669998,7.037,108.099998,,26.129998999999998
2013-02-27,29.174999,43.154999,7.095,108.099998,,26.52
2013-02-28,29.41,43.105,7.2,109.0,,26.440001000000002
2013-03-01,28.65,42.369999,7.025,112.900002,,26.360001
2013-03-04,28.665001,42.5,7.037,113.400002,,26.459999
2013-03-05,29.834999,43.735001000000004,7.249,115.5,,26.85
2013-03-06,29.639999,43.02,7.224,115.400002,,26.74
2013-03-07,29.459999,42.855,7.175,115.449997,,26.93
2013-03-08,30.844998999999998,44.610001000000004,7.257,117.0,,26.959999
2013-03-11,30.924999,44.395,7.193,117.400002,,27.02
2013-03-12,30.620001000000002,44.16,7.173,118.0,,26.98
2013-03-13,30.055,43.720001,7.186,117.400002,,26.84
2013-03-14,30.5,44.259997999999996,7.24,117.400002,,27.24
2013-03-15,29.975,43.990002000000004,7.183,116.800003,,27.209999
2013-03-18,28.975,42.75,6.956,116.0,,26.85
2013-03-19,27.84,40.955002,6.562,115.0,,26.75
2013-03-20,28.190001000000002,42.240002000000004,6.696,115.0,,26.93
2013-03-21,28.139999,42.02,6.641,115.099998,,26.51
2013-03-22,27.43,41.174999,6.563,115.099998,,26.73
2013-03-25,25.780001000000002,39.924999,6.18,115.0,,26.379998999999998
2013-03-26,25.735001,40.365002000000004,6.148,114.0,,26.469998999999998
2013-03-27,25.475,39.669998,6.276,113.0,,26.190001000000002
2013-03-28,25.629998999999998,40.040001000000004,6.426,113.5,,26.41
2013-04-01,,,,,,26.35
2013-04-02,26.540001,40.924999,6.528,114.949997,,26.610001
2013-04-03,25.725,40.095001,6.36,114.800003,,26.43
2013-04-04,25.42,39.830002,6.365,114.75,,26.469998999999998
2013-04-05,25.395,39.264998999999996,6.266,113.599998,,26.23
2013-04-08,25.094998999999998,39.16,6.118,114.699997,,26.280001000000002
2013-04-09,25.26,39.365002000000004,6.219,113.5,,26.440001000000002
2013-04-10,26.805,41.465,6.602,113.900002,,26.860001
2013-04-11,27.190001000000002,41.974998,6.693,114.0,,27.02
2013-04-12,26.4,40.724998,6.505,114.5,,26.91
2013-04-15,26.1,40.330002,6.385,114.699997,,26.35
2013-04-16,26.155001000000002,40.119999,6.406,114.5,,26.75
2013-04-17,25.174999,38.294998,6.21,114.5,,25.98
2013-04-18,24.299999,38.290001000000004,6.144,113.25,,25.959999
2013-04-19,24.780001000000002,38.965,6.236,114.0,,26.15
2013-04-22,24.995001000000002,38.959998999999996,6.3,114.5,,26.280001000000002
2013-04-23,26.76,41.060001,6.73,114.0,,26.690001000000002
2013-04-24,26.785,41.790001000000004,6.782,114.400002,,26.940001000000002
2013-04-25,26.965,41.799999,6.867,114.5,,27.09
2013-04-26,26.725,41.580002,6.893,114.5,,27.129998999999998
2013-04-29,27.200001,42.349998,7.047,114.400002,,27.48
2013-04-30,27.58,42.310001,6.951,114.400002,,27.549999
2013-05-01,,,,,,27.49
2013-05-02,27.780001000000002,42.869999,7.01,114.400002,,27.469998999999998
2013-05-03,28.545,43.889998999999996,7.158,114.400002,,27.84
2013-05-06,28.52,43.895,7.202,115.550003,,27.76
2013-05-07,30.139999,44.950001,7.088,115.599998,,27.9
2013-05-08,30.719998999999998,44.650002,7.05,116.099998,,28.219998999999998
2013-05-09,30.68,44.540001000000004,7.045,116.099998,,27.889999
2013-05-10,30.065001000000002,44.669998,6.912,116.400002,,28.059998999999998
2013-05-13,29.844998999999998,44.154999,6.79,117.849998,,27.92
2013-05-14,29.995001000000002,45.044998,6.917,117.099998,,27.98
2013-05-15,30.6,45.75,7.187,117.400002,,28.1
2013-05-16,30.764999,45.849998,7.281,117.0,,27.969998999999998
2013-05-17,31.5,46.490002000000004,7.36,116.900002,,28.1
2013-05-20,32.154999,46.705002,7.487,117.400002,,28.26
2013-05-21,32.0,45.485001000000004,7.379,118.5,,28.32
2013-05-22,32.130001,46.049999,7.498,119.150002,,28.110001
2013-05-23,30.885,44.779999,7.257,117.900002,,27.9
2013-05-24,30.635,44.220001,7.12,117.5,,27.889999
2013-05-27,30.924999,45.105,7.195,117.849998,,
2013-05-28,31.879998999999998,46.040001000000004,7.345,110.699997,,28.02
2013-05-29,31.01,45.27,7.289,110.650002,,27.84
2013-05-30,31.09,45.630001,7.384,111.849998,,28.08
2013-05-31,30.860001,45.325001,7.297,112.0,,27.549999
2013-06-03,30.594998999999998,45.299999,7.229,113.5,,27.790001
2013-06-04,31.030001000000002,45.235001000000004,7.223,113.5,,27.719998999999998
2013-06-05,30.424999,44.66,7.082,113.5,,27.33
2013-06-06,29.615,43.705002,6.912,113.5,,27.549999
2013-06-07,30.145,44.439999,7.113,113.400002,,27.719998999999998
2013-06-10,29.715,43.900002,7.007,113.199997,,27.75
2013-06-11,29.195,43.084998999999996,6.942,113.0,,27.469998999999998
2013-06-12,28.455,42.555,6.794,113.0,,27.4
2013-06-13,28.254998999999998,43.25,6.83,112.900002,,27.700001
2013-06-14,28.559998999999998,43.279999,6.899,112.900002,,27.530001000000002
2013-06-17,28.940001000000002,43.75,6.953,113.699997,,27.82
2013-06-18,29.07,44.130001,6.984,113.0,,27.92
2013-06-19,28.805,43.665001000000004,6.871,112.800003,,27.290001
2013-06-20,27.540001,41.794998,6.637,112.5,,26.48
2013-06-21,26.950001,40.720001,6.486,112.0,,25.77
2013-06-24,26.58,40.145,6.346,111.0,,25.35
2013-06-25,26.709999,41.305,6.42,111.0,,25.610001
2013-06-26,27.65,42.43,6.642,110.0,,25.82
2013-06-27,27.549999,42.544998,6.739,109.949997,,26.040001
2013-06-28,26.4,41.974998,6.603,110.050003,,25.879998999999998
2013-07-01,26.715,42.41,6.675,110.599998,,26.16
2013-07-02,26.4,42.314999,6.6,110.5,,25.9
2013-07-03,25.865,41.330002,6.487,109.699997,,25.889999
2013-07-04,27.205,43.310001,6.906,111.150002,,
2013-07-05,26.995001000000002,42.955002,6.765,110.25,,25.9
2013-07-08,27.66,44.130001,6.906,110.349998,,26.25
2013-07-09,27.735001,43.904999,6.778,111.0,,26.309998999999998
2013-07-10,27.785,44.099998,6.751,110.800003,,26.5
2013-07-11,27.875,44.125,6.804,110.800003,,27.209999
2013-07-12,27.895,44.009997999999996,6.745,111.949997,,27.02
2013-07-15,28.285,44.43,6.788,112.0,,27.120001000000002
2013-07-16,27.940001000000002,43.785,6.71,112.449997,,27.139999
2013-07-17,27.92,44.115002000000004,6.766,112.5,,27.200001
2013-07-18,29.115,44.900002,7.124,113.199997,,27.43
2013-07-19,29.280001000000002,45.0,7.256,113.5,,27.48
2013-07-22,29.719998999999998,45.75,7.307,113.550003,,27.58
2013-07-23,29.51,45.654999,7.266,112.900002,,27.65
2013-07-24,30.290001,47.279999,7.345,112.900002,,27.67
2013-07-25,30.445,47.755001,7.395,112.800003,,27.9
2013-07-26,30.445,48.145,7.277,113.5,,27.780001000000002
2013-07-29,30.535,48.215,7.173,113.5,,27.67
2013-07-30,30.5,47.849998,7.167,113.300003,,27.629998999999998
2013-07-31,30.215,48.634997999999996,7.178,114.5,,27.790001
2013-08-01,33.349998,49.75,7.57,115.0,,27.98
2013-08-02,34.055,49.255001,7.65,115.0,,28.18
2013-08-05,34.424999,49.400002,7.839,116.0,,28.15
2013-08-06,33.555,49.09,7.766,115.800003,,28.08
2013-08-07,34.380001,49.59,7.943,117.0,,28.120001000000002
2013-08-08,35.200001,49.939999,8.087,116.5,,28.41
2013-08-09,35.740002000000004,49.764998999999996,8.176,116.5,,28.48
2013-08-12,35.599998,49.950001,8.243,116.5,,28.35
2013-08-13,35.145,50.150002,8.232,116.5,,28.5
2013-08-14,35.514998999999996,50.220001,8.314,116.5,,28.51
2013-08-15,35.330002,49.865002000000004,8.208,116.5,,28.459999
2013-08-16,35.919998,50.91,8.378,116.75,,28.48
2013-08-19,34.994999,49.775002,8.151,116.75,,28.26
2013-08-20,34.0,49.035,8.016,116.75,,28.290001
2013-08-21,33.82,48.799999,7.97,117.400002,,27.99
2013-08-22,34.674999,49.865002000000004,8.152,117.699997,,28.34
2013-08-23,34.895,50.25,8.167,120.5,,28.5
2013-08-26,34.404999,49.514998999999996,8.044,121.800003,,28.35
2013-08-27,32.805,47.764998999999996,7.703,122.800003,,27.82
2013-08-28,33.075001,48.32,7.756,121.0,,27.74
2013-08-29,33.669998,48.389998999999996,7.85,122.0,,27.690001000000002
2013-08-30,33.115002000000004,47.415001000000004,7.645,122.150002,,27.43
2013-09-02,34.169998,48.950001,7.804,122.849998,,
2013-09-03,33.830002,48.27,7.879,122.5,,27.790001
2013-09-04,33.875,48.485001000000004,7.842,121.5,,27.9
2013-09-05,34.080002,48.805,7.784,122.0,,27.91
2013-09-06,34.810001,49.740002000000004,7.846,121.75,,28.110001
2013-09-09,35.404999,49.514998999999996,7.981,121.699997,,28.35
2013-09-10,36.744999,50.740002000000004,8.186,122.0,,28.719998999999998
2013-09-11,37.064999,50.75,8.25,122.199997,,28.940001000000002
2013-09-12,36.740002000000004,50.490002000000004,8.208,122.25,,28.799999
2013-09-13,36.799999,50.060001,8.17,122.25,,28.92
2013-09-16,37.404999,50.59,8.334,122.800003,,29.110001
2013-09-17,37.355,50.419998,8.302,124.0,,29.120001000000002
2013-09-18,38.025002,50.529999,8.359,128.75,,29.950001
2013-09-19,38.23,50.950001,8.348,132.5,,29.719998999999998
2013-09-20,37.900002,50.759997999999996,8.27,132.300003,,29.48
2013-09-23,37.439999,50.830002,8.152,131.899994,,29.370001000000002
2013-09-24,37.474998,51.09,8.326,130.899994,,29.34
2013-09-25,37.325001,51.380001,8.32,130.899994,,29.4
2013-09-26,37.060001,50.84,8.241,131.0,,29.43
2013-09-27,37.165001000000004,50.889998999999996,8.278,131.0,,29.4
2013-09-30,36.830002,50.0,8.151,132.0,,29.219998999999998
2013-10-01,37.849998,50.849998,8.352,132.0,,29.459999
2013-10-02,38.799999,51.119999,8.45,132.5,,29.440001000000002
2013-10-03,38.209998999999996,50.580002,8.319,132.0,,29.32
2013-10-04,38.919998,51.119999,8.468,132.5,,29.24
2013-10-07,39.27,51.060001,8.473,132.649994,,29.17
2013-10-08,38.395,50.549999,8.55,132.699997,,28.84
2013-10-09,38.959998999999996,51.5,8.692,132.899994,,28.77
2013-10-10,40.435001,53.389998999999996,8.968,135.149994,,29.290001
2013-10-11,40.595001,53.400002,8.979,136.0,,29.459999
2013-10-14,40.685001,53.700001,8.941,136.0,,29.57
2013-10-15,41.57,54.169998,9.079,138.949997,,29.530001000000002
2013-10-16,41.845001,54.299999,9.151,138.75,,29.719998999999998
2013-10-17,41.834998999999996,54.25,9.2,138.149994,,30.129998999999998
2013-10-18,42.48,54.299999,9.141,138.300003,,30.33
2013-10-21,41.715,53.77,9.147,139.5,,30.41
2013-10-22,41.709998999999996,54.18,9.123,140.649994,,30.790001
2013-10-23,40.700001,53.0,8.904,140.5,,30.6
2013-10-24,41.395,54.189999,9.119,141.0,,30.799999
2013-10-25,40.900002,53.349998,8.848,141.0,,30.799999
2013-10-28,40.130001,52.709998999999996,8.614,141.0,,30.66
2013-10-29,40.805,53.509997999999996,8.734,140.850006,,30.73
2013-10-30,40.755001,52.77,8.692,140.850006,,30.58
2013-10-31,41.82,54.540001000000004,8.897,141.199997,,30.42
2013-11-01,41.619999,54.150002,8.9,142.0,,30.24
2013-11-04,41.424999,53.98,8.797,144.5,,30.42
2013-11-05,40.349998,53.23,8.754,143.699997,,30.190001000000002
2013-11-06,40.57,53.41,8.805,143.800003,,30.450001
2013-11-07,41.744999,53.619999,9.16,148.0,,30.040001
2013-11-08,40.77,53.099998,9.118,148.5,,30.120001000000002
2013-11-11,40.98,53.549999,9.097,146.600006,,30.24
2013-11-12,40.764998999999996,53.27,9.011,146.600006,,30.08
2013-11-13,40.715,52.91,8.899,145.5,,30.139999
2013-11-14,41.040001000000004,54.43,8.864,145.0,,30.25
2013-11-15,41.474998,54.48,8.791,144.399994,,30.43
2013-11-18,41.720001,54.75,8.921,143.0,,30.48
2013-11-19,40.945,53.790001000000004,8.789,142.5,,30.43
2013-11-20,40.459998999999996,53.91,8.779,142.5,,30.129998999999998
2013-11-21,40.424999,54.110001000000004,8.827,142.899994,,30.35
2013-11-22,40.564999,54.669998,8.867,143.0,,30.559998999999998
2013-11-25,41.490002000000004,54.93,8.862,144.0,,30.51
2013-11-26,41.450001,54.830002,8.83,144.0,,30.51
2013-11-27,41.994999,54.959998999999996,8.904,144.300003,,30.65
2013-11-28,42.259997999999996,55.200001,8.944,146.0,,
2013-11-29,42.334998999999996,55.25,9.23,144.550003,,30.76
2013-12-02,42.174999,55.09,9.235,145.0,,30.52
2013-12-03,40.799999,53.330002,9.142,145.350006,,30.209999
2013-12-04,40.375,52.73,9.01,144.199997,,30.09
2013-12-05,39.73,51.849998,8.88,145.5,,29.959999
2013-12-06,40.419998,53.0,9.074,145.5,,30.309998999999998
2013-12-09,40.654999,53.380001,9.081,145.399994,,30.379998999999998
2013-12-10,40.16,53.259997999999996,9.009,145.100006,,30.23
2013-12-11,39.84,53.029999,8.994,145.0,,30.030001000000002
2013-12-12,39.535,52.849998,8.854,144.800003,,29.75
2013-12-13,39.455002,53.09,8.775,144.5,,29.709999
2013-12-16,40.185001,53.919998,8.88,144.5,,30.09
2013-12-17,39.57,52.740002000000004,8.749,145.0,,29.91
2013-12-18,40.235001000000004,53.799999,8.929,144.600006,,30.27
2013-12-19,40.834998999999996,54.34,9.094,145.899994,,30.34
2013-12-20,40.895,54.849998,9.12,146.5,,30.48
2013-12-23,41.5,55.740002000000004,9.147,146.5,,30.77
2013-12-24,41.5,55.66,9.167,145.800003,,30.83
2013-12-26,,,,,,31.0
2013-12-27,42.005001,56.419998,9.185,145.899994,,31.280001000000002
2013-12-30,42.099998,56.48,9.283,147.949997,,31.370001000000002
2013-12-31,42.220001,56.650002,9.305,148.300003,,31.440001000000002
2014-01-02,41.52,55.540001000000004,9.244,150.0,,30.879998999999998
2014-01-03,41.325001,55.68,9.168,157.0,,30.889999
2014-01-06,41.709998999999996,55.77,9.3,159.800003,,30.940001000000002
2014-01-07,43.389998999999996,57.369999,9.865,160.0,,31.120001000000002
2014-01-08,44.68,58.189999,9.977,159.0,,31.1
2014-01-09,44.57,57.220001,9.907,158.800003,,31.1
2014-01-10,44.0,57.360001000000004,9.942,159.800003,,31.379998999999998
2014-01-13,44.945,57.950001,10.2,161.0,,31.200001
2014-01-14,44.610001000000004,57.740002000000004,10.255,163.050003,,31.5
2014-01-15,46.23,59.560001,10.6,164.199997,,31.65
2014-01-16,45.189999,58.5,10.51,167.0,,31.66
2014-01-17,44.849998,57.720001,10.34,166.5,,31.48
2014-01-20,44.400002,57.610001000000004,10.26,166.550003,,
2014-01-21,44.549999,58.700001,10.195,166.550003,,31.690001000000002
2014-01-22,44.630001,58.779999,10.14,166.699997,,31.66
2014-01-23,44.48,58.48,10.19,165.0,,31.67
2014-01-24,42.799999,56.669998,10.0,162.5,,30.73
2014-01-27,42.814999,57.0,9.977,160.5,,30.549999
2014-01-28,43.424999,58.220001,10.205,160.100006,,30.84
2014-01-29,43.235001000000004,58.0,10.055,160.5,,30.459999
2014-01-30,42.93,58.279999,10.12,160.949997,,30.49
2014-01-31,42.080002,57.450001,9.987,160.399994,,30.17
2014-02-03,40.98,55.75,9.694,161.0,,29.68
2014-02-04,42.224998,56.810001,9.949,159.850006,,29.84
2014-02-05,42.619999,57.400002,10.07,160.800003,,29.93
2014-02-06,43.560001,58.73,10.26,160.399994,,30.5
2014-02-07,43.895,59.509997999999996,10.335,162.0,,30.889999
2014-02-10,43.924999,59.009997999999996,10.28,161.949997,,30.84
2014-02-11,44.264998999999996,60.34,10.385,161.0,,31.26
2014-02-12,46.349998,60.849998,10.555,162.5,,31.35
2014-02-13,46.77,59.299999,10.59,162.350006,,31.549999
2014-02-14,47.200001,58.75,10.715,162.5,,31.75
2014-02-17,47.154999,58.450001,10.795,162.449997,,
2014-02-18,47.080002,58.380001,10.79,162.5,,31.91
2014-02-19,46.799999,58.380001,11.01,162.050003,,31.790001
2014-02-20,46.720001,58.52,11.175,162.0,,31.959999
2014-02-21,47.290001000000004,58.630001,11.09,162.0,,31.98
2014-02-24,47.950001,59.34,11.25,164.0,,32.220001
2014-02-25,47.535,59.5,11.245,163.699997,,32.169998
2014-02-26,47.860001000000004,59.040001000000004,11.265,164.300003,,32.040001000000004
2014-02-27,48.200001,59.150002,11.465,164.5,,32.130001
2014-02-28,48.375,59.459998999999996,11.52,164.5,,32.34
2014-03-03,45.75,57.27,11.085,163.899994,,31.5
2014-03-04,47.299999,59.09,11.46,164.5,,32.169998
2014-03-05,47.68,59.360001000000004,11.655,164.0,,32.150002
2014-03-06,47.505001,59.5,11.785,165.0,,32.439999
2014-03-07,46.91,58.470001,11.46,164.949997,,32.16
2014-03-10,47.025002,58.709998999999996,11.57,164.75,,32.009997999999996
2014-03-11,46.450001,58.049999,11.645,164.199997,,31.870001000000002
2014-03-12,46.005001,57.459998999999996,11.51,164.5,,31.75
2014-03-13,44.985001000000004,56.439999,11.325,164.0,,31.16
2014-03-14,44.0,55.259997999999996,11.065,163.399994,,31.120001000000002
2014-03-17,44.34,56.619999,11.335,163.550003,,31.52
2014-03-18,45.044998,57.66,11.465,163.399994,,31.780001000000002
2014-03-19,44.889998999999996,56.650002,11.68,162.899994,,31.33
2014-03-20,45.275002,56.880001,11.595,162.850006,,31.379998999999998
2014-03-21,44.705002,56.98,11.215,162.600006,,31.33
2014-03-24,43.419998,55.939999,11.23,164.0,,30.83
2014-03-25,43.740002000000004,56.869999,11.37,164.0,,31.219998999999998
2014-03-26,44.275002,56.48,11.355,164.0,,31.15
2014-03-27,43.965,55.68,11.325,163.899994,,31.24
2014-03-28,44.555,56.099998,11.395,163.899994,,31.469998999999998
2014-03-31,44.705002,55.990002000000004,11.445,163.600006,,31.65
2014-04-01,46.669998,57.5,11.915,163.100006,,31.9
2014-04-02,46.849998,57.970001,11.795,163.0,,31.860001
2014-04-03,47.389998999999996,58.619999,11.89,163.0,,31.780001000000002
2014-04-04,47.645,59.380001,11.975,163.0,,31.719998999999998
2014-04-07,46.32,58.25,11.735,162.5,,31.559998999999998
2014-04-08,45.525002,57.619999,11.44,162.199997,,31.66
2014-04-09,45.09,56.900002,11.61,162.399994,,32.09
2014-04-10,44.375,56.130001,11.42,162.0,,31.59
2014-04-11,43.759997999999996,55.02,11.225,162.0,,31.27
2014-04-14,43.055,54.700001,11.06,160.5,,31.389999
2014-04-15,42.029999,53.549999,10.88,160.75,,31.26
2014-04-16,42.654999,54.27,11.165,160.5,,31.57
2014-04-17,43.195,54.490002000000004,11.375,161.0,,31.700001
2014-04-21,,,,,,31.719998999999998
2014-04-22,44.025002,55.669998,11.56,160.600006,,32.049999
2014-04-23,43.845001,54.959998999999996,11.465,160.300003,,31.940001000000002
2014-04-24,44.049999,55.779999,11.55,160.25,,32.029999
2014-04-25,43.200001,55.080002,11.355,160.0,,31.82
2014-04-28,43.200001,55.07,11.295,159.949997,,31.969998999999998
2014-04-29,45.099998,55.900002,11.465,161.300003,,32.240002000000004
2014-04-30,44.799999,54.110001000000004,11.355,163.699997,,32.459998999999996
2014-05-01,44.799999,54.110001000000004,11.355,163.699997,,32.48
2014-05-02,44.935001,52.48,11.375,163.699997,,32.419998
2014-05-05,44.435001,52.459998999999996,11.245,163.0,,32.389998999999996
2014-05-06,43.875,51.799999,11.105,164.0,,32.330002
2014-05-07,43.514998999999996,52.52,11.86,164.0,,32.459998999999996
2014-05-08,44.845001,53.529999,12.045,164.5,,32.470001
2014-05-09,44.150002,52.98,11.83,163.800003,,32.349998
2014-05-12,44.32,53.290001000000004,11.9,163.850006,,32.580002
2014-05-13,43.91,53.060001,11.885,164.0,,32.5
2014-05-14,43.189999,52.880001,11.635,163.899994,,32.490002000000004
2014-05-15,42.009997999999996,52.169998,11.15,163.949997,,32.349998
2014-05-16,41.654999,52.490002000000004,11.275,163.5,,32.389998999999996
2014-05-19,40.959998999999996,52.200001,11.095,163.5,,32.349998
2014-05-20,41.435001,51.68,11.01,163.5,,32.209998999999996
2014-05-21,42.264998999999996,51.0,11.24,163.5,,32.490002000000004
2014-05-22,42.130001,51.66,11.26,163.449997,,32.43
2014-05-23,42.375,52.220001,11.56,163.899994,,32.459998999999996
2014-05-26,43.130001,52.490002000000004,11.67,164.0,,
2014-05-27,42.419998,52.59,11.76,159.800003,,32.720001
2014-05-28,43.035,53.060001,11.95,158.399994,,32.59
2014-05-29,43.200001,52.650002,11.89,158.5,,32.689999
2014-05-30,42.264998999999996,51.369999,11.445,158.5,,32.709998999999996
2014-06-02,42.110001000000004,51.080002,11.385,159.199997,,32.709998999999996
2014-06-03,41.959998999999996,50.91,11.39,158.5,,32.619999
2014-06-04,41.965,51.5,11.55,158.399994,,32.580002
2014-06-05,43.005001,51.48,11.655,158.5,,32.880001
2014-06-06,44.380001,51.91,11.915,158.0,,33.080002
2014-06-09,44.615002000000004,52.32,11.95,158.0,,33.02
2014-06-10,44.314999,52.150002,11.88,158.5,,33.02
2014-06-11,43.154999,51.34,11.685,158.600006,,32.790001000000004
2014-06-12,42.634997999999996,51.459998999999996,11.72,158.0,,32.82
2014-06-13,42.185001,51.5,11.715,158.0,,32.77
2014-06-16,41.650002,51.580002,11.455,158.0,,32.740002000000004
2014-06-17,41.799999,52.209998999999996,11.405,158.0,,32.77
2014-06-18,41.450001,51.990002000000004,11.325,158.0,,33.009997999999996
2014-06-19,41.869999,52.189999,11.35,158.0,,33.080002
2014-06-20,40.869999,51.189999,11.145,158.0,,33.029999
2014-06-23,40.700001,50.959998999999996,11.025,157.5,,32.439999
2014-06-24,40.330002,50.599998,10.92,157.199997,,32.200001
2014-06-25,39.880001,49.73,10.71,155.5,,32.110001000000004
2014-06-26,39.349998,49.134997999999996,10.595,155.449997,,32.07
2014-06-27,38.985001000000004,49.41,10.6,155.199997,,32.16
2014-06-30,38.255001,49.544998,10.3,155.199997,,32.189999
2014-07-01,39.314999,51.330002,10.605,155.199997,,32.450001
2014-07-02,39.224998,51.009997999999996,10.56,154.0,,32.459998999999996
2014-07-03,40.18,51.25,10.705,153.0,,32.66
2014-07-04,39.205002,50.200001,10.64,150.5,,
2014-07-07,38.825001,49.615002000000004,10.435,153.75,,32.27
2014-07-08,37.860001000000004,48.560001,10.17,153.0,,31.860001
2014-07-09,37.5,48.365002000000004,10.21,152.5,,31.959999
2014-07-10,36.695,47.689999,10.0,150.050003,,31.549999
2014-07-11,36.82,48.360001000000004,9.898,150.100006,,31.610001
2014-07-14,37.305,48.775002,10.02,150.5,,31.83
2014-07-15,36.924999,48.224998,9.915,149.800003,,31.629998999999998
2014-07-16,38.035,49.185001,10.39,149.75,,31.950001
