,historical VaR,parametric VaR normal,parametric VaR student,MC VaR levy,historical ES,parametric ES normal,parametric ES student,MC ES levy
LP68269547,-0.03600269179004034,-0.025825125038934697,-0.028481025334602696,-0.049621683641545886,-0.044964919390738003,-0.028898337905625137,-0.033713307529441794,-0.1105644236015683
LP68281884,-0.038309221692394806,-0.020978262324050024,-0.02688853004267976,-0.010055030127857198,-0.0576080316999585,-0.023489373489188323,-0.044319312250035416,-6.9561351821789845
LP68270466,-0.027567846938476973,-0.013398249851635187,-0.017273170885404733,-0.009732770692413016,-0.033900702595320555,-0.01497841048233273,-0.029177462220428965,-15.747131280108086
LP68272754,-0.010374117703741177,-0.008401454144395732,-0.009316038714595593,-0.01779124704295171,-0.016817323702614483,-0.009390248260274717,-0.011113672238864338,-0.041713975041330995
LP68290150,-0.04741915422885557,-0.034884689454795614,-0.03977943952786423,-0.09064519379154592,-0.06371345373155292,-0.039009276478066686,-0.049683559619434145,-0.24845911742396487
LP68270460,-0.014674374900181697,-0.0080494817017915,-0.009515055100985083,-0.026704601703866616,-0.019228349743004074,-0.009005790172284108,-0.01275370722027537,-0.09907924174571348
LP68365067,-0.02458877395285731,-0.016660283304399042,-0.018705030791553848,-0.05011506494773172,-0.03200478288610009,-0.0186490047560511,-0.02274505832065159,-0.14646908862770086
LP68365068,-0.012539808917197503,-0.009510619367711705,-0.010654240649214485,-0.025277737910280065,-0.018600732314992242,-0.01064688447291737,-0.012909508310537929,-0.0782788434398738
LP68275539,-0.008035184819134213,-0.005069960579293935,-0.005720393794826044,-0.009935351692708264,-0.009920736619894852,-0.005679978051784835,-0.00701098390666988,-0.024626008549295187
LP68279113,-0.008495752123937975,-0.005060881609693497,-0.0059200893538733585,-0.016707198194183297,-0.010440993119564392,-0.005675226468380883,-0.007747807527680445,-0.042660156721036874
LP68275540,-0.011706111884546809,-0.013657244333809167,-0.015381768912370622,-0.013159916718321223,-0.06653686174577422,-0.015224225788660294,-0.018819661957947376,-8.144938203780294
LP68274827,-0.027724799892205883,-0.022620205062539492,-0.024854504566841327,-0.0470378712487718,-0.03633201819764689,-0.025282927853947874,-0.02926674584756153,-0.10650255069285319
LP68274765,-0.027587147290383047,-0.020115300087617718,-0.022354823065283178,-0.04417815503659023,-0.038881470754016025,-0.022492545494943988,-0.02675726247586441,-0.10058178270092907
LP68276958,-0.033344420422418135,-0.02465793111088739,-0.027182110895354498,-194.32134327238668,-0.04455471847336512,-0.027582449286108084,-0.032155322958402045,-413075.17235218576
LP68279115,-0.015536149471974016,-0.006827934748107761,-0.0088048727136152,-0.881965786159491,-0.01681421058667672,-0.007641066949599387,-0.014824836776705158,-2098.9948736259335
LP68279117,-0.00854353132628142,-0.0050986442431667596,-0.005954259738531415,-8.5384584947289,-0.010493507739377829,-0.005710550039996107,-0.00777419143249847,-9042.453367192595
LP68279118,-0.013051073887575747,-0.009869872998391512,-0.010767215627926714,-0.016508220827927564,-0.016630379671837545,-0.011029083012998538,-0.012558586764197256,-0.037970908977562
LP68279119,-0.011385565418757302,-0.007820325135664311,-0.008762876204638673,-4.984940271826359,-0.014035945878242643,-0.008739615802023228,-0.010624664711376856,-2585.5558479859756
LP68279112,-0.008036666150327514,-0.005318098314245285,-0.0061512814300971755,-0.020703984827248893,-0.008715784033719188,-0.005958667331130467,-0.00787982525890974,-0.07008550185897341
LP68275545,-0.029980071051035385,-0.02147467752530668,-0.02390284487866319,-0.04682486533900091,-0.04098159034876879,-0.02404397990597976,-0.02867639254396395,-0.10974176669877857
LP68275548,-0.012121212121212109,-0.008815340862425735,-0.009645882489946989,-0.01626196911575177,-0.015011800025633095,-0.009878632433906692,-0.01130137350807847,-0.04349579644557758
LP68312777,-0.01940810636929018,-0.01146470328158495,-0.013204222630785462,-0.030979752619160528,-0.026169431955935407,-0.012816176293084037,-0.0168014204454685,-0.08092690178234874
LP68278372,-0.014115490375801945,-0.009181829517301439,-0.010849826799542255,-0.06093805670748444,-0.019766671619738333,-0.010253129848471296,-0.014562937655378048,-0.35873548763859253
LP68278373,-0.01835564053537273,-0.014254899417274258,-0.016456496928980595,-0.05293156999039615,-0.028445090936490225,-0.015913169950389085,-0.021054276432833,-0.20158356247525916
LP68277358,-0.022194543065063452,-0.011723758012971066,-0.015265802833743795,-0.009846503905459342,-0.02793271656695892,-0.01310622101514488,-0.026681942248997798,-21.12559815882338
LP68281088,-0.027562586642746436,-0.02140619088422065,-0.023865946714167183,-0.049133954514697244,-0.04391204337389148,-0.02397085529066822,-0.02870348240649969,-0.11746496372502443
LP68285332,-0.030137831721867854,-0.024571802760498643,-0.02693989591853605,-0.049567022964427526,-0.037830301912074225,-0.02746424595145207,-0.03162871076336568,-0.10544336422831603
LP68285334,-0.03606710158434288,-0.02617300499424756,-0.028763172616889775,-0.04852777922352244,-0.045416148949959864,-0.029281135267641967,-0.03388164824825801,-0.10797128134449177
LP68277345,-0.01331193353474317,-0.0070569974525943185,-0.00877973265982342,-0.012086036218643155,-0.02163914319296888,-0.007892143775904964,-0.013324145112277912,-4.967057116213096
LP68277346,-0.010349411317888238,-0.005034245416532921,-0.00650197806872468,-0.004664482853092227,-0.01264445502263946,-0.005624917903599554,-0.011074341851505538,-0.6750959811300365
LP68277347,-0.016947000952078805,-0.006732822874196566,-0.00852352341985478,-0.016255430107863438,-0.02444700151890268,-0.00752921061561989,-0.01358910506474027,-6.146085074639485
LP68277348,-0.024530062658312268,-0.01051989401275482,-0.013652932340557438,-0.009541979981150141,-0.03674739159679269,-0.011760471317299242,-0.023587382864346113,-11.70243311311703
LP68329254,0.0,-0.01233869812751539,-0.013947995880700104,-0.00793076004375443,-0.011158186107207394,-0.01379567688842787,-0.017158098811901067,-1.803272238055838
LP68290257,0.0,-0.013341354160670935,-0.01505200034457651,-0.010655959760517808,-0.00905829144755318,-0.014919465067135367,-0.01845417921873283,-449.9370622197725
LP68279121,-0.037264865828652995,-0.024147725390180196,-0.027041704108989647,-0.053342443136594024,-0.047156901397141245,-0.02701096143882809,-0.03275071172056196,-0.12926581894019654
LP68281100,-0.005038355045163592,-0.003568033527313678,-0.004044684635860859,-3.7702891311722366,-0.005898104756327748,-0.0039910630647642005,-0.004998796842178276,-8329.617312643815
LP68305717,0.0,-0.005016033824373275,-0.005742410034057441,-0.010419741545047797,-0.010602372149453978,-0.005602822568220526,-0.0072277956386233915,-59292.66474941016
LP68283645,-0.02393874781934496,-0.012568663916768788,-0.01618483746930897,-0.009975960475888921,-0.028377203132228888,-0.014054623310779417,-0.02720705975068517,-0.546504656468436
LP68477073,-0.01903592262818544,-0.006772791307646405,-0.008011433841018397,-0.009764345349785887,-0.031923224771369364,-0.007550749487484367,-0.010798517188641676,-345.9289810251986
LP68306568,-0.011807290046326946,-0.007134278427755029,-0.008274803961540752,-0.01882934079752132,-0.016524461028370095,-0.007971423963963024,-0.01067783202506074,-0.05667277239357559
LP68282807,-0.03221083455344068,-0.021850331906518566,-0.02514418897047727,-0.08098897594587011,-0.04538851700327906,-0.024425463454898586,-0.03194282141258409,-0.2647180328999035
LP68285505,-0.02366119265494583,-0.013205776911251969,-0.017089418897824553,-0.06050191267608192,-0.03121517436489966,-0.01475830538744173,-0.029275429357972952,-43.48537780510608
LP68281017,-0.03375125301256212,-0.026907920536455222,-0.030199655272264744,-0.071869199249465,-0.046569260899552434,-0.030070371745424016,-0.03671190726666731,-0.179259618534176
LP68293688,-0.005547995394117117,-0.008001516013897956,-0.00910231862622482,-0.007290518043154271,-0.040180627463949854,-0.008915140446497386,-0.01133777618874989,-11.630904418392499
LP68289527,-0.019388064222962756,-0.013934952510077335,-0.015811299385920186,-0.4558263157582712,-0.028203679050842104,-0.015587889543225571,-0.019572428816607867,-1.8739006583907503
LP68282798,-0.012663616047674766,-0.010266397226896146,-0.011637415715177308,-2.4860356454558303,-0.02299829748022914,-0.011460796891947388,-0.0143916333641869,-1220.294946813723
LP68282799,-0.016505154241148904,-0.010805617029347046,-0.012402168400995962,-0.04549602076639904,-0.025844338166450258,-0.012073879886585101,-0.015682214102854346,-0.18848926152025283
LP68285662,-0.022314523059295335,-0.011491803758870722,-0.014658163708864027,-0.01395153693879086,-0.029617162980683783,-0.012848766557675615,-0.023920624904807994,-56.268239387996275
LP68283482,-0.011522204852064207,-0.005244704177384244,-0.006664392621171716,-0.01051290853993279,-0.014186934689288206,-0.0058647524107439866,-0.010745619624881844,-4.187965595312472
LP68283483,-0.0356530977517013,-0.01848753610087632,-0.02339820309930657,-0.010906822936275167,-0.05405693520053819,-0.02067269213492167,-0.03728291760856151,-4.111275786488923
LP68286126,-0.023927824267782404,-0.011189097567347626,-0.014311683587498597,-0.01010898750959804,-0.029871849031342892,-0.012502158382340785,-0.023613080121126572,-28.435143134429463
LP68309208,-0.0071383436673117355,-0.004864819454022873,-0.005794702475112756,-1.737628182250231,-0.009762748915560938,-0.005439894124678354,-0.007903184047974634,-124003.19565306875
LP68286128,-0.034842499746784134,-0.02663532016690465,-0.029613173343829603,-0.0604695631994015,-0.05477789795280256,-0.029783525818939956,-0.035467452364245096,-0.1366227727630513
LP68330415,-0.008666594728964751,-0.004830225603407575,-0.006251676481963931,-0.009484951789920468,-0.011954385546414285,-0.005404068802529591,-0.010665073777400872,-11.402707616344143
LP68282831,-0.008776703826753747,-0.004531728623675112,-0.00573728740046674,-0.008541312196043226,-0.013836537706188508,-0.005062540002021098,-0.009177854946103651,-67.94092840416187
LP68289522,-0.02809190450547474,-0.017778003721818845,-0.020054320481013983,-0.04502956342968412,-0.03131527662782599,-0.01986895212566065,-0.024584456336479356,-0.13385396514024853
LP68288700,-0.01156184590850191,-0.00794778354977054,-0.008981787688897945,-0.02179986538781278,-0.014978351515212568,-0.008871331374040767,-0.011049160030762284,-0.06487156017121717
LP68285313,-0.024743132732228973,-0.017539614949725117,-0.02014311378370659,-0.05650794701436607,-0.03599102360417651,-0.019609106544450913,-0.025490910407854464,-0.17854261538988936
LP68302285,-0.004341786811799888,-0.002423829959897598,-0.0028084026931612773,-0.006638189968219948,-0.005287304693054711,-0.0027066936222547647,-0.0036180833086238645,-0.022099391540660318
LP68290295,-0.014421317939753703,-0.006232947775228337,-0.00794573393825289,-0.008110852693752318,-0.0193351286993823,-0.006966790176216695,-0.012957265947799062,-103.82113267431959
LP68286142,-0.0072860241305271285,-0.004854843513368237,-0.0053679119321811625,-0.010175402793369424,-0.008324710484060131,-0.005427638253580153,-0.006376897495968467,-0.022520456192689404
LP68291003,-0.018291477160371706,-0.010495069359722893,-0.013504396721643932,-0.012336169449244195,-0.022360440163994563,-0.011730010371851585,-0.02268949637669445,-28.64031062936603
LP68290685,-0.008989233824605408,-0.00746238921494058,-0.008394346926386903,-0.02012118443775383,-0.014426674826782178,-0.008338837380814356,-0.01024286785612848,-0.05554994136401934
LP68286130,-0.015341959334565588,-0.009743549825722873,-0.011552196754128347,-0.06056635021291262,-0.021207506769103105,-0.010878548754792397,-0.015623548137883065,-0.5071433105059211
LP68286131,-0.021200000000000045,-0.014196323366249538,-0.016629568461562088,-0.05990279154350481,-0.030173632549997602,-0.015846369701328026,-0.02191636080337365,-0.25518687895777165
LP68284037,-0.03613581642179744,-0.0258313749894983,-0.028793315320064253,-0.06151444323036936,-0.039986720139862465,-0.028902984649504315,-0.03461962257750548,-0.1365813208695055
LP68295317,-0.03739741094847281,-0.027836113353964513,-0.030987582378046934,-0.06289150218491693,-0.05037773838911686,-0.031117256672159123,-0.03718579799288447,-0.18086285181968279
LP68293674,-0.030954851763507398,-0.020960107054378067,-0.023585879390102114,-0.06438527165769209,-0.038050077824625154,-0.023446125200764438,-0.028789579372114293,-0.16687268539762895
LP68329026,-0.0020610994202749054,-0.0014010187696949377,-0.0016590676741698766,-0.1737610660319803,-0.0053760763139789535,-0.0015639479567650832,-0.002238216896617126,-426.2999766827319
LP68286144,-0.027913043478260815,-0.022027461970700858,-0.02431621011053743,-0.04327190188184924,-0.03712537350139752,-0.024636175696819963,-0.028821134003113216,-0.09252102622076819
LP68337097,-0.009585475782390598,-0.014470664761411352,-0.015058738197487638,-3.8904939663479126,-0.029055200397840892,-0.016148790400180094,-0.01681882028170621,-3439.199508703401
LP68335011,-0.00884682645818331,-0.00567795318111581,-0.006813257373724745,-1.8751337840672413,-0.012206531964552634,-0.0063499336590615565,-0.009447360237959149,-15497.250226182208
LP68285315,-0.00030039050765996934,-0.0008783400806666938,-0.0009897944851672068,-0.010258251593512643,-0.0022298812075726066,-0.0009801525614049047,-0.0012117928493705792,-8.649965281982956
LP68298280,-0.00913471190524002,-0.008163380524271489,-0.009020892414339373,-0.017270066491793783,-0.015570649176931375,-0.009126329190869416,-0.010707595502005205,-0.05096291867009783
LP68285325,-0.02554272149655814,-0.01858054601786058,-0.02070574930417251,-0.04047389000432018,-0.03604277385731829,-0.020778262949250153,-0.02488661652196878,-0.09569648086094933
LP68292344,-0.050956783487422004,-0.025258794683515554,-0.03212477962342356,-0.047915033557468754,-0.07156389247191136,-0.028216772318166033,-0.05211138405815527,-20.225516135378044
DU13.DE,-0.0010933306828347026,-0.0009193595223068592,-0.0010294117025273987,-0.3661241269747481,-0.002236879939675686,-0.0010254602829939325,-0.0012470516579520155,-504.85430677907567
LP68459508,-0.04545838614279675,-0.029523454022860877,-0.03480220366123392,-6.2108309079538175,-0.050437353138291494,-0.03299794197540569,-0.046421546379588945,-25379.813775148556
LP68297663,-0.03245714285714289,-0.02370909092531217,-0.0270930543484746,-22.4934479548573,-0.04787641219758118,-0.026491145898422438,-0.033981323256678284,-737185.268874586
LP68298311,-0.011899999999999977,-0.009244483396895896,-0.010169811234356325,-0.019299392368720712,-0.015756023578670793,-0.010327714404512902,-0.011994297003942628,-0.04383390092055879
LP68314986,-0.013026355649803152,-0.009550844595096622,-0.010593116866342468,-0.01970573658408607,-0.025516588234900123,-0.01066884320126425,-0.01264176472977899,-0.050370131998343226
LP68292346,-0.010593220338983097,-0.006712893458178878,-0.007885325949545725,-184.99113903197178,-0.015536014630674902,-0.007507030092525134,-0.01043395788656763,-147509.83372480937
LP68292348,-0.029494269455798774,-0.0216848864614573,-0.024240277624352366,-0.048468699994798706,-0.03798031686570122,-0.024265621992932918,-0.029273720467219422,-0.14679563696855172
LP68293899,-0.03614489979020812,-0.02236283557570415,-0.02580876941082398,-0.07275799930581549,-0.04657473723273686,-0.025017575354865706,-0.03295322370617168,-0.3726762462426645
LP68298312,-0.009508716323296414,-0.006765961585228293,-0.0075742251753452014,-0.016074775275862173,-0.013258297424328755,-0.0075596327957604004,-0.009169747998882476,-0.03695883584517146
LP68295384,-0.03330689928628072,-0.023051308997428133,-0.025744677472530633,-0.05311305258091257,-0.04727288718160687,-0.025764197297763504,-0.031050815009325564,-0.12765263158723053
LP68293639,-0.0313699750946315,-0.022583772883819138,-0.025033251848004357,-0.05048256282666397,-0.04132549714968922,-0.025253578909482734,-0.029847949327850936,-0.11076063301467595
LP68298322,-0.026295610121962753,-0.017861382889711598,-0.020365807962998868,-0.04526325982323623,-0.036119087697135614,-0.02002649634961537,-0.02540482916703202,-0.12434622504789174
LP68295325,-0.04181184668989552,-0.02635155689515965,-0.029144726181994273,-0.054789059294947026,-0.04946759164183989,-0.029447544956624876,-0.03463656000265904,-0.12602021615231948
LP68308198,-3.0150650077125862e-05,-2.0212721666255406e-05,-2.1367331567213946e-05,-0.011457433055582108,-3.3465607632312344e-05,-2.2150001921030317e-05,-2.3858380329574503e-05,-34.537834009049185
LP68295385,-0.013696024348487709,-0.009280909761053495,-0.010575506406175723,-0.028087282854764674,-0.017718473146873633,-0.010365310041486385,-0.013198684472046697,-0.09393482970210329
LP68333059,-0.00522254088050311,-0.003831711268898552,-0.004269598455035086,-0.008313463472979675,-0.006261217659261433,-0.004279722747236489,-0.005131473102186334,-0.018916314110085874
LP68331747,-0.02884121933695989,-0.011207289491164334,-0.014441778304816725,-0.008983567284845112,-0.029393260105001786,-0.012522264700182426,-0.024410272927904524,-14.221886972873799
BBEU.PA,-0.030698530586678752,-0.023892013372310592,-0.02681335194870284,-0.05309434700489359,-0.05109345130167096,-0.026720207308849872,-0.03258806782345305,-0.13851355339873705
LP68333062,-0.008088012354388637,-0.008324647546183821,-0.009165818213922932,-0.011470108979151905,-0.014633271426051244,-0.009272749736713229,-0.010820621133458755,-0.029686974631987346
LP68329033,-0.0039237876145597735,-0.004402945135407924,-0.005181443367523565,-3.388110065592539,-0.01627161771937696,-0.004931492663511705,-0.006872063638902595,-32496.047747311048
LP68344667,-0.01417405780607776,-0.010018278778059093,-0.011605880865548176,-0.06659291261115395,-0.019728556334516045,-0.01118758541385636,-0.01494683302350121,-0.500732206097011
LP68335656,-0.037858762623620285,-0.026835325674069037,-0.030229033279593184,-0.0663065615401281,-0.06488923458115362,-0.029986396417810087,-0.036972171073744516,-0.2403423402284614
LP68337663,-0.021075396570547775,-0.013964629877818355,-0.016041812847131805,-8.892085408695786,-0.037939578803736586,-0.01559498944799329,-0.020324171401472354,-173411.13620430062
LP68337643,-0.00883175999102948,-0.005685322967198281,-0.006595633545755938,-4.208942208560976,-0.02024558972689484,-0.0063396212320854,-0.008528269122727649,-52240.67652920281
LP68337292,-0.009366065266686412,-0.008112824988214728,-0.008866677879198618,-0.013483835717959679,-0.01594230099537792,-0.009061009319507976,-0.010365159268867512,-0.03382271637106319
LP68337295,-0.009938140148058047,-0.008493400589323933,-0.0091931247727389,-3.6107181253034755,-0.012443800695505346,-0.009484830270414643,-0.010618394431041334,-1911.1680490374738
LP68339956,-0.07858451451161887,-0.04209478520848199,-0.05366514837635077,-0.008140378652569426,-0.11698091256957527,-0.04709421629702175,-0.08725420134611633,-4.964863894063381
LP68338452,-0.04224173985780015,-0.024459215059830088,-0.03178694070278324,-0.011814903636224436,-0.06037587720313884,-0.027345598372175556,-0.05515875487434338,-3.1770936404991934
LP68336629,-0.005566801619433169,-0.004829468231599438,-0.005428825397641079,-0.011466666581726764,-0.01205221290253465,-0.005391550382385613,-0.006618079687052555,-0.028244330676418523
LP68336855,-0.008626961854277086,-0.006736895773712519,-0.007783108380397856,-0.026282184621707207,-0.01703721166266363,-0.007509020496264184,-0.009983197833176591,-0.09781674924566518
LP68335788,-0.016023166023165992,-0.009624965941685108,-0.010847023815590492,-0.021073604761190644,-0.01663769527675513,-0.010760417373770802,-0.0132749619220301,-0.05256708203211434
LP68343048,-0.005657984586869557,-0.004468193429514195,-0.0049179064877605165,-0.007670207287518741,-0.00900293495286171,-0.004991720175499116,-0.005804241269241363,-0.0177554182917031
LP68335657,-0.012099411379986914,-0.008309200777047122,-0.009480077917870913,-0.025201328004258707,-0.01748492810959046,-0.00928413234173253,-0.011855965518975976,-0.07487675304554733
LP68335793,-0.03384085528500574,-0.02796826898147066,-0.03035169024828148,-0.05004333859105881,-0.03868119446829862,-0.0312701897896532,-0.035179124603932604,-0.10712202319029793
LP68339038,-0.012903833474616225,-0.009372267869819564,-0.010193495721115409,-0.017496114973969894,-0.015754433993719136,-0.010482264889728239,-0.011847471765505973,-0.03642623332455412
LP68337622,-0.02123633305298581,-0.014041607016080187,-0.016122952946083104,-5.7548539505703795,-0.03806732693010306,-0.015672786907511917,-0.020415795958100447,-332469.8562109169
LP68337759,-0.01993588459226603,-0.015466783865842255,-0.01692568796632102,-0.027092617231749744,-0.02470691160408764,-0.017258590161367604,-0.01981625783767456,-0.058431459633587216
LP68337760,-0.008824424383811792,-0.005716511973463636,-0.006626313306847502,-3.1175968206723823,-0.020311940055309688,-0.006370867171257422,-0.008557403401670062,-5372.798097943179
LP68337763,-0.01672439386442353,-0.010441237287780854,-0.011907229988335457,-0.02145976171525129,-0.029255550522971557,-0.011646088371323974,-0.014891591281832863,-0.05233404186379094
LP68340147,-0.006354649989913208,-0.004831430762864089,-0.005391890812237667,-0.009160158145306137,-0.013444133753979485,-0.005381691957756861,-0.006498260854788281,-0.020442088014735207
LP68339291,-0.011062925922648022,-0.007504643791948032,-0.00838142096959031,-0.013599890692819656,-0.01750060318276043,-0.008396020197561525,-0.010107742030226683,-0.031410692438724686
LP68339292,-0.0047670006810001855,-0.003562730100540082,-0.0039172247807858175,-0.0062847669405433505,-0.0067268653796289934,-0.0039761961092255535,-0.00461599253561107,-0.01577619491206134
LP68343582,-0.007972000777756108,-0.004412380128020487,-0.005627632177617513,-0.005265129166298688,-0.012239188907983554,-0.004929094455975473,-0.00920914184659344,-23.090198841137738
LP68338467,-0.006284367635506683,-0.003955830394155991,-0.004596200533978143,-0.010655510726273952,-0.007487751992067085,-0.004418397311529005,-0.00595324275244094,-0.025556681311638556
LP68339295,-0.02947569776541171,-0.0239332892737973,-0.026020560955223114,-0.04355104594609729,-0.035298410402850665,-0.026771008838162705,-0.030229776603146137,-0.08995420686570364
LP68339296,-0.029975777149777946,-0.021634672272456107,-0.02419393353408556,-0.050243351186292626,-0.03669623704884237,-0.02419785392446054,-0.029237854317762796,-0.1233735215348614
LP68347776,-0.008914428669372441,-0.004381635582335297,-0.005112104301443887,-0.014780807475860809,-0.010445380126390192,-0.004899117308768711,-0.0066714533507914705,-0.040041586879229076
LP68346140,-0.0027141924759783455,-0.001474008608034441,-0.0017630763153900914,-0.00363277994795306,-0.002989675616495,-0.0016467513825728726,-0.002430310711742583,-0.008882055382560806
LP68337766,-0.03300551333631357,-0.023996884393654404,-0.026784644954456205,-0.06136473529982872,-0.05089033525461458,-0.026809278913927436,-0.03227617310597648,-0.1684927399708099
LP68349167,-0.010082493125572817,-0.0070879362099053895,-0.007948586244387058,-0.012822640234713079,-0.013217720066845304,-0.007920405533077395,-0.009650021906734136,-0.030296351446880015
LP68349168,-0.019794229478863744,-0.012692000948187192,-0.014221873545716099,-0.02977520683749587,-0.02252743099834148,-0.01417978649541535,-0.017244641479358364,-0.07201351761559956
LP68349170,-0.005126293223972517,-0.003521892383363292,-0.003869870300052556,-0.006179106183287438,-0.005977053412275336,-0.003941387749927854,-0.004557846644917812,-0.016212188712321576
LP68341411,-0.018329204231216027,-0.009400522909185773,-0.01195548915649916,-0.025548381498239573,-0.02604546214562059,-0.010509471484758197,-0.019342057631765032,-109.61677596079022
LP68340569,-0.004975124378109493,-0.0026397345639034638,-0.003089026299913919,-0.01049974509542319,-0.007563329831967731,-0.002952507746130568,-0.004054741224003225,-0.0502708093626103
LP68341936,-0.002530146264749655,-0.0017124701967598493,-0.002016677223321559,-0.005090015489729943,-0.004032052967537609,-0.0019138089205946631,-0.002684635028913659,-0.017318240401767406
LP68341412,-0.003377546105666228,-0.0015594802296022123,-0.0017752832355360491,-0.002918519940049636,-0.003883525631055974,-0.0017378104217604254,-0.002213997622622784,-0.007563750405289615
LP68343585,-0.0068595228930408364,-0.006013610494835245,-0.006600041176897943,-0.008735838234416274,-0.012684489271309317,-0.006705271875688158,-0.0077570247516171986,-0.019715999800219795
LP68341789,-0.04652208201892744,-0.09110967945798032,-0.1003479784299789,-0.00888589873409447,-0.3368770768752937,-0.10156915163096857,-0.11852567938606655,-4.988142722550932
LP68337946,-0.017689829143172145,-0.014870407526950022,-0.016060765761664136,-0.027941545738691745,-0.02077131467404601,-0.016606856655324125,-0.01850495445975081,-0.059242119570267524
LP68347950,-0.002925002925002925,-0.0022580793958978653,-0.0025429681868651983,-0.003390131821364049,-0.004608573531001273,-0.0025263004660112925,-0.003107957101223055,-0.008146364542000465
LP68338893,-0.013807285546416087,-0.006518195977981357,-0.008315396444517691,-0.010009477779516038,-0.017297982689792043,-0.007287892310308835,-0.013575928775738565,-3.2091943822761926
LP68344668,-0.036064596865502646,-0.025400869526646302,-0.02910612192400502,-0.06968075201141477,-0.04722550022038816,-0.028383576907209235,-0.03669031258802016,-0.2792663461565369
LP68352419,-0.04163306977290778,-0.02389961022472778,-0.029417138077373627,-0.3339919163184778,-0.05884468453500241,-0.026723710348618618,-0.04341356906962411,-231.90493760159066
LP68353402,-0.026289078359723807,-0.0139617242219748,-0.017959371439147147,-0.01257647768837496,-0.031389559587517976,-0.015605007071081504,-0.03014003474779021,-20.55777611634463
LP68432371,-0.002295985949350862,-0.0012526679986360261,-0.0014430929133461012,-0.0029884772159896574,-0.0027756281998298628,-0.001404146650886611,-0.0018341590202141929,-0.009078922610984377
LP68348427,-0.015630627386011783,-0.013400201403225547,-0.015086768025988016,-0.03312479709986794,-0.01881684982886496,-0.014980968542942173,-0.018433538665049543,-0.08889227730432715
LP68347309,-0.009799959587795502,-0.005380591849216803,-0.0068926999038661126,-0.01203468265849066,-0.014018295266839413,-0.00601407686545109,-0.011413306753306303,-7.432617408963071
LP68367951,-3.0152878107264357e-05,-2.924453276359077e-05,-2.962816488015099e-05,-0.009869845794752885,-3.516898418557716e-05,-3.163049048468099e-05,-3.19543619726938e-05,-5.734610796754121
LP68347777,-0.0113716413404449,-0.006364906221550564,-0.007640827766382409,-0.009819776300463132,-0.018178219144007326,-0.007111910112416157,-0.010618993962493464,-1895.299944926998
LP68347188,-0.03339261888732488,-0.022237361749943802,-0.02534656302144141,-0.05910380522424218,-0.04942175322924373,-0.02483266350222594,-0.0316518344974167,-0.14907083157469248
LP68350834,-0.013256254360609971,-0.009816324090542785,-0.011077371628843997,-7.31688447162572,-0.015130986006050421,-0.01097041210394581,-0.01358843537538603,-2152.584141083711
LP68347901,-0.0028317672802162294,-0.0019053201973266345,-0.0021683581638085375,-0.0040241961350856855,-0.003795029934859728,-0.00213819312041746,-0.002695121825816184,-0.009684386434334452
LP68347953,-0.00499177999058147,-0.0033580944589124318,-0.0037290270001964516,-0.005294980805764588,-0.008113776360024827,-0.0037510136280228474,-0.00445823034105281,-0.013216185402454266
LP68352424,-0.028596961572832844,-0.016583597993212556,-0.021254787112846018,-0.011205477747638207,-0.04305191703633524,-0.01855045386740132,-0.03515119343882539,-8.069690822993017
LP68352130,-0.0035285815102328293,-0.0021291962439835594,-0.0026458597188802704,-0.009141758583475303,-0.005445820372439914,-0.002380927637107904,-0.004003639043122825,-1180.4759352183205
LP68348306,-0.01739396055157974,-0.013740546018405497,-0.015378536574743895,-0.02900073310750432,-0.02989540302252668,-0.01536837981320471,-0.01860866084430129,-0.0658233727797745
LP68348805,-0.03270282588878765,-0.022457716391296317,-0.025273113617781222,-0.0456136031402664,-0.04614183340870994,-0.02509046286008946,-0.03086163159397671,-0.12407006768981643
LP68352425,-0.02608670175863484,-0.018373219841332427,-0.020577463619996628,-0.04116619506255742,-0.0321075941194463,-0.020548044713865867,-0.02492683319840463,-0.1022531578897471
LP68459514,-0.0053456872675198795,-0.003409247646857315,-0.0039496562835039,-0.009349012112264785,-0.007583641547273749,-0.0038164367659502163,-0.005078102097538931,-0.02429863974008025
LP68348310,-0.00825047784382841,-0.004828197346464536,-0.005766048408774032,-0.01930548692604663,-0.01063578055501749,-0.005418246087978266,-0.007874549516124197,-0.09346593937197542
LP68353409,-0.008935434281321989,-0.008102912155287722,-0.008752977611061337,-0.015903270622098543,-0.01061346954551931,-0.009052623356350287,-0.010088350938490835,-0.03682890505177851
LP68353415,-0.009772951628825221,-0.008353181483150963,-0.009021808681156084,-0.015430569326023316,-0.011424594873531766,-0.00932972712805666,-0.010395196024842493,-0.03155845270605029
LP68362801,-0.0186071880434734,-0.01463537598133655,-0.016376194034383763,-0.02867801754415039,-0.037070297828653696,-0.016369086140024976,-0.01980852333106394,-0.09286287389731371
LP68350839,-0.03750205153454778,-0.019222730923993635,-0.024542600950223023,-0.663926881992084,-0.05182846561556375,-0.02150084154769195,-0.040115887726712846,-287.0196275248889
LP68362914,-0.019542101733882617,-0.013990022194049496,-0.01563322179034912,-0.026018633335969002,-0.032228564779547775,-0.015658913919961392,-0.018868769983654086,-0.05902082298768496
