,assetmanager,staticfund,CAC 40 net return close,FR0000051732,FR0000120073,FR0000120172,FR0000120271,FR0000120404,FR0000120503,FR0000120578,FR0000120644,FR0000120693,FR0000121014,FR0000121147,FR0000121261,FR0000121329,FR0000121501,FR0000121972,FR0000125007,FR0000125338,FR0000125486,FR0000125585,FR0000127771,FR0000130577,FR0000133308,FR0004035913,FR0010208488,FR0010220475,FR0010242511,FR0010533075,FR0010613471,FR0012942647,FR0013176526,FR0013181864
2007-01-19,41.72,45.92193576252244,50.30344890242777,43.99,56.07317626,38.58589609,51.95,43.94642175,52.05,71.25,54.068853000000004,67.82436106,71.2870557,40.25634795,67.63694,40.1,33.63025533,46.50415,64.45772025,49.62,51.93415425,62.7100164,31.0161311,32.16,21.99,71.45,33.73,47.75,48.07744585,14.897718,18.1,1.889,12.11998788,178.2460362
2007-01-22,41.54,45.714916767650294,49.990590847826276,43.05,55.82465249,38.12290028,51.65,43.53602715,52.05,70.4,53.88013100000001,67.36202731,70.79138085,40.94449065,67.92681259999999,40.0,33.78948949,46.18257875,63.54922525,49.38,52.23120375,62.755164,31.04516336,32.42,21.73,71.65,33.68,49.175,48.9583248,14.897718,18.1,1.889,12.13998786,183.68774009999998
2007-01-23,41.54,45.73474319661789,49.94840427944005,43.62,56.47702739,37.78220525,52.05,43.8438231,51.4,70.5,54.0216725,67.36202731,70.2055833,40.52395900000001,68.4582457,40.0,33.82133633,45.613645,63.5038005,49.0,52.72628625,62.303688,31.19032466,32.23,21.55,71.0,32.74,48.125,48.9583248,14.897718,18.1,1.889,11.89332144,182.4784726
2007-01-24,41.8,46.06404788707636,50.51284208857837,43.03,56.72555116,38.37623761,52.3,43.7070249,53.7,71.2,54.870921499999994,68.84149531,70.3858287,41.059181099999996,69.9559208,40.05,34.23534515,45.6631175,63.8671985,49.1,52.67677800000001,60.1366032,31.10322788,32.57,21.79,71.7,33.45,48.7,49.09741095,14.897718,18.1,1.889,11.8999881,185.3807147
2007-01-25,41.65,45.91209898600114,50.254118331219935,43.24,55.23440853,37.52013215,51.95,43.05723345,53.05,70.9,54.587838500000004,73.04873243,70.79138085,41.02095095,69.4244877,40.2,33.12070601,46.28152375,62.91327875,49.13,52.082679,60.226898399999996,30.72580850000001,32.83,21.55,72.85,33.34,47.85,49.143772999999996,14.897718,18.1,1.889,11.83665483,182.5993993
2007-01-26,41.52,45.75422870452087,50.01313140845308,42.86,54.98588475,38.46359531,51.7,42.81783660000001,52.75,69.95,54.6821995,73.04873243,70.2055833,40.94449065,69.52111190000001,39.6,32.99331868,45.68785375,66.00216175,48.43,51.587596500000004,60.226898399999996,30.72580850000001,32.61,21.37,72.5,32.86,47.375,49.00468685,14.897718,18.1,1.889,11.71332162,182.3575458
2007-01-29,41.68,45.912308994642046,50.34822209252526,42.83,56.04211079,38.874176500000004,51.65,43.19403165,53.3,69.0,56.23915600000001,73.55729955,71.2870557,41.32679215,70.2941055,39.8,33.18439967,45.93521625,66.45640925,48.82,52.52825325,60.5880792,30.967744,32.7,21.18,74.0,33.3,47.275,49.46830735,14.897718,18.1,1.889,11.7333216,181.39013180000003
2007-01-30,41.81,46.05062919714478,50.58021742553389,43.97,55.60719419,38.90038381,51.85,43.5018276,53.3,68.55,56.144794999999995,73.69599968,73.4500005,42.129625299999994,69.7143603,39.78,32.92962501,46.52888625,66.18386075,49.24,52.82530275,60.723521999999996,31.21935692,32.76,21.29,73.95,33.4,47.65,49.514669399999995,14.897718,18.1,1.889,11.77332156,180.1808642
2007-01-31,41.66,45.618389592468226,50.24617370739245,42.91,55.51399777,38.612103399999995,51.8,43.5018276,51.85,67.45,55.767351,72.63263206,72.90926429999998,41.09741125,67.83018840000001,40.39,32.13345419,45.83627125,65.775038,48.7,52.181695500000004,60.1366032,30.56129236,32.95,21.2,74.9,32.99,46.85,49.56103145,14.897718,18.1,1.889,11.66998833,184.1714471
2007-02-01,41.9,46.0092030248185,50.72937927755058,44.18,56.04211079,38.71693264,52.65,43.6386258,52.8,67.7,55.814531499999994,71.75419793,73.13457105,41.40325245,68.0717489,40.64,32.48376935,46.50415,66.00216175,49.56,53.072843999999996,60.40748879999999,30.40645364,33.03,21.26,77.5,33.98,47.825,50.534634499999996,14.897718,18.1,1.889,11.75332158,186.3481287
2007-02-02,42.02,46.086570375972244,50.86425312392406,44.27,55.79358702,40.06224122,52.65,44.97240825,53.15,67.65,56.050433999999996,71.75419793,73.13457105,41.32679215,68.0717489,40.54,32.61115668,46.08363375,66.138436,49.15,54.063008999999994,61.4458836,30.71613108,32.6,21.09,78.3,34.2,47.875,50.39554835,14.897718,18.1,1.889,11.866654800000001,186.83183569999997
2007-02-05,42.05,46.16523142597948,50.89843348225158,43.32,55.82465249,40.45535087,53.0,45.827397,53.45,68.1,55.814531499999994,71.75419793,72.68395755,39.0712133,68.0234368,40.49,32.38822885,45.83627125,66.54725875,48.48,54.11251725,61.2201456,30.39677622,32.85,21.23,78.8,34.25,48.25,50.85916885,14.897718,18.1,1.889,11.87665479,186.58998219999998
2007-02-06,42.03,46.18084694849848,50.8596341565825,45.03,55.79358702,40.49029395,52.75,45.79319745,53.0,68.25,55.90889250000001,71.89289806,72.77408025,40.982720799999996,68.5548699,40.41,33.216246500000004,46.2567875,65.775038,48.05,53.46891,61.174997999999995,30.51290526,33.16,21.25,80.1,34.35,47.875,50.998255,14.897718,18.1,1.889,11.95998804,186.227202
2007-02-07,42.14,46.297351494186714,51.09458562868972,44.9,56.10424173,40.59512319,52.85,46.9217826,53.1,67.8,56.144794999999995,71.52303106,73.2697551,40.371038399999996,68.31330940000001,40.68,33.05701234,46.702040000000004,65.45706475,48.99,53.666943,61.0395552,30.31935686,34.8,21.46,78.9,34.89,49.65,52.4818406,14.897718,18.1,1.889,11.92332141,186.227202
2007-02-08,41.97,46.06323962011513,50.754999149738424,44.2,55.57612871,40.08844853,52.3,47.09278035,52.6,67.8,55.34272650000001,71.38433093,73.6302459,40.1416575,67.8785005,40.41,31.942373200000002,46.702040000000004,66.36555975,48.47,53.51841825,60.452636399999996,30.02903426,34.2,21.3,76.15,34.58,48.9,51.4618755,14.897718,18.1,1.889,11.85332148,186.71090900000002
2007-02-09,42.06,46.30789894082474,50.99998917753462,44.65,55.42080136,40.33305009,52.75,46.61398665,53.5,67.5,55.531448499999996,71.75419793,74.62159559999998,40.2945781,68.6998062,40.34,32.42007569,46.97413875,66.72895775,48.9,53.61743475,60.5880792,30.32903428,34.48,21.45,77.35,34.79,49.2,51.5545996,14.897718,18.1,1.889,11.98998801,189.61315109999998
2007-02-12,41.82,46.046565189565584,50.5654367300409,44.03,54.830557400000004,40.37672894,52.1,46.64818620000001,53.05,67.8,54.82374100000001,71.43056431,73.7203686,40.52395900000001,67.8785005,39.9,32.13345419,46.18257875,65.956737,48.94,53.12235225,60.497783999999996,30.12580846,34.54,21.31,81.05,35.03,48.75,51.6473237,14.897718,18.1,1.889,11.866654800000001,187.194616
2007-02-13,42.0,46.24894833230416,50.912598315432355,43.78,54.76842645,41.931696,52.5,47.29797765,54.2,66.8,55.814531499999994,72.81756556,73.900614,40.982720799999996,69.03799090000001,40.0,32.73854401,45.9599525,66.81980725,49.58,52.92431925,60.723521999999996,30.290324600000005,34.33,21.39,84.0,35.26,48.9,52.3891165,14.897718,18.1,1.889,12.40332093,187.194616
2007-02-14,42.2,46.7488548015213,51.29911350257388,44.99,54.98588475,42.62182183,53.25,48.1529664,54.85,66.55,56.710961,72.67886543,74.66665695,41.93847455,72.4198379,40.0,32.86593134,46.87519375,67.77372700000001,50.75,53.5679265,60.904112399999995,30.27096976,34.5,21.48,83.2,35.58,48.825,52.76001289999999,14.897718,18.1,1.889,12.52998747,196.8687564
