,assetmanager,staticfund,CAC 40 net return close,FR0000051732,FR0000120073,FR0000120172,FR0000120271,FR0000120404,FR0000120503,FR0000120578,FR0000120644,FR0000120693,FR0000121014,FR0000121147,FR0000121261,FR0000121329,FR0000121501,FR0000121972,FR0000125007,FR0000125338,FR0000125486,FR0000125585,FR0000127771,FR0000130577,FR0000133308,FR0004035913,FR0010208488,FR0010220475,FR0010242511,FR0010533075,FR0010613471,FR0012942647,FR0013176526,FR0013181864
2008-06-17,37.8,38.26758336228095,44.46014728420152,36.2,58.68701917,37.75599794,52.45,32.35961421,45.36,42.05,48.4166291,63.91301754,65.22179799,21.98233625,49.62618912,39.46,23.72589036,39.76,40.11005425,41.43,41.3492904,72.25421904,24.81290488,23.21,18.555,65.7,42.27,81.95,57.859838399999994,10.34,18.1,1.889,7.60999239,184.0505204
2008-06-18,37.46,37.715238208447744,43.81897303096213,35.93,58.19494215,37.76473371,51.59,31.52514519,44.71,42.43,48.124109999999995,63.24725694,64.50081639,20.88130793,47.31687074,38.7,23.2609266,38.905,38.67463215,41.01,40.398732,71.53185744,24.66774358,22.71,18.145,64.47,42.36,80.735,57.91547286,10.14,18.1,1.889,7.30332603,183.022643
2008-06-19,37.24,37.40932856072048,43.5593870663666,36.8,57.96257245,37.39783137,51.655,30.73171563,43.47,41.94,46.58602570000001,62.04518919,63.41033172,20.95776823,46.94969878,37.94,22.64309805,38.49,38.0477706,40.13,40.84430625,70.22257704,24.79838875,22.43,17.95,64.0,42.8,80.96,58.77780699,10.29,18.1,1.889,7.22332611,184.0505204
2008-06-20,36.88,36.79444845551294,42.780321241423906,39.39,57.11510647,36.57666899,51.66,29.9588058,42.2,41.46,44.85921939999999,61.15750839,61.643926799999996,21.0265825,45.45202368,37.66,22.03800823,36.925,36.34888495,39.0,40.09178085,69.51827448,23.92742095,22.0,17.595,62.83,41.11,78.925,57.24785934,10.22,18.1,1.889,7.25665941,181.5715219
2008-06-23,36.88,36.815497012926656,42.80021359410822,37.74,57.33380736,36.690234000000004,52.725,29.62365021,41.89,41.54,44.5289559,61.78628229,61.39158324,20.644281,43.964011,37.33,21.55393637,37.08,36.36705485,38.11,40.002666,68.95844424,23.86451772,22.17,17.74,62.59,41.63,78.08,56.89550776,9.97,18.1,1.889,7.48332585,176.6739884
2008-06-24,36.72,36.48666344782064,42.44344455664632,37.06,57.4089858,35.6419416,52.47,29.50737174,40.87,42.02,43.5570376,60.64894127,60.19295133,20.52194452,43.70312566,37.06,22.04437759,36.36,35.89463745,38.36,38.76495975,68.624352,23.63709835,21.39,17.855,61.2,40.95,75.45,55.76427374,9.99,18.1,1.889,7.4333259000000025,174.6786969
2008-06-25,37.08,37.078380141697764,43.03670472199596,37.05,58.60500634,36.29712435,52.315,29.9588058,42.19,42.74,44.991324799999994,60.67668129,61.23837465,21.638264899999996,46.379616,37.71,22.50297198,36.355,37.6843726,39.0,40.398732,69.55439256,23.96129192,21.97,18.13,62.94,40.91,74.47,55.63446,10.28,18.1,1.889,7.57332576,182.5993993
2008-06-26,36.6,36.337856692406476,42.00094748532512,37.28,57.67552752,33.09109676,51.88,29.65100985,40.79,42.87,43.1984658,60.57496787,59.59814151,21.1030428,43.35527854,36.81,21.53482827,34.95,36.91215185,38.11,38.6956482,68.95844424,23.51129189,21.25,17.805,60.8,40.9,72.605,54.86484997,9.95,18.1,1.889,6.89332644,173.4694294
2008-06-27,36.41,36.23255716611522,41.72695034262393,36.43,56.86223355,30.49657307,52.91,29.19957579,42.05,42.16,42.169930900000004,59.40988682,59.52604335,20.88130793,43.94468616,36.12,21.27368424,35.005,37.29371975,37.17,38.46791025,63.26081712,22.94516282,21.07,17.455,61.27,40.61,73.15,54.985391299999996,10.09,18.1,1.889,6.80665986,176.25074469999996
2008-06-30,36.55,36.55932635167822,42.08920055466447,35.17,57.32013856,31.41382892,54.2,29.02173813,42.16,42.43,42.085006,60.33455432,60.00369366,20.52194452,44.09928488,36.2,21.9679452,34.305,36.10359129999999,37.44,38.616434999999996,65.01254399999999,23.3225822,20.58,18.71,61.74,40.82,73.335,55.94972194,9.84,18.1,1.889,6.7999932,181.6924487
2008-07-01,36.08,35.947000084959086,41.200572824380046,35.6,57.27229774,30.37427229,53.02,28.94649912,41.26,41.73,41.7547425,56.45095082,59.60715378,19.8032177,44.36017022,35.72,21.17814374,33.645,34.76810365,36.96,37.3292205,64.76874696,22.91129185,20.05,19.16,60.85,40.85,73.945,54.51249839,9.5,18.1,1.889,6.67665999,172.5020153
2008-07-02,35.86,35.70482384477707,40.77605893257531,34.83,57.02625923,29.53563837,52.285,29.43213273,40.86,43.06,40.480869,55.22114305,59.27369979,19.30622575,44.29253328,34.59,20.83419795,33.35,32.66039525,36.58,36.24994065,65.02157352,22.90645314,19.52,19.825,61.79,40.45,73.67,54.55886044,9.0,18.1,1.889,6.53999346,163.9162158
2008-07-03,36.23,36.2599197814286,41.22693173134254,35.02,57.88055961,29.82391878,51.535,29.0012184,42.3,44.94,41.2640653,55.65573677,60.21998814,19.39797811,45.7032466,34.75,20.90426098,33.82,34.3592809,37.8,37.4084337,65.04866208,23.46290479,19.7,20.115,63.8,39.96,76.17,53.62234703,9.35,18.1,1.889,6.45332688,158.3535851
2008-07-04,35.89,35.709321351660776,40.48672681830015,34.5,57.21078811,28.99402063,51.25,28.727621999999997,41.42,44.69,40.858313,53.93585522,57.0476691,19.29857972,45.16215108,34.53,20.47751343,32.75,33.250917,36.59,36.76482645,65.71684656,23.23064671,19.64,19.82,64.62,38.91,74.165,53.86342969,9.7,18.1,1.889,6.40666026,160.59073
2008-07-07,36.3,36.22117997386804,41.21362910539885,35.02,57.62085229,28.96781332,52.55,28.727621999999997,42.16,45.12,41.2074487,52.90022762,57.88581021,19.115075,46.17670518,35.11,20.35012609,33.705,33.5234655,37.19,37.8639096,63.20664,23.66613061,19.76,20.165,63.59,40.81,76.05,55.69009446,9.6,18.1,1.889,6.55666011,161.9813877
2008-07-08,36.02,35.741009281175536,40.57793602673811,34.19,57.28596654,29.38713028,51.49,28.727621999999997,40.9,46.0,41.9529006,52.23446702,57.56136849,18.4269323,44.67903008,35.47,20.0635046,32.63,32.6149705,36.85,36.3390555,62.50233744,23.64677577,19.12,20.275,62.91,40.25,70.86,52.9454611,9.5,18.1,1.889,6.44999355,154.78624580000005
2008-07-09,36.32,36.025115663785876,41.185792128887066,34.4,57.55250826,30.09472765,51.28,28.70710227,42.11,45.6,42.2926002,51.77213328,58.08408015,18.82452586,45.92548226,36.66,20.62400886,33.505,33.7233344,38.27,36.73512150000001,63.39625992,24.2419371,19.54,20.26,65.0,40.17,72.12,52.89909905,9.7,18.1,1.889,6.56332677,156.2373669
2008-07-10,35.8,34.99491445790752,40.16789489927025,33.47,56.80755833,27.5176755,49.845,27.50327811,41.18,45.44,39.7637254,50.59780555,56.11940529,18.22048949,44.34084538,36.01,20.10809017,31.65,31.69739055,36.75,35.89348125,61.310440799999995,24.13064677,18.99,19.855,64.0,39.33,67.0,51.09097910000001,9.48,18.1,1.889,6.46332687,150.6747361
2008-07-11,35.14,34.10012646974467,38.92514633946642,32.25,55.67988182,26.86249275,50.17,27.20232207,39.97,43.88,39.17868720000001,48.59127708,54.79460160000001,17.70820548,41.4517818,35.3,18.98071229,30.67,29.87131560000001,35.36,33.71511825,59.46841872,23.45322737,18.54,19.41,63.41,38.41,63.78,49.53321422,9.36,18.1,1.889,6.23666043,148.3771278
2008-07-15,34.94,33.75258340681361,38.55778447023455,32.11,55.50902174,27.68365513,48.64,26.92188576,40.12,43.74,38.98052910000001,49.31251773,54.38904945,17.10416911,42.176463299999995,35.51,18.5794422,30.675,29.635106899999997,35.03,33.33885555,58.51128960000001,23.72903384,18.35,19.115,60.9,38.51,66.1,47.73436668,9.3,18.1,1.889,5.97999402,133.62406380000002
2008-07-16,35.21,34.26141845766417,39.04480838672836,33.15,55.84390749999999,27.98940708,47.25,27.5648373,40.46,44.24,39.8769586,49.71937143,56.69619057,17.48647061,44.18624666,35.68,19.43930668,31.975,30.3255631,37.41,34.27951229999999,59.278798800000004,24.5806468,18.91,19.24,62.88,39.85,71.71,47.86418042,10.0,18.1,1.889,6.38666028,130.6613583
2008-07-18,36.16,35.57018571201089,40.81941563935473,34.59,56.79388952,29.46575221,47.625,29.92460625,44.17,45.69,41.3206819,51.3930196,60.15690225,18.14402919,44.23455876,38.15,19.97433347,34.005,34.268431400000004,40.4,36.66580995,59.85668808,25.838711399999998,20.59,19.895,65.0,42.42,71.63,47.103842799999995,9.55,18.1,1.889,6.96332637,138.0983537
2008-07-21,36.22,35.74248672725505,41.08318946767327,35.36,57.25862893,29.6142603,47.65,30.12296364,44.04,45.35,41.934028399999995,51.2080861,60.89590839,17.89935623,45.53898546,37.94,20.21000003,34.21,34.086732399999995,39.98,36.66580995,60.65128584,25.86774366,20.48,19.805,69.48,43.76,73.67,47.69727704,9.95,18.1,1.889,7.05332628,140.4564254
2008-07-22,36.26,36.093109702719914,41.084359606066464,35.58,57.87372521,30.400479600000004,49.015,30.10928382,43.04,47.01,42.160494799999995,52.5026206,60.48134397,19.35974796,44.52443136,37.96,20.35012609,34.595,33.67790965,39.13,36.96285945,60.74158104,25.04516296,19.56,19.085,68.89,42.0,75.84,48.61524563,9.69,18.1,1.889,7.04665962,139.6099381
2008-07-23,36.69,36.40567647181195,41.85794425643051,36.86,57.90106282,30.70623155,49.04,31.31994789,43.97,46.15,41.9623367,52.65981407,61.50874275,20.93483014,46.58252682,39.03,22.22908922,35.71,34.3592809,39.99,36.9529578,60.723521999999996,25.53871138,20.41,19.115,69.3,43.5,76.33,49.29213156,9.83,17.79,1.889,7.38665928,141.30291269999995
2008-07-24,36.5,35.946699047242056,41.28112761481681,35.58,56.72554549,29.98989841,47.67,30.83431428,42.38,46.38,42.3209085,54.25948885,63.13095135,19.76498755,45.68392176,37.58,20.62400886,34.545,33.3235966,38.49,36.4974819,59.504536800000004,26.11451787,20.65,19.37,68.46,42.48,73.23,47.70654945,9.8,17.23,1.889,7.05665961,137.73557340000002
2008-07-25,36.64,36.45088880403606,41.55832724154148,35.91,57.75070595,30.575195,48.375,31.00531203,42.88,47.2,45.5669269,54.88826275,62.9957673,20.0325986,46.186367600000004,38.02,21.32463917,35.13,35.71293845,38.96,37.0519743,59.16141504,25.52419525,20.58,19.4,68.67,41.8,71.73,50.39554835,9.7,16.35,1.889,7.00332633,139.48901130000002
2008-07-28,36.38,36.17449841054836,41.05763118171665,34.97,58.02408207,29.80644724,48.99,29.99984526,41.63,46.65,46.5577174,54.9807295,61.56281637,20.261979500000002,43.95434858,37.64,20.61127012,34.365,34.8680381,38.73,36.41826870000001,59.01694272,25.5483888,20.5,19.18,70.28,40.27,71.34,51.15588597,9.45,16.27,1.889,6.88665978,140.879669
2008-07-29,36.35,36.09474679743796,41.02000199444076,36.15,57.51150184,29.37839451,48.535,29.60313048,41.39,46.95,46.5105369,54.00058195,61.31047281,19.81086373,42.6595843,37.64,20.01891903,34.415,34.540979899999996,40.86,36.07171095,58.70993904,25.72742107,20.66,19.36,69.57,40.61,72.16,50.61808619,9.13,17.23,1.889,6.92999307,142.08893659999995
2008-07-30,36.73,36.578750935865216,41.78016084639867,36.94,57.82588439,29.64046761,49.19,29.548411199999997,41.95,47.3,46.048168,53.52900152,64.38365688,20.0325986,41.50975632,36.86,20.1590451,35.375,36.11267625,42.04,35.93308785,59.12529696,26.0322598,21.05,19.78,71.45,40.56,73.35,50.33991389,9.34,17.8,1.889,7.04665962,139.6704015
2008-07-31,36.71,36.2589301205178,41.702377436366845,37.25,57.59351468,28.76689061,49.4,29.45265246,41.74,45.07,45.0573775,51.90158673,63.94205565,19.8032177,41.12325952,36.42,20.08898207,35.71,36.53058395,41.25,36.1410225,58.05981360000001,26.10000174,21.06,20.37,71.01,40.34,72.42,51.87913395,9.25,18.5,1.889,6.94999305,153.2746614
2008-08-01,36.36,35.71395837417661,40.9616798334747,36.38,56.5205134,28.27768749,48.79,29.55525111,41.24,45.58,44.78373060000001,51.245072799999996,62.76144828,19.38268605,39.615922,36.16,19.73229754,33.42,34.74993375,40.16,35.73505485,56.4345,25.66451784,20.99,20.195,69.44,39.57,70.06,50.2564622,9.29,18.45,1.889,6.82332651,148.86083480000005
2008-08-04,36.21,35.4689233330049,40.641677776051594,36.0,56.57518862,28.49608174,48.27,29.548411199999997,40.08,45.4,44.821475,51.70740655,62.44601883,19.115075,39.34537424,35.66,19.74503627,33.24,34.3592809,39.91,35.08154595,56.99433024,25.88225979,20.72,20.035,69.76,38.69,69.29,50.52536209,9.16,18.34,1.889,6.71999328,142.08893659999995
2008-08-05,36.81,36.193564064282896,41.6452870000252,36.29,57.21078811,30.28691459,47.48,31.04635149,41.37,46.79,46.2085817,54.37044895,64.2574851,19.78027961,41.15224678,36.9,20.64948632,34.565,37.066596000000004,40.35,36.42817035,57.95145936,26.35161466,21.57,20.525,69.45,38.68,69.16,49.46830735,9.21,18.49,1.889,7.10332623,137.31232980000001
2008-08-06,37.09,36.707567732049824,42.23380502557084,36.48,57.4089858,30.96830465,48.05,31.83978105,42.89,46.8,46.6709506,55.24888307,64.81624584,20.53723658,42.47599832,37.19,21.22272931,35.475,38.1204502,41.1,37.4678436,60.51584304,26.2741953,21.93,20.365,71.69,37.7,70.19,49.65375555,9.15,18.42,1.889,7.55332578,141.7261563
2008-08-07,37.21,36.609795245374926,42.32021050797357,35.79,56.94424639,30.487837300000002,48.17,31.668783299999998,42.92,46.54,45.293279999999996,54.88826275,64.18538694,20.491360399999998,42.31173718,37.4,20.75776555,35.77,38.193129799999994,41.22,37.4678436,58.8273228,25.13225974,21.69,20.21,71.4,38.3,72.12,52.60238193,9.22,19.4,1.889,7.51665915,149.3445418
2008-08-08,37.47,37.172953250800326,42.64704863706218,36.05,56.75971751,32.09521898,47.46,32.29121511,44.54,48.46,46.6237701,57.04273802,65.47414155,20.61369688,44.20557150000001,38.61,21.65584623,36.12,38.338489,42.09,38.66594325,60.53390208,25.50484041,22.15,20.21,71.54,37.6,71.58,51.925496,9.31,19.4,1.889,7.80332553,146.80508
2008-08-11,37.72,37.726492467561,43.08979205330826,36.29,56.70504228,32.66304403,48.215,32.65373034,45.94,48.55,46.7558755,57.98589887,67.15943604,20.84307778,46.34096632,39.23,22.21635049,36.915,40.38260275,41.85,39.08181255,60.949259999999995,25.51935654,22.54,20.385,71.76,36.87,71.17,51.925496,9.69,19.23,1.889,8.18999181,152.30724730000003
2008-08-12,37.69,37.7540821594919,42.8997985299922,36.77,56.65036706,33.32696255,48.37,32.831568,45.56,48.58,47.218244399999996,58.43898594,66.66376119,21.1795031,47.31687074,39.43,22.58577375,36.455,40.0101198,42.25,38.7550581,62.15921568,25.90645334,22.6,20.38,73.3,36.27,68.33,51.34133417,9.89,19.01,1.889,8.17999182,147.5306405
2008-08-13,37.13,36.91177959004751,41.80313251064402,36.32,55.80290108,31.12554851,47.595,31.76454204,43.16,48.19,46.595461799999995,57.79171869,65.01451578,20.338439800000003,44.09928488,38.55,21.10808071,35.435,38.25672445,40.9,37.75499145,59.45035968,25.28709846,22.28,20.06,74.0,36.64,67.21,51.60096165,9.51,18.94,1.889,7.91999208,146.80508
2008-08-14,37.18,36.960545081221895,41.97341843996944,36.05,56.37699093,31.20417044,47.945,31.94921961,44.12,48.46,45.293279999999996,56.50643087,63.96008019,20.58311276,44.24422118,38.36,21.73227863,35.42,38.40208365,41.73,37.41833535,59.54065488,25.645163,22.28,19.85,73.2,37.21,68.25,51.98113046,9.5,19.35,1.889,7.999992,148.3166644
2008-08-15,37.42,37.41528149762183,42.283997804015755,36.36,56.34965332,32.17384091,47.59,32.41433349,44.15,49.9,45.953807,58.45747929,65.23982253,20.644281,44.95924026,39.07,22.10807126,36.06,39.47410775,42.58,37.9233195,61.2652932,25.54355009,22.29,19.78,73.32,37.01,68.6,52.16657866,9.73,19.15,1.889,8.04999195,147.4701771
2008-08-18,37.41,37.45987880102467,42.2405179247739,36.36,56.67770467,31.81567434,48.45,31.97657925,43.88,49.8,45.9066265,57.93041882,65.71747284,20.20081126,44.48578168,38.57,21.85966596,35.72,39.29240875,41.83,38.05204095,60.41651832,25.61613074,22.0,19.99,73.5,36.97,67.85,51.75859262,9.55,19.07,1.889,8.14332519,151.5816868
2008-08-19,36.76,36.43664908800746,41.13867866200318,35.27,55.632041,31.39635738,47.82,30.73171563,42.3,48.58,45.0196331,56.08108382,63.24811086,19.58912886,43.5775142,37.57,21.02527895,34.765,37.0484261,40.1,36.5370885,59.278798800000004,24.8225823,21.4,19.63,70.13,36.95,65.01,52.80637495,9.5,18.8,1.889,7.88665878,149.1026883
2008-08-20,36.89,36.68670209782839,41.45276844122909,35.92,56.04893959,30.42668691,49.045,30.59491743,42.5,48.5,44.8875277,57.45883839,63.58156485,19.39797811,42.997769,37.35,20.84056732,34.795,36.49424415,41.28,36.54699015,57.6986328,24.71129197,21.33,19.68,71.03,37.83,66.5,52.76928531,9.43,18.15,1.889,7.88999211,160.5302666
2008-08-21,36.54,36.06646360042842,40.87108648734895,35.44,55.57736578,29.48322375,49.135,30.33500085,41.49,46.75,44.4723393,55.905397,62.22972435,19.46679238,41.53874358,37.12,20.63037822,34.065,35.56757925,40.73,35.51721855,56.2539096,24.4838726,21.21,19.3,71.57,37.87,64.75,52.05530974,9.37,17.72,1.889,7.9333254,163.2511186
2008-08-22,37.01,36.799288972718344,41.781023053635764,35.95,56.24030287,30.38300806,49.175,31.07371113,42.2,47.68,45.132866299999996,57.09821807,64.05921516,19.8032177,43.31662886,38.05,21.528458899999997,35.085,37.16653045,41.48,36.68561325,58.24040400000001,25.08387264,21.65,19.65,72.19,38.51,67.56,53.07527484,9.45,17.75,1.889,8.21332512,162.8883384
2008-08-25,36.86,36.4434989126327,41.357740886455446,36.05,56.23346847,29.701618,48.495,30.93691293,41.23,47.54,45.1611746,56.25677065,63.07687773,19.40562414,42.64992188,37.71,21.57941384,34.315,36.648688299999996,41.7,36.13112085,57.77989848,24.94838876,21.64,19.55,73.1,38.23,65.65,53.223633400000004,9.45,17.81,1.889,8.20999179,160.2884131
2008-08-26,36.95,36.48104341800956,41.47814196849204,36.26,56.34965332,30.35680075,48.515,31.07371113,41.33,47.43,44.764858399999994,57.10746475,63.68971209,19.879678,42.23443782,37.34,21.20999058,34.345,36.3943097,41.35,36.31925220000001,57.48192432,25.09355006,21.7,19.545,72.9,39.09,67.19,53.56671257,9.65,18.07,1.889,7.97665869,161.9209243
2008-08-27,36.91,36.5841347472792,41.52119074411536,35.9,56.20613086,30.11219919,49.02,30.77275509,41.39,47.56,44.547828100000004,56.6081443,63.76181025,20.07082875,42.07017668,37.88,20.92336908,33.58,36.11267625,40.23,37.20049905,57.68057376,24.89032424,22.22,19.62,72.48,39.24,69.04,53.67798149,9.57,18.64,1.889,7.999992,164.3394594
2008-08-28,37.37,37.12324664006654,42.360672661885616,36.78,56.66403586,29.439544899999998,49.08,30.44443941,41.15,48.66,44.7742945,57.41260502,65.75352192,20.17787317,42.997769,38.47,21.22909868,34.63,37.47541875,40.99,37.37872875,58.50226008,25.15645329,22.61,19.98,72.3,39.88,70.86,53.89124692,9.6,18.95,1.889,8.07999192,164.6417763
2008-08-29,37.5,37.22965170501057,42.56107425827798,36.78,56.73237989,31.56233701,49.045,30.95059275,41.24,48.61,44.906399900000004,59.17871994,65.53722744,19.84144785,42.86249512,38.6,20.71317999,34.45,38.0659405,40.45,38.46791025,60.47972496,25.58709848,22.93,20.135,70.48,39.4,69.64,54.15087439999999,9.5,19.58,1.889,8.133325200000002,169.96255349999996
2008-09-01,37.47,37.17750790522358,42.461674081087665,36.88,56.65036706,30.924625800000005,47.935,30.49915869,41.285,48.69,45.406513200000006,59.00765646,65.85716303,19.65794313,45.19596955,39.05,21.40744094,34.59,37.9024114,41.195,38.042139299999995,60.35331168,25.45645331,22.86,20.17,67.85,40.0,72.025,54.12305717,9.5,19.64,1.889,8.23665843,161.0139737
2008-09-02,37.86,37.759474725667836,43.10876061252425,37.61,57.637938299999995,32.40533882,47.36,31.8055815,42.82,48.9,46.2935066,61.37018192,68.05165077,20.00966051,47.40383252,39.54,21.99342266,35.7425,39.97378,42.16,39.408567,60.30816408,25.67903397,23.72,20.49,67.31,39.99,72.85,53.223633400000004,9.51,19.2,1.889,8.33665833,157.9908048
2008-09-03,37.43,37.052189285004395,42.23565261250746,37.33,57.09460326,31.78073126,46.27,31.42254654,42.1,48.05,44.2647451,60.19585419,65.97882867,19.81086373,48.47636114,39.45,21.93291368,35.25,39.03803015,40.645,38.319385499999996,59.74833384,25.21935652,24.04,20.29,65.39,38.43,70.74,51.13734115,9.5,19.2,1.889,8.38999161,154.60485569999997
2008-09-04,36.75,35.890033581567735,40.87638290323394,36.55,55.81656988,30.5184125,45.28,30.43417955,40.23,46.2,43.5381654,60.00629735,64.2574851,19.48208444,46.28782301,38.33,21.26413019,33.78,37.22104015,38.58,36.636105,58.35778776,24.46451776,23.52,19.86,64.1,37.28,66.37,50.17301051,9.45,18.36,1.889,8.133325200000002,153.5769783
2008-09-05,36.28,35.19986770526866,39.85682284537416,36.38,54.92126308,29.70598589,44.31,29.57577084,38.27,45.8,44.028842600000004,59.9508173,62.58120288,18.98509249,45.34573706,37.65,20.40745039,32.49,36.13084615,37.77,35.39344793,56.66926752,24.15484032,23.03,19.325,64.55,36.16,65.345,48.97223342,9.31,18.5,1.889,7.88999211,147.9538842
2008-09-08,37.01,36.00578767746635,41.28143554597291,37.01,56.45216937,30.83726810000001,45.285,30.29738135,39.525,46.23,44.27889925,61.92960575,63.98711700000001,19.420916199999997,46.59218924,38.6,20.91381503,33.72,38.11590773,38.1,36.94800698,57.83407560000001,24.57580809,23.55,19.34,68.48,36.76,65.785,49.61202971,9.35,18.47,1.889,8.17665849,151.76307690000004
2008-09-09,36.83,35.77078426840283,40.83592074932189,37.01,56.03527078,30.7499104,44.18,30.41707977,38.61,47.5,44.8875277,61.11127502,64.63149431,19.0386147,48.27345032,39.55,21.18451311,32.075,37.25737995,35.99,35.79446475,57.9695184,24.57580809,23.31,19.405,67.25,35.68,62.51,46.50113615,9.22,18.58,1.889,8.24665842,140.879669
2008-09-10,36.79,36.172532014178664,40.743787747415624,35.4,56.30864690000001,30.71933521,44.32,30.15716319,38.39,50.895,46.6803867,61.99895582,62.66231331,18.6563132,49.51507129,39.53,21.01890958,31.725,36.685028100000004,35.96,35.88853043,57.6986328,24.532259699999997,23.69,19.425,68.32,34.505,62.98,45.342084899999996,9.3,18.12,1.889,8.24665842,138.6425241
2008-09-11,36.58,35.738034084487595,40.414855686465515,33.87,56.64011545,30.09909554,44.745,29.58261075,37.495,49.91,46.0859124,61.18987175,60.68412004,18.05992286,48.25412548,38.62,20.73865745,31.725,35.73565083,35.485,35.37859545,56.26293912,24.16935645,23.28,19.32,68.06,35.035,63.57,44.39629908,9.0,18.18,1.889,8.0666586,141.0610592
2008-09-12,36.9,36.281118885077674,41.209933931525605,33.48,57.81221558,29.96805899,45.705,29.66126972,38.15,50.55,46.614334,62.78029985,61.67997588,18.2740117,48.34591847,38.58,20.49662152,32.2225,36.02182675,35.845,36.38856375,56.85888744,24.44516292,24.18,19.63,65.91,36.715,66.525,46.5474982,8.95,18.07,1.889,8.17665849,144.20515480000003
2008-09-15,36.11,35.21197783201395,39.65303400626465,32.29,57.50808464,29.47885587,43.4,29.37741345,36.685,49.68,46.2274539,62.21625268,59.95863231,18.17461331,45.896495,37.83,19.78325247,31.4525,36.0490816,35.285,33.87354465,56.42547048,23.54032415,23.77,19.215,64.97,36.155,63.625,44.73010584,8.7,18.12,1.889,8.01999198,136.88908610000001
2008-09-16,35.68,34.64420885531124,38.87710907911422,34.12,56.59227463,28.49171386,42.225,28.74130182,36.385,48.16,45.93965285,59.62718368,60.02622434,18.5798529,46.26849817,38.18,19.2259329,32.0825,33.9413732,35.33,33.33390473,55.52251848,23.40967898,22.85,20.025,65.4,35.24,62.33,44.507568,8.51,18.3,1.889,8.01332532,134.2891609
2008-09-17,35.25,34.01327374457311,38.046926682258295,32.6,56.17879325,28.34757365,42.285,27.86579334,34.96,47.515,46.91157115,57.32938494,58.79604948,18.34282597,43.8673868,37.64,18.35969905,31.515,32.887519,32.75,32.25462488,54.8994816,23.26935639,22.42,19.675,63.53,34.42,62.145,43.70086833,8.4,18.27,1.889,7.78332555,128.061433
2008-09-18,35.01,33.23513927518167,37.64501493731158,31.5,56.63669825,28.915398699999997,41.0,27.10314338,34.27,45.9,48.1807266,51.67966653,58.039018799999994,18.5798529,42.514648,37.41,18.16543337,30.935,31.8518347,31.945,31.23475493,53.82496872,22.61613054,22.45,20.155,64.95,33.35,60.0,43.75186659,8.11,18.0,1.889,7.8666588000000015,131.38691880000002
2008-09-19,36.83,35.50262127111522,41.135784109135805,32.38,60.14274703,29.78460782,45.0,29.237195299999996,37.715,47.56,48.9544868,54.38431896,61.40960778,18.31988788,47.38933889,38.31,20.12719827,33.99,35.91280735,35.2,34.32902055,54.57441888,23.63225964,23.92,20.48,64.14,36.655,65.4,47.13166003,8.45,18.98,1.889,8.333325,146.0190561
2008-09-22,36.21,34.90714959134807,40.171713245605936,31.47,58.79636962,28.12044363,44.65,28.41298614,36.335,45.66,47.49189129999999,54.89750942,61.373558700000004,18.1210911,45.60179119,36.85,19.10809962,32.62,35.94460468,35.46,33.86859383,55.33289856,23.06129186,23.42,19.905,64.66,35.4,66.195,46.81639809,8.5,18.12,1.889,8.23999176,150.0701024
2008-09-23,35.8,34.21996061257221,39.37577279330876,30.3,57.37139658,28.57033579,44.175,27.2228418,35.515,45.53,46.076476299999996,54.77730265,58.75549426,18.01404668,44.592068299999994,36.41,18.59218093,31.16,34.60003208,34.54,33.08141265,54.989776799999994,22.27742084,22.67,19.735,61.27,35.61,65.5,46.50113615,8.43,17.64,1.889,7.73665893,150.37241930000005
2008-09-24,35.75,33.76826982468434,39.13521697416045,30.94,56.38382534,29.12942507,43.67,27.39383955,34.47,45.06,45.56220885,52.63669739,57.50278874,17.74643563,44.11860972,36.48,18.09855502,31.585,34.35019595,33.145,33.23488823,53.6353488,21.90000146,22.14,19.5,60.38,35.15,63.17,47.99399416,8.41,17.18,1.889,7.80665886,143.600521
2008-09-25,36.35,34.545635110434354,40.203060637297305,32.0,56.513679,29.92001225,44.44,28.03337114,35.08,46.845,46.5577174,54.69408257,58.57975500000001,17.72349754,45.40854279,37.29,18.18454147,31.8725,35.703853499999994,33.735,34.754791499999996,55.42319376,22.31129181,22.03,20.145,60.75,36.81,61.5,48.92123516,8.47,17.4,1.889,7.91999208,143.1772774
2008-09-26,36.09,34.018644607687065,39.599823502489905,31.95,55.89174832,29.40460182,43.71,27.18864225,33.49,46.715,45.19420095,55.39682987,57.23692677,17.01241675,44.49061289,36.78,17.63996063,31.15,34.740848799999995,34.62,33.45272452,55.36901664,21.84193694,21.88,20.22,60.05,36.79,58.6,48.32316472,8.28,17.36,1.889,7.71999228,138.6425241
2008-09-29,35.2,32.49023779855532,37.60332105877512,30.5,53.30834396,28.34757365,41.69,25.90957908,30.415,44.78,45.010197,54.67096588,55.30379486,15.29970603,42.59677857,35.46,16.89156006,28.855,32.3060822,33.0,31.62091928,54.41188752,21.13548528,21.2,19.68,57.5,36.0,51.75,46.9230308,7.84,17.7,1.889,7.25999274,129.6939442
2008-09-30,35.57,33.253887589683394,38.35116266448888,30.9,52.90853138,28.915398699999997,42.58,25.56416363,31.75,46.55,47.1805,57.1259581,55.65076725,15.50614884,43.9156989,35.43,16.79601957,30.1225,32.83755178,33.2,32.655641700000004,56.56994279999999,21.30967884,22.09,19.8,58.71,36.5,52.765,47.22902034,8.34,17.49,1.889,7.08332625,133.8659173
