,KS p-value normal,KS p-value student,KS p-value stable,t-Student nu,levy alpha,levy beta,levy mu,levy sigma,levy neglog
LP60074061,6.350144284186e-311,5.266786637970534e-296,0.0,4.568847656250009,0.5,0.12154654782025764,-0.032092664814932975,1e-06,-37777.46092588965
LP60077570,5.476793735189917e-20,1.5444975915581547e-20,9.725085831924314e-12,8.070410156250016,1.475275999189772,-0.1447376139491498,0.07179661851871702,0.45020620005767437,5186.372896283934
LP68267725,4.124400256055157e-28,3.928586485765315e-36,3.651834014997032e-35,7.284667968750012,1.1253394069308504,0.022942219846837995,0.0047082860708775945,0.3261932582301341,4990.629427027025
LP60080182,5.764701504445995e-12,1.3718086085415067e-16,2.3711045216275176e-08,8.685937500000017,1.495074035820168,-0.10254384329619809,0.037162508254099405,0.48323265373104174,5277.485383953261
LP60075925,5.094734537477497e-17,3.4668063493283715e-17,3.4876691664766373e-07,8.656250000000016,1.5093878897047524,-0.08895716703356121,0.029962278068059227,0.4902447551604699,5484.230529041975
LP60075960,1.9322747614613482e-09,6.342690168739279e-13,0.002003795897638298,9.538281250000018,1.6364606876993473,-0.08203861412328098,0.021602171950478755,0.5370982341052164,5548.264188334136
LP60076506,1.1025503471217075e-14,1.251198132993977e-15,2.1729550495075765e-06,8.717089843750017,1.5591889517876119,-0.09041050695176464,0.04527113432074501,0.5028255908299017,5451.693922981104
LP60076431,2.0497377658832688e-73,1.661314067566097e-77,0.0,9.253515625000018,0.973331506866672,0.9135183700976443,-0.4531691544253702,0.2367961103442235,3623.747917015444
LP60075930,3.994343952893438e-60,3.1548466195130545e-75,0.0,8.445996093750017,1.0257334092500272,0.9167715556629348,-0.4843397527825726,0.24528346655183123,3814.0271404086498
LP60076487,2.6667118579889235e-21,5.748277722501856e-32,1.2354579499681625e-22,8.183398437500017,1.3573846842408863,-0.07441577206241295,0.04628346386155946,0.4109416753953012,5135.286903872353
LP60076491,9.100795676703168e-291,1.6199755019935086e-292,0.0,4.804980468750006,0.5,0.44568742149932294,-0.027171668817614663,1e-06,-36950.59447834961
MGT.PA,5.140222184171239e-15,5.682900362265478e-13,4.515286632976423e-06,8.728906250000016,1.582840516055067,-0.10754473157245664,0.032313058745795285,0.491510987876509,4534.312712829722
LP60080215,3.443060806161039e-22,3.270695760767988e-33,3.192592204696679e-09,7.712597656250015,1.4380879473131145,-0.09492903332181905,0.04916422174541546,0.4408629694864823,5183.729259739908
LP60075946,0.0,1.88365116e-316,0.0,6.650097656250011,0.5,0.9229622650948631,-0.21926473981929062,6.79690195033569e-06,-23138.86751368556
LP60075947,7.263873187103007e-293,1.860132470474e-312,0.0,4.861816406250009,0.5,0.6297937774780042,-0.05019369120129675,1e-06,-36883.53495375529
LP60077563,2.0740060661275854e-21,2.893132536838708e-22,3.536199848218026e-07,7.668457031250016,1.4714071480305195,0.03275054653376257,-0.0022922908631462665,0.4222171214339807,4967.945996146371
LP60077579,4.590486199044446e-64,1.0245516453193979e-72,0.0,6.674707031250012,0.5,-0.3179053021456946,-0.02907651507108379,1e-06,-765.0466869860556
LP60077576,4.5277796563508555e-80,1.776491583585944e-74,1.03385022600852e-198,6.821679687500012,0.5,-0.03192413187316667,-0.03874238284093108,1e-06,-1733.633456607049
LP60077577,1.1333179750828247e-91,1.1466282575502197e-97,5.014100717955716e-115,6.441992187500012,0.5,0.04492259466064841,-0.05178874623025891,0.0027473359324721672,-900.1783251289025
LP60077545,6.039871303449964e-13,5.477090982344663e-15,1.6103636145303773e-06,8.511914062500018,1.5557410973365156,-0.12511044142008426,0.03603586633293371,0.49232815105364763,5351.481947773011
LP68157673,0.0,0.0,0.0,10.684667968750023,1.3869261222371099,0.07680977167267583,0.011901171593471918,1e-06,-50326.99767344522
LP60077518,8.69356843561281e-16,3.1295820892494612e-12,0.0017484524690135424,8.982421875000018,1.5586904612823318,-0.12076947353826428,0.036580719983166594,0.5094172621964453,5468.502141543214
LP60077598,9.795241323140892e-91,1.7572927946614047e-86,0.0,5.39619140625001,0.5106841042775583,0.5300004160874787,-0.035937500000631006,2.8398764761674706e-06,-2615.9639125976164
LP60077562,3.5162098436358545e-12,2.7528019734925663e-10,6.818348570053555e-07,8.945703125000017,1.5502877602150547,-0.08975845440335828,0.03122845190251563,0.5079485878049723,5467.258551895916
LP60080220,3.9822707031831365e-302,8.788479687864686e-291,0.0,4.621875000000007,0.5801144313819014,0.24020184191381394,-0.016452166677099807,3.870795008405246e-05,-24181.975823752393
LP60086095,2.190852713167069e-300,2.5946139926942314e-308,0.0,4.6504882812500075,0.5,-0.18449509634970565,-0.014620239882854531,1e-06,-36821.27187322944
LP60080307,3.730811288198683e-245,6.800944706333812e-243,0.0,4.996582031250009,0.5437860880122288,0.9576244984698835,-0.034867918401435556,1e-06,-28722.788658616104
LP60080221,2.3121371371200622e-14,1.0482847349479572e-15,6.17881471373748e-08,8.266894531250017,1.5078599920536024,-0.07287555819639244,0.02726151143268667,0.47832436306428716,5285.732794695912
LP60080238,4.110859674241378e-43,1.0419539691363034e-46,4.182308702434841e-10,7.529101562500014,1.2256131470033593,-0.032331193124575455,0.05663870567059642,0.33511289354316887,4640.142808190121
LP60083459,2.715511547358652e-191,5.487960231156297e-200,6.6595299396918444e-254,6.024218750000011,0.5,0.07859668467134327,-0.027031604241044803,2.0602371130724934e-06,-22351.568797542626
LP60081220,2.340280291449309e-14,2.6607495550501946e-15,0.0010207013930764912,9.156347656250018,1.5695316012280507,-0.05717136750594928,0.015015126190765763,0.48800769752823625,5193.361370021725
LP60081223,1.6761451565919264e-11,5.66987929488807e-14,2.795848814191888e-09,9.500000000000018,1.579277431228217,-0.1496673386751404,0.05280088394327454,0.5218785166797503,5421.049845988503
LP60080259,3.4973638537405662e-12,4.846113826654903e-12,5.8209526337883796e-08,8.714746093750017,1.5405436374148453,-0.1245075288295962,0.04010824922103293,0.49951244344249124,5358.81927261264
LP60080312,5.001044333952011e-18,4.395985549728522e-20,8.865441565292617e-09,8.181640625000016,1.483055577068253,-0.09244030106790521,0.033189910277010355,0.46536556854092115,5218.964424958144
LP60090408,9.626689592325214e-125,5.242592700826959e-119,4.588364351726875e-163,5.336621093750008,0.5,-0.02085310581396764,-0.020334560638417182,1e-06,-8207.352386183644
LP60086096,4.746501036401639e-13,7.448559109233192e-17,1.2413452179484716e-05,9.16259765625002,1.6099647182885795,-0.10850479532956299,0.035947091899581715,0.48966386072211115,5068.17897159174
LP60084460,4.794952857220866e-170,3.0819053559090556e-169,8.78154020340239e-237,5.823828125000009,0.5,-0.017447054314350053,-0.029704756022644663,1e-06,-17988.925355367865
LP60091540,2.833755182091992e-279,2.5763593833867467e-286,0.0,4.580273437500008,0.5299021264306133,-0.9687424072127149,-0.012439782815329122,1e-06,-33039.4132343212
LP60080264,3.98562493370386e-14,6.125740751855053e-19,0.00041870226989905473,8.329199218750015,1.5464612511293276,-0.15740626254020595,0.05620460851516177,0.49004700377763233,5271.785364138161
LP60085553,4.577511364947726e-152,1.3138130759304741e-153,2.698488298107857e-233,10.48613281250002,0.5,0.7633976839769041,-0.40802388218827507,1.912841733007129e-06,-11585.011523449142
LP60081265,1.4000577798556766e-28,5.220332111719592e-34,5.232567288153313e-47,7.373242187500014,1.1663214846771257,0.06171635698032535,-0.00552926731647154,0.3261075046693595,4677.720754269292
LP60080315,3.3126821365410193e-13,2.571289495105236e-18,0.000128668906178686,8.975292968750017,1.572465177312869,-0.05867962806490929,0.01999795898510107,0.5143646299442013,5371.162435930759
LP60040891,1.5566792778e-313,1.884563515e-315,0.0,4.848144531250009,0.5,0.314879786270654,-0.12636842845550617,1e-06,-38384.475773536076
LP60039029,0.0,0.0,0.0,4.616992187500007,0.5,-0.18065126816057375,-0.02413580737285699,1e-06,-48175.23302873065
LP60043273,0.0,0.0,0.0,6.872753906250013,1.432820532497533,0.08892327316304394,-0.2950481523620433,0.00030859070350753724,-14781.339130021926
LP60043282,2.6428808895792795e-78,8.542538429777475e-86,0.0,7.266210937500014,0.5,0.3362915351168246,-0.06592367111402547,0.0012279865726469975,2891.9076516543064
LP60039313,1.1505352609126612e-42,3.2134910347555384e-38,1.037202192169018e-28,7.568261718750016,1.1655776828544255,-0.0018389985123116387,0.012968141182248538,0.36043891974326936,6717.554420730232
LP60043315,8.313164553056377e-17,4.044080505637719e-24,4.3844902328195527e-14,8.449804687500016,1.4722051426465632,-0.050471903719252906,0.017738078449428502,0.475699965158011,7026.2062401987105
LP60043316,2.678597268258344e-115,8.385027290540209e-119,1.346835285158022e-134,6.019238281250011,1.1144109574280017,0.10263255734946017,0.06330829282279009,0.2104550686389908,4215.30150541267
LP60043317,6.701924442392902e-40,5.739007676836178e-35,3.7990824942896126e-19,7.845410156250017,1.3991704011429258,0.03142419375583669,-0.0009338236575338327,0.40246140570016475,6415.693523538942
LP60039278,9.862075e-317,0.0,0.0,5.3555664062500075,0.5,-0.021329855221412383,-0.009956555178007857,1e-06,-39521.360138001386
LP60043341,3.619258771868925e-178,1.5056554799745055e-181,0.0,11.247265625000024,0.5700274488706647,0.9020844049406656,-0.12690199259232304,1e-06,-1537.1355582624637
LP60043342,0.0,0.0,0.0,4.6874023437500085,0.5,-0.9085276974285721,-0.020797278252521437,1e-06,-46404.24315480725
LP60039229,1.2110030173745178e-135,2.8387395321294088e-154,0.0,5.4510742187500085,0.5,-0.12109350087363416,-0.06293526125545236,1e-06,-13947.594164427692
LP60040887,3.1134481118815764e-28,7.451075879047399e-28,3.9212292397562874e-54,7.741601562500015,1.284533020705815,0.08870932139885011,-0.03002070234001851,0.40359878609951694,6806.508521680135
LP60040170,4.198398667755814e-13,1.804989799791332e-17,3.6240904385837687e-09,9.231835937500016,1.5453735845484702,-0.04070694796137775,0.019199572803821452,0.5027060037274481,7082.798487559437
LP60040556,8.873880449544826e-33,5.797922556636201e-32,9.907926331242418e-12,7.505468750000014,1.4203678916416471,-0.06104718652211234,0.03059031613578009,0.422669210590485,6614.522939644485
LP60039131,2.4459113648956643e-37,5.3353701811701575e-39,2.3849399301826885e-06,10.584765625000022,1.5969687936872232,-0.04835406646736577,0.03950106487527572,0.43555223557627804,6184.403457893659
LP60039025,1.2696390103667407e-14,1.0706752772275738e-19,1.5873207110130217e-06,8.588183593750015,1.5030601187133759,-0.08693195627970554,0.02964115017960471,0.48475830882309634,7031.622681788095
LP60040391,5.339325057826978e-29,3.520436268644536e-35,1.804989799791281e-17,8.552734375000016,1.4869002570352636,-0.22283234202245278,0.08046998993253449,0.4421322840806228,6617.702421561556
LP60043412,1.3201104953028755e-53,1.3201104953030254e-53,8.816414210839197e-52,7.321484375000013,0.5,0.058179289207192855,-0.0147534671104888,0.09316571149932532,5894.25517234607
LP60043429,0.0,0.0,0.0,4.467382812500007,0.5,0.6255889321572623,-0.021436148554371613,1e-06,-50732.97327962958
LP60043431,3.821475890271382e-22,8.048716886497611e-21,3.7990824942893694e-19,8.977539062500018,1.5372519594668952,-0.09538475904447725,0.03488172290471694,0.49842328596310437,7057.3638687137845
LP60043438,0.0,0.0,0.0,4.7323242187500085,0.5,0.6972348610251492,-0.018276140915572527,1e-06,-47193.08907140575
LP65082255,1.2486119663778307e-100,2.610838276338082e-105,2.2213741473033055e-06,24.617480468750053,1.4643046848982342,-0.11333689719345057,0.03575170777418606,0.2324804214587551,3081.9513063541326
LP60039325,0.0,0.0,0.0,23.634277343750043,0.5475797638299532,-0.860190186341471,-0.013182949498019573,1e-06,-13608.94911057187
LP60043440,0.0,0.0,0.0,4.830078125000007,0.5,-0.1264933836260592,-0.0034435409327834873,1e-06,-48723.04989330546
LP60051371,4.1936432085750744e-49,3.155720222797367e-48,1.3201104953028755e-53,7.842773437500016,0.6371589613194291,0.04683239989710199,-0.009889585648995603,0.10923872540926144,5655.722805153058
LP60039664,5.728369437086406e-157,3.2373370751167996e-168,1.9844350907920885e-162,5.787207031250009,0.5,0.010472310997485914,-0.020466842738210166,1e-06,-15983.68214523826
LP60039225,5.786662584511746e-85,1.4932116797187593e-91,0.0,6.228613281250011,0.5,-0.23166937642066762,-0.01762740136187285,1.0000000000024532e-06,894.5265728266113
LP60041595,2.2316870491833e-105,4.297723135446249e-124,4.7942883667528934e-142,7.105078125000013,1.0537066727455628,0.0662667276770507,0.05007903605210431,0.1439886403968669,1832.701635889692
LP60043470,2.012195112783338e-23,2.0080655472472214e-28,1.3133184050710385e-10,8.184179687500016,1.4401093814261878,-0.06469847228162137,0.02652553434512069,0.44325186529775823,6777.193820222103
LP60043480,1.801873587771217e-46,1.1359537047767494e-51,4.673557391115703e-23,7.023925781250012,0.5,0.04007822647918133,-0.021759887137778926,0.09783661319901472,5431.922801097953
LP68074577,1.0409725080853482e-136,1.80747396365358e-142,1.2140436541343326e-135,4.451953125000006,0.5,-0.007119373814367079,-0.04759756576670703,1e-06,-16790.078707769826
LP60039143,0.0,0.0,0.0,11.511523437500024,0.5,0.07054772721185232,-0.07479563097292989,1e-06,-39790.434644176814
LP60040890,4.52721790656907e-18,3.060056219060976e-15,0.00013001592003302083,8.722363281250018,1.545919217725009,-0.05883459958462882,0.02061957587928729,0.5014245025016346,7081.341566066984
LP60043506,3.563471493914906e-20,6.462953938141135e-25,1.002025742157652e-25,8.918359375000017,1.5198950071831832,-0.08473490533426437,0.0328747515949129,0.4844011152232314,6967.7574143141655
LP60039171,1.0228294040151416e-184,3.4547927775386383e-186,0.0,5.222265625000009,0.5,0.1552550063302369,-0.025630909764111726,1e-06,-20378.342164626494
LP60039158,1.8465288992928207e-19,3.7990824942893694e-19,5.903564635949854e-09,8.830468750000016,1.544180071278029,-0.10432543816292185,0.03333853576532194,0.5029035297485211,7093.788315282585
LP60043508,5.388657846859712e-18,1.2844574768372908e-19,4.52721790656907e-18,8.669042968750016,1.5061842660725078,-0.1700699303766767,0.0576801117707828,0.4893889515511013,7065.590609090781
LP60039339,0.0,0.0,0.0,9.111425781250018,1.3787683359351195,-0.0018437662381693308,0.0006651670570648198,1.7249316620474898e-06,-34601.74899779154
LP60044733,2.1748916139422715e-66,2.2413283956656814e-72,4.580620604323113e-290,7.906054687500016,0.5,-0.20759588605057236,-0.018421389583987667,0.025627297183729518,3762.4705942381556
LP60039207,8.277750118580754e-164,2.772926216234009e-161,0.0,8.195117187500017,0.9111860025717589,0.7927118346105162,-0.29603255158935615,0.14338007440033598,2696.4631284871048
LP60043515,0.0,0.0,3.080741674761147e-219,14.53388671875003,0.5,0.045344981383389334,-0.02115164484241582,1e-06,-21407.220543669184
LP60040696,1.3201104953029503e-53,1.3960706505346925e-58,2.2470329483070436e-18,7.134570312500013,1.3148303068704685,0.09436300402915203,-0.019227405157356093,0.3058669079084992,5329.290597784537
LP60039208,1.871510256915469e-25,4.275979848752187e-29,4.384490232819366e-14,8.871289062500018,1.4926181467724735,0.08995219076525797,-0.019987270882889464,0.44279461662656255,6596.116172864333
LP68286712,7.694042268805848e-85,6.080013374790835e-86,2.5995551051979277e-86,4.3155273437500075,0.5,0.0341551423297428,-0.011880485404754254,1e-06,-10009.21709079861
LP60043522,2.6976282494862263e-24,2.500869410328214e-28,1.9956832515565379e-13,8.684863281250017,1.5393200800503286,-0.08637466526512504,0.029100814569627025,0.4757690714529112,6823.720844067126
LP60043523,1.1624569731862698e-16,4.2846003202290975e-20,3.7601748635622737e-14,9.591992187500018,1.592536447214329,-0.02462892489829803,0.010897589638692926,0.5219715113729421,7123.1826175460865
LP60041371,0.0,0.0,1.2100786446627905e-64,24.855175781250047,1.4015970840574061,0.07443566678772663,-0.013630017251239846,0.00029309096533804575,-31544.843201553136
LP60039259,1.4655705365501578e-24,9.258849935756774e-28,5.892097237087034e-11,9.08408203125002,1.4550882344581124,-0.05078899139379678,0.022465118765368445,0.44383036206384174,6719.505262167802
LP60040609,4.967464910132709e-171,1.2039289932247707e-157,5.429524028509495e-215,5.642382812500009,0.501331172359549,-0.04479787623736178,-0.014729174557140692,1e-06,-16661.40748669333
LP60039260,7.92791976058018e-15,4.28460032022925e-20,0.00048243369693028,9.175976562500018,1.6108201158257027,0.031270382374892096,0.0005113844486950626,0.5197189327218595,7071.972805777437
LP60043555,9.908326467988008e-16,1.7749219613015577e-21,1.9816901386450546e-11,8.651464843750016,1.51692494463006,-0.09666205617476786,0.0323324554886194,0.4824782306743548,6968.042387673733
LP60039274,5.780951768727713e-15,1.0006738455347384e-21,7.803952275731127e-06,9.46562500000002,1.5925427515906068,-0.0006612709036985364,0.004652004591321273,0.5102388275621516,7020.65670640453
LP60039671,3.949889439032048e-85,2.015594520321887e-79,8.106992599498385e-263,6.268457031250012,0.5,-0.07311311669325045,-0.01364804305131888,1e-06,505.95266566366627
LP60040484,1.0553822556282813e-248,1.1868271267078472e-241,0.0,5.0477539062500085,1.379788539552728,0.029384857576442085,-0.027203571997099062,3.968547194761724e-05,-2979.8774743371287
LP60043566,1.6230703716572023e-16,5.419009276607895e-23,4.9266967409374246e-08,9.14296875000002,1.5121773388965956,-0.0907875669959387,0.03507471763479563,0.50007942061421,7146.949564404047
LP60098380,2.858671346139588e-14,3.2803605119780586e-12,7.41294467258515e-07,8.943847656250018,1.5457352700555462,-0.10588033264280253,0.0362340216898696,0.5025555939528042,4696.215028249334
LP60043568,6.594635024896313e-26,9.258849935756774e-28,6.507300169514579e-12,8.357226562500017,1.4479843462344286,-0.14166911426702292,0.05704599546699026,0.46279032641811896,6965.854051627591
LP60043570,0.0,0.0,0.0,7.304101562500013,0.5,0.7023416811811962,-0.03694611738790277,1.934205631164409e-06,-34567.02001273683
LP60039181,6.076853026043007e-16,1.8465288992928207e-19,1.7104221491788085e-10,8.706347656250017,1.5094305337844396,-0.0917817749810145,0.02914709046540296,0.49124710140733757,7075.090395613285
LP60043589,1.0706752772275738e-19,7.769644558722681e-19,3.488500260150116e-08,8.329980468750014,1.4980940880646092,-0.0874087874889238,0.03047562287819593,0.47799510642841764,6975.283658925775
LP60076449,7.880904648052395e-306,5.449376770090551e-296,0.0,4.775781250000008,0.5,0.8088099209271905,-0.05898782821526701,0.0008154395102061297,-16891.659033286367
LP60041407,4.910602052079492e-36,6.289791513816607e-36,1.0438250981712297e-33,7.250000000000013,1.1243588551585841,0.020016510371445077,0.004759400219724729,0.3341571952412239,6518.351873292324
LP60039119,2.786099185584714e-93,8.336654827722957e-88,1.2892939770284063e-243,6.016308593750011,0.8121241772761634,-0.09415911713639333,-0.010680018162008904,0.09955018482639472,4302.29033132899
LP60043628,4.636266931798419e-22,9.739662693455716e-25,5.1485439782874536e-11,8.580761718750017,1.5253022114821235,-0.09346406243904691,0.030582898412009542,0.49018806179313107,7024.300906554161
LP60040679,0.0,0.0,0.0,4.7437500000000075,0.6365823713914449,-0.7857033233710221,-0.015622233552762852,1e-06,-47943.549333864874
LP60039050,0.0,0.0,0.0,4.586914062500007,0.5,-0.20415331405302548,-0.0031260879172371934,1e-06,-46941.010283274416
LP60039449,8.336654827722247e-88,6.4500487902948544e-105,0.0,7.863769531250016,1.0261817273572136,0.8854699829514994,-0.4337351941129517,0.24633399807870915,4968.524190037251
LP60043636,2.4459113648956643e-37,4.845818952466189e-41,1.2696390103667407e-14,7.656054687500014,1.4807941586284215,-0.04226534303036469,0.040957794082762136,0.4121822298042244,6289.275630838352
LP60043639,3.5101371798110306e-222,1.7564698604395285e-209,0.0,5.64677734375001,0.5,0.9265018571076433,-0.037061658306073525,1e-06,-13315.18565388809
LP68286723,1.7247322955208325e-43,8.219279453979607e-41,2.88921055518411e-51,7.569238281250016,0.5,0.0830469027016787,-0.022162223754231214,0.07432937160974089,6284.427269765958
LP60043645,0.0,0.0,0.0,4.861425781250009,0.5112822441848194,0.9850019866775124,-0.12259901708905752,1e-06,-47963.339310070834
LP60039756,2.8172732149335096e-111,6.4500487902948544e-105,0.0,11.082617187500023,0.9733633639721998,0.8993420820136087,-0.4209786383279699,0.23193104565494746,4556.4791679129385
LP60043666,0.0,0.0,0.0,4.565429687500008,0.5,0.0502659284996455,-0.01816109778426545,1e-06,-48411.002358189755
LP60043667,1.189034694677724e-22,1.002025742157709e-25,1.5639798373671096e-12,8.090332031250018,1.478335976443311,-0.07304466840930371,0.022893200843484073,0.46416419909748696,6893.87837006689
LP60043671,3.8336942124582524e-88,1.3028291358580863e-96,1.484324668088068e-14,7.450292968750015,1.323240157098011,0.034791176305224554,0.03221866932695617,0.2538141055534978,4325.449062142033
LP60043672,1.774921961301646e-21,2.2020110169716482e-24,1.0773378748795479e-08,8.261523437500017,1.4794839930497372,-0.07214332657311609,0.03204332058195274,0.47233801832630956,6956.765035107945
LP60043675,0.0,0.0,2.4161821338013185e-299,6.765527343750012,0.5,0.00012982415794048264,0.01329881908604246,1e-06,-36262.123862689725
LP60039342,2.93049613326e-312,2.65264e-319,0.0,5.0594726562500085,1.4280393398707087,0.0011362283092399535,-0.01732692624731886,0.00016936259652798125,-7470.026377653679
LP60076481,1.3236515072844063e-306,9.78592698706969e-309,0.0,4.3770507812500075,0.5,0.10223787880042978,-0.028103740915161594,1e-06,-38114.6591661437
LP60043713,5.257884043670562e-142,8.32541051351459e-135,3.417506345328603e-237,7.401074218750015,0.5,-0.04309036433996175,-0.01101457237091189,1e-06,-11723.670026754808
LP60043718,0.0,0.0,0.0,4.854687500000008,0.5,-0.04655707661094544,-0.03505386417639225,1e-06,-48349.95849552758
LP60076450,2.5575132110428296e-18,4.469742920649045e-20,8.950890173860731e-06,8.229296875000015,1.465289809433096,-0.05979404637481222,0.021001547902993682,0.46775554841946987,5508.881491360431
LP60040555,2.1814290810242334e-127,8.723982676943586e-120,7.120602950561436e-10,27.230468750000053,1.5913381110396605,-0.18777059443975772,0.036650289665384105,0.22276919323909614,2563.0014852534055
LP60039989,1.8842896891742405e-18,2.593396807575274e-22,4.933732834984897e-15,9.127148437500018,1.5610369166133529,-0.08675569538236282,0.03860636537656179,0.48479420573842785,6853.848373452522
LP60040395,1.8915619822901527e-15,1.5795136779689118e-18,8.47899581876707e-09,9.29355468750002,1.6004696948544948,-0.23929712362199945,0.07545855394944534,0.5229577564687399,7122.3151887417225
LP60039438,1.7115777948359845e-63,2.2413283956656814e-72,0.0,8.886816406250018,1.20167749274764,0.987896802351973,-0.43745933589070896,0.3479574978521476,5815.939645650566
LP60043742,9.857573989532e-105,1.2493465717424737e-86,0.0,6.360449218750011,0.5,0.33713994121503693,-0.05176162330760616,1.590390234619906e-05,-1306.7940675718437
LP60074321,2.9938988688890616e-15,4.5135778644799303e-20,5.366590901216776e-07,7.793457031250016,1.439190202354581,-0.04556844170079939,0.017777582655397597,0.4484075417108716,5338.787465261717
LP60043756,6.935491308392713e-14,2.2127407318442347e-19,1.7104221491788692e-10,8.951562500000017,1.5591324593149638,-0.09319693063072647,0.032550441405194606,0.5101678875701849,7125.813077706236
LP60043757,5.013393277273855e-17,5.93616303656257e-17,2.6901467571219524e-13,9.588183593750019,1.6148778798295986,-0.21258926863890873,0.06536860900143598,0.5351342392450971,7207.017494808355
LP60043758,6.076853026043007e-16,1.3235385605673188e-18,1.884289689174267e-18,9.562304687500017,1.6115687575186208,-0.2233393813329654,0.06806293747758052,0.5351292965843352,7214.748264870508
LP60039788,7.531742653056232e-117,1.417654969888039e-109,0.0,6.311132812500012,0.5,0.3717979601945,-0.05446238627200081,1e-06,-4532.385011634142
LP60039482,1.6935275095452348e-97,1.0159105232448883e-114,5.336684970024727e-119,5.84794921875001,0.5,0.16438226584783489,-0.06009647794100948,0.02027232678510575,2799.1926465294173
LP60039605,2.087202314217804e-76,7.630835928238528e-82,7.497042904202021e-248,6.267187500000011,0.5,-0.12757998304987855,-0.027341586006849387,0.01500424290031394,2962.747769262932
LP60040159,2.5165712402071612e-71,1.316776569683013e-80,0.0,7.728222656250015,1.0265947347627533,0.9290006799217041,-0.5042608176275576,0.29380226945862814,5431.8309759668555
LP60039548,0.0,0.0,0.0,4.512988281250008,0.5,-0.0020519127410991147,-0.01729754298516775,1e-06,-48372.15743049901
LP60080181,3.623787908091294e-80,1.0801237027335352e-90,1.4436050260433364e-57,6.992871093750013,0.5,0.1263717139448829,-0.07430198802928395,0.03339649374984866,2176.8293538663265
LP60039552,0.0,0.0,0.0,4.862402343750009,0.5,-0.05060778180905436,-0.03779873975680643,1e-06,-48347.93199666418
LP60094390,2.437093079170891e-09,3.261398078026369e-13,4.452879345306055e-05,9.388574218750021,1.5814548339905632,-0.11840591380421993,0.032428602524159515,0.5216386953242756,4520.537232504106
LP60043806,5.730914725898881e-201,7.441034587604706e-228,7.1326434702864665e-270,7.286718750000013,0.5,0.19063324511214286,-0.022950089597544385,1e-06,-13116.16140186974
LP60043809,6.935491308392837e-14,2.650589297113061e-19,1.7583755688515926e-06,9.057421875000019,1.5610551115916627,-0.08011751940634396,0.03384136044138386,0.5003164294651226,7012.730924109664
LP60054348,1.5809501291188795e-102,1.0008581851941668e-102,0.0,11.685546875000025,1.0420164471908293,0.99164321668873,-0.38236127543631787,0.2319194645693513,3532.2823211344594
LP60076452,9.900497042825024e-80,1.104355922327506e-84,1.7718893424471527e-199,6.633203125000012,0.5,0.03965165224020828,-0.010262584355816198,1e-06,-2860.127469420335
LP60086633,5.780617770483864e-279,1.4282817779228661e-288,0.0,4.660351562500008,0.5,0.05003025341097998,-0.018727083273167893,1e-06,-35139.988857676624
LP60043784,5.254330629883326e-80,9.791480912140089e-93,5.114258615853058e-234,6.227050781250011,0.5,0.19501192922816243,-0.041726559444080887,1e-06,-5130.810958401691
LP60086625,4.9901757408978554e-21,6.2683124951536165e-31,2.436888551970498e-15,7.432324218750015,1.3722149431782007,-0.10091155283372825,0.048374345998836096,0.3988965847397891,4702.934571655689
LP60037701,1.019831027961606e-77,4.122873030213244e-89,0.0,7.741894531250015,0.8057673023239801,0.8969966108988278,-0.4747050979707022,0.1612422141486361,2883.161176333099
LP60086649,1.8259438665231725e-275,2.4698608253792175e-284,0.0,5.720507812500011,0.5,-0.019856422111673197,-0.06744747968304816,1e-06,-35278.878691577855
LP60088694,2.0841400474171385e-11,6.177522920218708e-13,1.2748182703366915e-13,10.538671875000023,1.6477586866537668,-0.30475652247167284,0.08603230703426534,0.5584220909733623,5268.619440262368
LP60088271,6.201744624919954e-93,6.868120039387495e-91,8.184738448407827e-113,7.112988281250013,0.529833502853429,0.5878648173379152,-0.5065135662573592,0.11014491699385717,2971.969741534933
LP65073518,2.3069109912860492e-46,2.3032860331882975e-42,8.02182571550907e-249,6.331835937500012,0.5,0.3083799606364705,-0.015933880607488224,4.436490906752236e-06,1109.6679111006579
LP60089853,4.0247307132943246e-51,3.9055792733431927e-69,4.928081434391986e-52,7.703320312500015,1.3422514047903398,-0.041865207333585,0.025110426552470016,0.4185641629370309,4899.947603732309
LP60088222,4.664097409118459e-290,3.811586890201804e-306,0.0,4.812792968750008,1.4198636270235196,0.014916187211044742,-0.01708812358134244,3.098938535854818e-06,-20687.57226648527
LP60089822,1.4280089528397722e-20,2.459811851393876e-22,2.30183884795316e-10,7.610253906250016,1.415802705307834,0.0728112468609981,-0.011806792865432354,0.433452698924646,4805.5669602970365
LP60038032,2.1255023698569841e-16,7.530819370451034e-19,9.288762090558097e-10,7.986718750000015,1.4952415143562319,-0.12308916359214701,0.043421831014222284,0.4729805962420131,4717.621448394148
LP60088323,6.81323642727432e-14,1.3292621577938392e-14,1.731908680551219e-25,8.320507812500015,1.4910944312912113,0.20174461682635889,-0.07598508167167488,0.4752236088745868,5031.309744885506
LP60038029,3.1656208922661648e-78,1.1046168486814992e-87,0.0,6.330371093750012,0.886834149850947,0.8356215958065758,-0.4511334266123028,0.18378505657300725,3083.7303036348076
LP60038069,2.437497396028973e-17,1.3295168965956703e-17,8.282383213665581e-05,9.304492187500017,1.5697555567761994,0.057381793102443346,-0.01401809968381704,0.46016885504504057,4731.694510460865
