,KS p-value normal,KS p-value student,KS p-value stable,t-Student nu,levy alpha,levy beta,levy mu,levy sigma,levy neglog
LP68226337,0.0007666064921514542,0.013369405372432409,7.486014939233777e-05,14.707324218750028,1.8117502998031818,-0.4532925920793889,0.07147867783771196,0.6293995209713474,1582.442668648422
LP68202980,0.004039420898285864,0.0046127329756727896,0.0965219893803964,11.017968750000023,1.675604680272587,-0.22544836279936117,0.06002639424625861,0.5668415985633163,1917.3319650911226
LP68200793,3.369123121055684e-06,8.364692897547526e-07,1.1999039137026315e-11,9.44189453125002,1.5915089979329962,-0.3751218775487548,0.11096972444686366,0.5228584847300144,1895.3315315166683
LP68202993,8.556215602046699e-88,1.6456335672020938e-85,2.204969750051699e-170,4.6006835937500075,1.378408211447618,0.03294964412211699,-0.027857050025756107,4.0229580606749064e-05,-3604.1728198808273
LP68199834,5.3675596792194296e-17,5.3675596792194296e-17,9.281200270707984e-08,6.5548828125000105,1.2902921751985024,-0.13018375585680783,0.07592148203166242,0.33449865098406667,1585.947470976829
LP68200794,2.839871110920392e-06,5.088614879783693e-06,0.43368011787644717,8.067968750000016,1.6144221562321677,0.07389576725514523,-0.005177817418029377,0.4804293355217924,1752.7249928012861
LP68193654,2.3490456561039917e-05,5.642214759423017e-05,0.009714484639583205,9.07480468750002,1.5491353937418049,-0.1387578962246248,0.048513122359962475,0.5092630861785319,1910.5977111785542
LP68200795,0.00017096260113070655,0.0009417403336762832,0.00023614068341121884,10.727343750000024,1.6459665393005556,-0.17777150770303848,0.04993463379851409,0.5593159625633601,1946.733919259524
LP68206083,0.0003975086306726622,6.16292640515319e-06,3.454263054925146e-06,10.498242187500022,1.6522549509897546,-0.3680661462078978,0.09672100293055806,0.5505700317633533,1892.1879473934919
LP68193666,2.014087172386866e-101,2.8290012112181667e-112,5.262760148706708e-159,4.349804687500007,0.5,-0.07255352879781649,-0.04624322944035005,1e-06,-13059.437510112664
LP68207301,1.585041338723831e-154,2.0308658587647193e-130,0.13406774978865146,14.007421875000029,1.6026445555876176,-0.07714931713155833,-0.02586738955442031,0.01620846534245182,-2978.5364862444694
LP68199597,6.913933661953162e-115,2.5104853042764603e-109,1.110431628224062e-123,4.213085937500007,1.332540027951899,0.047396890010140885,-0.0351502904118788,1e-06,-9042.576069599778
ES10.PA,0.026804969800430907,0.045774100759414175,0.2724202231098154,12.853320312500024,1.7941888688648673,-0.24230794402648415,0.04506556256968334,0.6134027570245226,1968.9638812795406
LP68193679,1.1338367108217478e-26,3.3637851298184047e-23,0.06203966370661531,8.647753906250015,1.5219578648570449,-0.016858510864276588,0.047466338566977816,0.2811146577909949,1098.9175412125223
LP68205302,6.17031231356665e-20,4.855589852463223e-23,1.7406549701646838e-09,5.98027343750001,0.7783950386413951,0.02021833736360568,-0.010240717525784964,0.1771959889655005,1379.9862308937472
LP68205219,1.9262201379344398e-101,3.7439113111659266e-102,0.0,4.355371093750007,0.5195076870580964,0.9778311822193609,-0.032704103874883296,1e-06,-11768.091513366448
LP68203005,6.452120010733865e-08,4.940782868573109e-09,9.882179294312779e-05,8.838867187500018,1.4792160324046375,-0.06168823662044398,0.045837868640022456,0.4868086141407897,1817.7511764573503
LP68203006,0.00536565156379579,0.00024526379577127826,0.007910291666221985,10.958886718750023,1.6696893041669856,-0.20337661311055172,0.05201677518241252,0.566857634508813,1887.1332100668742
LP68218200,9.849177994196595e-08,7.876020549194513e-06,1.3057257100384141e-06,9.556152343750018,1.6391413874791296,-0.36819391911880944,0.10654600800808639,0.5336266073437999,1787.1723328895314
LP68203007,2.781389751045474e-108,9.833003939817203e-106,9.391488229284313e-170,4.370410156250008,0.5,0.13764786184914826,-0.07160746445306727,1e-06,-12460.242839703078
LP68208418,0.012803810145476498,0.016238913867774627,0.022946682325674806,12.208203125000024,1.7361726698028972,-0.11620493635744918,0.025082048382674874,0.5961317974993722,1949.1263973378254
LP68203010,1.682311699532454e-27,3.0668174412838317e-28,0.002056098616073252,11.880371093750027,1.5514103292926538,-0.044432737358689973,0.04388073137211876,0.2582871975211311,927.0396276373963
LP68208311,3.1195660846578202e-105,1.6669321844713148e-104,8.91961828071194e-276,4.625781250000007,0.7029152703837914,-0.23898082319523883,-0.041321108098366144,1e-06,-11099.641967318257
LP68207295,8.02540425755613e-07,3.854396485019229e-10,5.993451465662849e-08,9.47050781250002,1.555752696521206,-0.2825835972396797,0.10699980495719896,0.5129079111744665,1836.3771324371032
LP68207250,0.0002097663615834303,3.174711945136439e-05,3.308033235598654e-06,11.222265625000025,1.6788698890389557,-0.35063019882614826,0.09160342499326057,0.57091717996647,1887.0845718780329
LP68203011,0.0012028930882499015,2.0319760851808853e-05,0.7448110291488174,10.871386718750024,1.6530708172573685,-0.041583743522695484,0.017246355229653926,0.5544866861341463,1916.4130916474785
LP68206342,5.656227545217422e-106,2.262549405680662e-102,1.0278113977450721e-146,4.578613281250009,0.5,-0.06178631899698154,-0.013214599375454503,1e-06,-12631.690823506167
LP68213161,4.0034864585646317e-20,6.329784589712344e-22,0.0017310195731648607,8.589843750000018,1.3879283889284382,-0.14864488718955537,0.08171231678599125,0.26535036212148827,1073.4107881113355
LP68212578,6.560533192060292e-158,1.3762026868496694e-169,0.0,8.332812500000015,0.5,-0.26235522465212735,-0.03168282232915737,1e-06,-18714.313487275438
LP68208421,0.0006241624349947192,0.004003729544399055,0.0017499693629286265,11.475585937500025,1.6702603155802618,-0.20851474559531827,0.05832412342714778,0.5747494141459499,1935.0229499168395
LP68214973,6.695261030469867e-143,2.1141617708573273e-130,8.105155083214965e-194,7.239843750000013,1.3153081356985665,0.33644402937326495,0.041776996684627386,1e-06,-14757.606013008712
LP68207252,8.238495647516898e-05,0.0049321595121568345,0.00640345567556904,10.798535156250022,1.6807459307692603,0.016918315854568988,0.00545625238823492,0.5702827206332763,1902.6196042230613
LP68207253,0.0005718500975760666,0.0009016399926250445,0.18877919908680113,11.088183593750022,1.674448912088657,-0.030938433224101277,0.013783213769321246,0.5726332277762174,1908.42288937083
LP68207254,0.000419077455599949,3.3842310495075315e-05,0.010527387778926634,11.137890625000024,1.6754002462067568,-0.048631690280362974,0.017415996027444612,0.573734564991073,1910.4352808807835
LP68221308,8.961448205689812e-19,1.8283297486298644e-18,7.686729111991118e-126,6.657226562500012,1.0579322627508716,0.13831136821826878,-0.0839506298418863,0.2745448358853359,1466.252662957425
LP68208422,0.003500411190232609,0.0007263258684594187,0.265201525128212,11.029296875000023,1.656373239999394,-0.07324881648439305,0.024162448029938333,0.5627063645378122,1918.482113197102
LP68218384,3.865593384405136e-98,9.03692656622682e-103,4.442245545086866e-118,4.3946289062500075,0.5,0.05755389450160068,-0.01873861192581591,1e-06,-12457.92445822158
LP68218385,9.139102020582918e-101,7.705439656107265e-102,0.0,4.431347656250008,0.9321727173781941,0.5277278607738296,-0.009583610345177544,2.0383977879014103e-05,-7215.641543934818
LP68207452,4.015020525412771e-109,4.0931656820816085e-101,0.0,4.348632812500006,0.5,0.7138327600526814,-0.0431237094511549,1.3650730726819765e-06,-11850.289089845475
LP68208427,1.0844439030371909e-99,8.257993393283643e-106,6.888929115344206e-123,4.349902343750006,0.5,0.02895467526545056,-0.014616895135573016,1e-06,-12459.966431919716
LP68213757,3.129990140005327e-168,4.0005138694975146e-164,2.12308335182434e-166,8.322460937500015,1.3529944667731642,-0.013041383715222482,-0.012937490561091268,1e-06,-17309.011640329692
LP68215442,1.8102237356374844e-159,1.7017607370471009e-155,0.0,7.094921875000013,0.5684793191627262,-0.4411659358058484,-0.0030100499815021824,1e-06,-18242.79852008529
LP68213464,2.837507039385554e-161,3.3124089085559325e-172,0.0,8.173828125000016,1.3884990829339396,0.0955447106346753,-0.021180043222253454,2.7510306820615307e-06,-14239.825049833435
LP68219431,1.4104999917596474e-155,5.649796418239986e-162,1.680557251740143e-168,12.753027343750025,1.4127300658347721,0.11981533660912219,-0.03147514652692694,1e-06,-16144.755801269052
LP68253284,1.809970824249229e-134,1.4550724606236347e-142,1.0015945926434915e-153,7.509472656250015,1.4053361036294065,-0.18716042965731175,0.033261248791449594,1e-06,-14765.421837750328
LP68279234,9.043207317139454e-129,1.0787567629498584e-136,2.9201984136789884e-170,5.498242187500009,1.3210641183197345,0.2855484085985801,0.035009392922135694,1e-06,-14457.933491804117
LP68208423,1.4578363337687843e-06,5.217956648307415e-07,0.012347932655457803,8.299414062500016,1.505405713421459,-0.12123646438191954,0.047531010706696186,0.45347945786596483,1748.4383062340946
LP68207255,0.0023732290767089284,0.0008572767774394701,0.12040033728428169,10.31132812500002,1.6839566280029,-0.05747032442455989,0.018969917912077746,0.5596213196591238,1863.0056004465475
LP68215072,3.4272005811468452e-158,7.903153224721137e-162,2.9398662079935177e-153,9.84052734375002,0.5,-0.0009948197897313134,-0.031111968650691654,1e-06,-17909.0455877153
LP68221331,1.6455847005137398e-05,7.099823912759197e-05,0.36959836059687196,9.612500000000018,1.5872450142838441,-0.052907771536594816,0.019130061936369194,0.5262781781886929,1778.7840008060966
LP68221332,0.0013263608080747065,0.0013263608080746993,0.0011414741453779037,11.070117187500024,1.7383379184828336,-0.28495337870440274,0.068963069141931,0.585844945664198,1809.6590574746247
LP68225817,1.4224455531817651e-06,0.001556389484199715,0.019996295045728505,9.74404296875002,1.6138564115885672,-0.1341141318052576,0.051353106771449296,0.5370074770911485,1749.4705160889916
LP68210640,0.0010877146093945997,0.00011715940181595024,0.03168988937087583,8.727246093750017,1.573359609673973,-0.0989960915288713,0.03683001238765024,0.506933398971871,1802.3416160211038
PLEM.PA,0.0018137591627930578,0.0021287224736774362,0.13451679983881953,13.189257812500024,1.8210072281540928,-0.14679880204805948,0.016224928201574507,0.6225320568043223,1509.7572769860756
LP68214652,0.0005649289796719997,0.0021593622148081007,0.038510481570207214,11.426074218750024,1.6593133717497177,-0.09152665688898366,0.029407049771210364,0.5687472405557267,1869.7547351320159
LP68209543,7.59886488452541e-05,0.0008572767774394701,6.390152800651153e-05,11.311425781250025,1.6874231154624983,-0.0871842112820512,0.02645068085092866,0.5776219063217934,1900.664360596731
LP68209546,0.0005420945859419012,7.59886488452541e-05,4.499161038773203e-05,11.199218750000025,1.6982113191558033,-0.07331882159918449,0.01643033563302294,0.5780401798642465,1896.6413477723563
LP68210641,3.877122100687208e-09,3.877122100687208e-09,2.0515055988861547e-08,8.568652343750017,1.3788663303957058,0.010978952124440227,0.008253249139881085,0.45041298896059956,1794.1178370771213
LP68218386,1.588885376608168e-17,3.1488833255122306e-24,1.0878755959041775e-06,6.907714843750012,1.4047733069595707,0.05506996542080918,-0.038812182715996034,0.30292995592941613,1230.3265249750364
LP68208387,9.92152416410939e-109,6.868982658158515e-107,4.586029360181554e-105,4.292089843750006,0.5,0.020225674920403496,-0.03610487975435041,1e-06,-12753.883234039793
LP68208388,1.250769916405687e-103,1.2507699164055802e-103,1.4484423464632728e-151,4.308593750000007,0.5,0.09033894288148546,-0.04789593361922114,1e-06,-12708.882916097904
LP68210803,2.353841026489191e-103,1.7583547657159354e-95,7.920247620448767e-215,4.411132812500008,0.5,0.24508721930458835,-0.05271095769026296,1e-06,-12115.539153671501
LP68208425,5.730148244482283e-128,1.1809523698805503e-133,1.180952369880416e-133,4.208789062500006,0.5,0.002099300515796478,-0.0329315719915873,1e-06,-15515.837240127625
LP68218164,0.0028574235227765287,3.6661077361924274e-05,0.007381491762633529,8.847460937500014,1.5649015279225815,-0.10240503158183645,0.0409914577519254,0.5107534836358887,1768.6539288385395
LP68234891,1.1443975196742008e-141,8.76438701875952e-141,8.483451880672576e-215,7.1130859375000135,0.5,-0.14349383980044866,-0.012850997630529616,1e-06,-16677.69264999897
LP68205295,1.1526030619748183e-05,0.0006954088247116985,0.02844154141343091,10.672265625000025,1.6756388492070262,-0.04535890821428992,0.021484869078703284,0.5636610935867796,1860.9738851023722
LP68205294,2.4011319159760108e-05,0.00013869522961814949,0.0004336417627290608,10.974804687500026,1.6818360571886788,-0.04935673852587409,0.027042413681989667,0.5458087430800574,1812.1783467165012
LP68213855,4.7330372290269235e-104,1.5702535754067895e-96,4.5503643001776795e-160,4.387500000000007,0.5,-0.09255831094236179,-0.03767234393187084,1e-06,-12217.04615459963
LP68213861,1.1746734116366528e-103,1.4308711471523632e-102,1.909718904206841e-238,4.381152343750006,0.5,0.28950822107087465,-0.06928104623927402,1.0000000000000027e-06,-12288.34237692429
LP68211650,4.236677587069288e-08,3.1371608037650115e-12,0.0778920779601231,8.523535156250016,1.542373492208616,-0.11565616300031499,0.05730774366434743,0.42879558775151133,1590.9041755525818
LP68214686,4.342958502919469e-06,0.0008307391757128189,0.018730332715487234,9.63837890625002,1.5615764980633353,-0.16105813044666498,0.05670644897448455,0.5220211986937129,1815.7117284908477
LP68215564,0.005644410289661289,1.768761689756121e-05,0.2115947769730271,9.61914062500002,1.5367490946155373,-0.11290150684650338,0.04684766900680928,0.5151638063332041,1339.971934974161
LP68214688,2.3593177376670113e-07,5.287707049065163e-06,0.06282009992130305,9.847363281250018,1.573459263157213,-0.15545878973667684,0.0546472115579057,0.5283121533355833,1821.5918490880586
LP68214689,0.002331711718865779,2.4194642129718266e-05,0.05109728225442857,9.84970703125002,1.5734504061229344,-0.15655588469188647,0.05489781463846294,0.5283399618715838,1821.6499876627204
LP68218404,9.720762761496223e-11,8.155894640118979e-13,2.519424548103266e-05,7.742285156250015,1.3270601090768321,-0.006426591131556825,0.021699897068906154,0.42246851029730786,1717.7622223951582
LP68214430,0.0010463262123952888,0.0004861137693667236,0.004337853292316268,10.14531250000002,1.5986578413208303,-0.12001807366505464,0.03928580040232006,0.5403283054120125,1849.8187230869225
LP68210650,0.0003341957392965554,0.00017339631613246955,0.00017339631613246955,9.58457031250002,1.5627444655113343,-0.18225989828936748,0.06178802026989653,0.5228485114249173,1824.4481148071104
LP68223282,0.004231402560399896,4.2188859467020736e-05,0.027778287344570482,10.500976562500021,1.6570134002796568,-0.18321797861275746,0.05391763718993394,0.5609031578968786,1808.9377817825052
LP68213184,3.3335850012106385e-07,1.0449476733822582e-05,9.600821277138512e-07,12.733789062500026,1.636093758731201,0.0055260655966915,-0.0021028622010457426,0.5780517853797678,1896.3076726429567
LP68214636,9.898593744623292e-06,0.0020735318785369034,0.004765331567603999,11.023632812500022,1.6520355713662958,-0.11991974774070921,0.03342382539851208,0.5659295909497847,1858.247494713793
LP68205265,0.0002912070803898352,3.666107736192362e-05,0.01993981382349896,10.303222656250023,1.5668657126105925,-0.012165953284359394,0.007025119236221795,0.5360589614332628,1819.9264723464835
LP68213172,0.0015526329653244287,2.0988597615472858e-05,2.0988597615472597e-05,11.387109375000025,1.7378596861698614,-0.31045787035213745,0.0744104628197278,0.5898655260364158,1855.8824572792878
LP68228255,6.279905363953272e-05,2.0692306905188625e-05,5.275717234206906e-07,11.030761718750023,1.7255837628515185,-0.30769678997808597,0.08207329533592078,0.5820374739484502,1756.807849957816
LP68225820,1.1971468821663453e-05,8.07808103210507e-09,0.7193776165505241,7.878320312500016,1.5021364289829566,0.0031519520183869287,-0.004747327044595514,0.46322589183678053,1724.7053535205002
LP68214429,1.6553099182433292e-103,3.037290557049349e-100,0.0,4.402246093750007,0.9937682530699539,0.5088224790553693,-0.04056412909747583,5.958267056328439e-06,-7463.021482516515
LP68214653,0.00045131150690131674,0.006134468740562407,0.09368313814296997,10.539257812500022,1.7053266369068305,-0.09341225547176339,0.03171478699826366,0.564184294830764,1820.8576590241241
LP68223292,6.681581653072007e-06,4.437149463312311e-05,2.367273066032173e-08,9.28564453125002,1.5007588558771143,-0.1849496711001698,0.06900138899622571,0.5023103449155248,1760.3830613384898
LP68214654,0.0035650200390924557,0.004680402327561929,0.07695699101968745,10.671582031250026,1.67730887974598,-0.03244949694788498,0.017024800416059933,0.5631518271843267,1831.7884542890704
LP68214655,0.0023434646254176287,0.0035650200390924557,0.00023504389117213768,11.055273437500023,1.6694171046173796,-0.10150110854707872,0.031757954065067644,0.5716860227651213,1854.3434785153602
LP68214656,0.0003256526365759771,0.002699246170787935,0.0512369499346036,11.683300781250026,1.6912774264533457,-0.11600596692030067,0.0337785367832556,0.5834062305194703,1864.3699337213836
LP68214568,0.00012026600979859111,0.0011303018430959722,0.056849350962587225,10.07197265625002,1.606166429088345,-0.08541959746979165,0.029029617821243178,0.5425434201713554,1834.6039054415423
LP68214657,1.2156945609391801e-102,1.4085787347491804e-105,3.6870792567770826e-154,4.417773437500008,0.5,0.11419264969674263,-0.04787441178717887,1e-06,-12224.255461338427
LP68224211,2.308536689871061e-98,3.5870545795557943e-100,1.7251257091152998e-207,4.354492187500006,0.5,-0.19703390426156014,-0.06081283589633273,1e-06,-11784.24141428042
LP68215910,5.349512881126254e-18,4.4863585728454e-19,4.745327919521022e-24,11.784375000000026,1.7737120485317692,-0.157673942604578,0.042008206449006796,0.6026304603579731,1849.2714064217066
LP68217411,2.0930920016170565e-07,3.4266722917143296e-08,0.00021812466632531322,7.668457031250016,1.4371945957129861,-0.11859884886686668,0.052944187360605376,0.44983183424898227,1714.2378321043468
LP68238498,4.703937055383953e-86,4.368573087845687e-92,9.124382627631681e-105,4.6197265625000075,0.5,-0.041750621829367895,0.024232291367213853,1e-06,-10706.183567299642
LP68219553,6.717006898761188e-18,1.8184935971506362e-26,2.5445628974116595e-70,6.742871093750013,0.5,0.0318728787075464,-0.0541881368123194,1.8828741922072315e-05,611.1312432159875
LP68231695,9.484976442755626e-07,1.7987867718121911e-06,0.0009300040023223001,8.508691406250017,1.406888536739569,-0.07260555631233206,0.03175873073088413,0.45805967902929123,1659.4894963071658
LP68223283,5.285315142494307e-98,2.757740820932909e-97,1.552503445533089e-100,4.432617187500008,0.5,-0.0012999790194133665,-0.044856372523542166,1e-06,-11890.01670020393
LP68223086,0.00011122068476055789,0.00011122068476055651,0.00036058429912709224,11.554101562500026,1.7010643177560822,-0.32630227303232257,0.07689328132404835,0.5800020077389854,1803.639350359148
LP68247243,0.002756275517093032,3.5377246594980076e-05,0.018243077021580376,9.982519531250022,1.6615932711394374,-0.1540433066013792,0.047075063217653035,0.5499765189473735,1666.3482461680615
LP68221342,8.726810198784165e-05,0.0042709664531991555,0.017515518041045428,10.875781250000024,1.6684515406487899,-0.2547608783923777,0.06485427732952566,0.5647737098436589,1811.8916465503762
LP68231334,2.0710264605932678e-05,8.357486461077819e-08,0.3950004850274601,9.233300781250017,1.587479952622319,-0.05856959641228269,0.027207165828936116,0.502412888179898,1642.1856517362376
LP68229995,2.3222764848524487e-09,1.3085243077827467e-13,1.2046255968409447e-06,7.697753906250016,1.4266962852786635,-0.09587190468118369,0.060867263599345835,0.43776023117387947,1641.9566163565007
LP68224124,3.763251140556403e-88,1.2714537983663334e-98,0.0,4.336914062500006,0.5,0.7248536886063193,-0.03455404415583147,1e-06,-10939.901447779024
LP68230914,0.05001076423683691,0.025345369105726392,0.5788435852148759,11.967871093750025,1.78566501953373,0.08223682382048361,-0.016728836437565987,0.5987238969186932,1727.7803323910716
LP68251450,1.218649564977913e-88,4.854165444262277e-85,4.110733942506789e-86,4.317968750000007,0.5,0.00813337362013361,-0.03246209881327806,1e-06,-10759.620006298734
LP68251451,8.607693216450341e-104,1.4921932613626784e-87,6.046965292319796e-92,4.251367187500008,0.5,0.002364533771338658,-0.031610064044579014,1e-06,-10777.978002593894
LP68227364,1.078035647519539e-92,7.158602134622828e-100,6.34083279318656e-280,4.451855468750006,0.7389867890148357,0.3346818110870675,-0.024372904114149007,0.0006939657380865704,-4805.402969532086
LP68231860,4.929999875636038e-07,2.219420087752889e-06,0.0017178189645803937,8.525488281250016,1.5446882969699938,-0.17339400465539215,0.07073177559925524,0.4954592809356837,1653.4777899542296
LP68224201,0.0014487648402583013,6.462595663361253e-05,0.4465842338383806,10.12265625000002,1.5937224943602584,-0.09812176527124147,0.03700810280233751,0.5406261294964633,1789.1284876113857
LP68223284,1.3025565045489839e-132,1.3503271598142735e-125,1.0258000793042197e-294,4.442285156250007,1.3340976839377177,0.03402891913753025,-0.09573133020242101,0.00010224113767365013,-5251.553938621642
LP68249127,9.77928852915325e-06,3.690532805848442e-07,4.239195931422656e-06,8.649023437500016,1.3301912183813416,0.056628958622761204,0.015622685142620937,0.438069013737228,1537.7841353580632
LP68245062,0.005006835494984175,0.0002057283978476378,0.0004112861931651628,10.328027343750021,1.6010154521473823,-0.3284844843892597,0.09187961903965076,0.5413150024105488,1612.668937968825
LP68244616,0.031221536315969082,0.0004112861931651628,0.0005756318435371051,10.321191406250021,1.5975876508773725,-0.33095089594598603,0.09316952240030552,0.5402671055580086,1612.4149643752828
LP68247283,1.0949105413726099e-88,2.479293058771948e-95,2.4143542036907596e-184,4.219531250000007,0.5,0.19425104457081993,-0.031672983649156446,1e-06,-11061.100432258241
LP68253972,5.496991508391354e-84,1.433461207659077e-82,1.0540501585382365e-237,4.316406250000007,1.3388853821345916,0.03314834268464939,-0.020401179348693874,3.014795076750835e-05,-4582.1496781580845
LP68253973,1.420969406619997e-82,1.4209694066201182e-82,7.206399524169813e-82,4.5360351562500085,0.5,0.006440098460804107,0.0013791408158179504,1e-06,-10375.123594205452
LP68255476,1.300301782086944e-06,4.839849586530572e-06,0.007015022792627917,8.255761718750016,1.490941627163768,0.0010059146642370416,0.01944830664472031,0.47540533797196644,1487.1493343908692
LP68255697,1.7139256136951255e-10,7.20586902213627e-11,0.015866080079098892,6.844140625000012,0.957945425115164,0.006073853381717987,0.008137476215778932,0.2526232274421874,1277.2679034816451
LP68250471,3.241996371859544e-82,9.179911491209055e-86,1.1675378874200174e-120,4.244042968750007,0.5,-0.09125713475845727,-0.034609480653586905,1e-06,-10469.938480050721
LP68253978,1.6250110769834236e-93,8.747245180657793e-86,2.4076013421829676e-104,4.329101562500006,0.5,0.07059426100626644,-0.052142962132116014,1e-06,-10353.904556470396
LP68251500,0.0022717350250895285,0.001028559730617665,5.0116356967367726e-05,9.78769531250002,1.5857782452107634,-0.38299872965941784,0.1166551473572394,0.5261592807428714,1540.737537973865
LP68265147,0.0022103119940870917,2.375023478675549e-05,0.16590074241554134,9.83857421875002,1.5839082181873378,0.049952191980916806,-0.004705174783774187,0.5233781701754538,1464.5974633874007
LP68259996,0.0,0.0,6.266412995357452e-10,20.660742187500038,1.5548109184858956,-0.15783164225842003,-0.0020965576918980824,0.07313733691585454,-3290.4678545794895
LP68256179,0.014092499587023102,0.018290815668272772,0.12622155012206693,12.493750000000025,1.7223724430629619,-0.058832556322031986,0.007859530401537118,0.5964522030929497,1592.636084539607
LP68287996,0.03755751750222353,0.014550479670745861,0.10950758171738578,10.852246093750024,1.6604811352121007,-0.1406223219290411,0.03792966722673198,0.5643820062899911,1336.8573014790036
LP68251454,1.15010620925747e-90,6.293565357782432e-90,3.41998414096975e-89,4.263183593750007,1.0649125199315623,-0.0008396335159526571,-0.010320346568631854,1e-06,-8236.64508278571
LP68258996,1.756903079705591e-05,9.969616852392493e-08,0.6071505457033646,7.420605468750015,1.4673343770000589,-0.053831340201087534,0.04719797074272049,0.43496327479271457,1392.1211017440419
LP68263992,2.611461971906972e-115,2.5227613785246225e-105,2.5365e-320,7.860644531250017,1.335885518889923,-0.0018666031623731914,-0.018049684260599875,8.715079208148978e-06,-8441.53782945704
LP68263725,4.302292493391092e-79,2.5087928162986336e-77,4.834650470036752e-99,4.592285156250007,0.5,-0.02644351665068506,-0.07902265784229633,1e-06,-9809.06857616461
LP68253980,0.001969209497350048,7.472808728905385e-05,0.00485321505766756,11.249511718750025,1.6878545845581976,-0.4480124278012718,0.10648932984037643,0.5736261317999655,1576.0273865467163
LP68274824,6.62857676918925e-05,0.0006245059810452095,1.5779811727190085e-05,8.997265625000017,1.513261503220724,-0.20652091482215393,0.07980310993692427,0.5008543581805848,1413.168930311087
LP68256660,3.792447642121748e-05,2.0903599169889918e-05,0.00035053179661920334,9.37460937500002,1.5459580054354423,-0.1997017018151102,0.06504318971139862,0.512425405391022,1530.5435089028163
LP68250472,7.651687420254591e-87,1.175500244541687e-88,7.398146229969346e-91,4.345898437500007,0.5,0.030096443565672384,-0.016230063870265616,1e-06,-10464.66292555018
LP68255139,5.850000345813884e-13,5.22252035780597e-12,2.6205942776266454e-06,6.566796875000012,1.3008307327569493,-0.10366258523204862,0.06220471980056458,0.35313628439925815,1316.4353298167462
LP68253981,0.006054199760811104,9.709077036276783e-05,0.037805890464905546,9.859863281250018,1.6263610659548935,-0.02440106329580805,0.011296491935140976,0.5433832898146269,1544.15601394568
LP68253982,0.00024240793892066792,0.0002895456399452006,0.05986803854321268,10.27910156250002,1.6001685767584821,-0.017673907933593098,0.0077601650804744555,0.5450049999851916,1560.1958427384488
LP68253983,0.00048822546293406143,0.00034523860859822633,0.026288490901753673,10.44707031250002,1.5978337755493872,-0.04781506445133472,0.01546660193914324,0.5464196892143378,1563.6649822031916
LP60039204,2.2213621349777516e-15,9.04784256262993e-24,3.6240904385837687e-09,8.761523437500017,1.5130661402126733,-0.08995894279883042,0.025895002444418794,0.48693719486833414,7018.238983690804
LP68261994,0.005145741366928636,0.0028143083592089935,0.0001882628989308502,10.252929687500021,1.68842121554298,-0.33918944437638815,0.0730519521234635,0.5627030163335375,1503.1222593268947
LP68260827,1.6708879461062593e-07,5.110587745755597e-06,0.004893454625297867,7.835644531250017,1.2649059561142475,0.016205480096953166,0.00844771140078129,0.395529269703103,1433.6317487337726
LP68260828,1.617084259669957e-11,6.224810552410644e-09,0.0016777764444701072,7.687695312500015,1.2413784223845594,0.026363172652926852,0.007153140797116493,0.384886557083752,1424.9933832534834
LP68267345,1.1336398302331071e-128,1.373028530412833e-144,9.776544932386647e-239,7.135156250000013,0.5,-0.1899540887831028,0.019406539575019033,1e-06,-15121.228636277323
LP68261995,2.25883107781194e-115,4.575033485875882e-117,6.827571512534976e-138,4.7510742187500075,0.5,-0.03585201638472335,0.009755922678533818,1e-06,-13857.532103942427
LP68256930,0.004315413822563061,0.0002698245520169109,0.007687676376580835,9.978710937500018,1.6360736155647744,-0.18480020374426676,0.062402751027588764,0.5483447969853908,1533.9786450125544
LP68263921,2.3480829128045074e-87,1.501382350780607e-81,7.429586977209458e-144,4.452636718750007,0.5,-0.10487026518560823,-0.04067404580746276,1e-06,-10074.397785698611
LP68256232,7.967607056278029e-13,5.786244157774144e-13,7.559906245362692e-17,6.546484375000011,1.265678798428031,0.2293036301619351,-0.10898289252001113,0.34397618852343387,1297.509164695629
ITAMID.MI,0.019561110495464974,0.0035865221804102197,0.02529398959030726,10.370019531250023,1.6801071983371592,-0.26827781220370855,0.07011244375616643,0.5639958808097446,1494.3603166832215
LP68269118,1.0955581885625382e-81,3.817098725128394e-79,1.5275176182445891e-195,4.353710937500007,0.792868785111941,0.07079490404867742,-0.029903367807916467,7.873114486502605e-06,-5987.775592503909
LP68279240,2.5227613785244076e-105,2.611461971906972e-115,6.660133433403779e-109,9.128808593750017,1.3878541770829225,-9.099165624407498e-06,0.04234163319192848,1e-06,-11602.910338925969
LP68258056,1.7957067535533608e-06,3.0002700740335206e-09,0.017327429522848017,8.121484375000017,1.520289674993058,-0.08552133174950066,0.03943365539281009,0.47789988055724425,1465.3160653968948
LP68259048,3.698605067789255e-05,0.0008277869611189083,0.0034756070621241187,10.25664062500002,1.6485136189300686,-0.14327203077896028,0.04576019579284582,0.5524173717843246,1518.5586675090228
LP68264546,1.3837604990795219e-127,6.5304716392070846e-121,3.617330668483027e-138,11.388867187500026,1.3934467823122914,0.07638865121685372,-0.027221562659590515,1e-06,-13596.5579691093
LP68274699,9.199434816528473e-111,2.0438765196809956e-113,0.0,6.782617187500013,0.5937103597462364,0.9747286991298425,-0.00467813469857972,4.500097932097058e-06,-11057.673191811627
