country,year,loggdp,loginv,logpop,loghcap
GRC,1997,-4.139384,-1.619724,15.76004,2.266346
GRC,1998,-4.108915,-1.554558,15.76265,2.287614
GRC,1999,-4.078771,-1.48479,15.76613,2.307811
GRC,2000,-4.038202,-1.444113,15.76936,2.312209
GRC,2001,-3.991447,-1.437912,15.77221,2.316586
GRC,2002,-3.956059,-1.438583,15.7744,2.325051
GRC,2003,-3.911411,-1.366747,15.77619,2.328487
GRC,2004,-3.867649,-1.371953,15.77813,2.372755
IRL,1960,,,14.32293,
IRL,1961,,,14.30225,
IRL,1962,,,14.30593,
IRL,1963,,,14.31203,
IRL,1964,,-1.625609,14.31629,
IRL,1965,,-1.581144,14.31992,
IRL,1966,,-1.660333,14.32293,
IRL,1967,,-1.646986,14.32833,
IRL,1968,-4.380746,-1.605155,14.33311,
IRL,1969,-4.323764,-1.498113,14.33787,2.051061
IRL,1970,-4.297503,-1.521231,14.34673,2.058749
IRL,1971,-4.272756,-1.482307,14.35609,2.06692
IRL,1972,-4.22777,-1.481171,14.37398,2.075092
IRL,1973,-4.199778,-1.416421,14.39212,2.083264
IRL,1974,-4.176427,-1.441601,14.41049,2.091435
IRL,1975,-4.141065,-1.521992,14.43016,2.099607
IRL,1976,-4.144903,-1.42606,14.44785,2.107503
IRL,1977,-4.081802,-1.43621,14.46366,2.115398
IRL,1978,-4.027454,-1.325566,14.47871,2.123294
IRL,1979,-4.015563,-1.228081,14.49709,2.13119
IRL,1980,-3.997301,-1.292115,14.50916,2.139089
IRL,1981,-3.979471,-1.256028,14.52404,2.147602
IRL,1982,-3.969127,-1.368085,14.53627,2.156495
IRL,1983,-3.9851,-1.50424,14.5498,2.165757
IRL,1984,-3.953928,-1.580613,14.56125,2.175422
IRL,1985,-3.930629,-1.699206,14.56834,2.185489
IRL,1986,-3.938683,-1.75629,14.5721,2.193172
IRL,1987,-3.898255,-1.812648,14.57725,2.201117
IRL,1988,-3.850659,-1.794982,14.58051,2.209318
IRL,1989,-3.790884,-1.752783,14.57725,2.2178
IRL,1990,-3.711945,-1.678022,14.57958,2.225477
IRL,1991,-3.707168,-1.766291,14.59392,2.233717
IRL,1992,-3.689772,-1.782654,14.60941,2.248351
IRL,1993,-3.674887,-1.866747,14.62109,2.258612
IRL,1994,-3.634002,-1.801442,14.63617,2.269835
IRL,1995,-3.559474,-1.739231,14.65362,2.284329
IRL,1996,-3.497551,-1.647289,14.67103,2.308468
IRL,1997,-3.407856,-1.573009,14.69181,2.316892
IRL,1998,-3.344604,-1.503342,14.71037,2.325246
IRL,1999,-3.259767,-1.427278,14.72739,2.349507
IRL,2000,-3.190709,-1.413464,14.74649,2.356116
IRL,2001,-3.151406,-1.464485,14.76717,2.3566
IRL,2002,-3.116469,-1.502202,14.79158,2.367642
IRL,2003,-3.091019,-1.473426,14.80961,2.377145
IRL,2004,-3.06465,-1.411401,14.827,2.382782
ITA,1960,,,17.27864,
ITA,1961,,,17.28377,
ITA,1962,,,17.29328,
ITA,1963,,,17.29845,
ITA,1964,,-1.320263,17.30742,
ITA,1965,,-1.462081,17.30906,
ITA,1966,,-1.487195,17.31545,
ITA,1967,,-1.45049,17.3219,
ITA,1968,-4.226636,-1.410081,17.33008,
ITA,1969,-4.167441,-1.374678,17.32865,1.882079
ITA,1970,-4.115699,-1.359054,17.33752,1.893357
ITA,1971,-4.098364,-1.378279,17.3382,1.90349
ITA,1972,-4.068113,-1.400173,17.34419,1.913624
ITA,1973,-4.00526,-1.340111,17.35017,1.923758
ITA,1974,-3.957775,-1.28907,17.35623,1.933891
ITA,1975,-3.984808,-1.324563,17.36214,1.944025
ITA,1976,-3.921964,-1.361089,17.36812,1.953388
ITA,1977,-3.903564,-1.363301,17.37501,1.962751
ITA,1978,-3.88012,-1.389777,17.38345,1.972114
ITA,1979,-3.829528,-1.384356,17.39074,1.981477
ITA,1980,-3.798447,-1.364308,17.39338,1.990843
ITA,1981,-3.796217,-1.359762,17.39956,1.997987
ITA,1982,-3.806127,-1.41902,17.4136,2.005755
ITA,1983,-3.807512,-1.475716,17.42661,2.014183
ITA,1984,-3.791918,-1.482721,17.44276,2.023281
ITA,1985,-3.771628,-1.5018,17.45007,2.033057
ITA,1986,-3.746425,-1.537148,17.45307,2.042518
ITA,1987,-3.718997,-1.537627,17.45706,2.052918
ITA,1988,-3.680904,-1.518388,17.46005,2.064277
ITA,1989,-3.650577,-1.516254,17.46305,2.076587
ITA,1990,-3.634251,-1.511302,17.46704,2.088513
ITA,1991,-3.622026,-1.52958,17.47004,2.101484
ITA,1992,-3.615325,-1.556446,17.47104,2.105316
ITA,1993,-3.627243,-1.670403,17.47403,2.127291
ITA,1994,-3.608247,-1.68721,17.47633,2.152401
ITA,1995,-3.580799,-1.656352,17.47676,2.169191
ITA,1996,-3.572635,-1.663721,17.47572,2.196302
ITA,1997,-3.553849,-1.664546,17.47565,2.212814
ITA,1998,-3.539363,-1.645954,17.47545,2.229057
ITA,1999,-3.51891,-1.628679,17.47407,2.244023
ITA,2000,-3.483244,-1.592633,17.4736,2.250123
ITA,2001,-3.464881,-1.593237,17.47303,2.26937
ITA,2002,-3.461545,-1.564631,17.47311,2.27947
ITA,2003,-3.461251,-1.591271,17.47318,2.286354
ITA,2004,-3.449038,-1.579109,17.47157,2.289621
JPN,1960,,,17.91764,
JPN,1961,,,17.9217,
JPN,1962,,,17.94685,
JPN,1963,,,17.97288,
JPN,1964,,-1.133144,17.99878,
JPN,1965,,-1.197776,18.02681,
JPN,1966,,-1.180516,18.03666,
JPN,1967,,-1.126016,18.05195,
JPN,1968,0.7814133,-1.088148,18.06523,
JPN,1969,0.8943245,-1.049017,18.07732,2.229805
JPN,1970,0.9921982,-1.018698,18.09383,2.233932
JPN,1971,1.027566,-1.05634,18.10438,2.245718
JPN,1972,1.100164,-1.061639,18.11256,2.257368
JPN,1973,1.169011,-0.9972286,18.12098,2.268883
JPN,1974,1.148111,-1.041682,18.12955,2.280268
JPN,1975,1.163988,-1.111995,18.14412,2.291524
JPN,1976,1.195663,-1.152499,18.15143,2.302185
JPN,1977,1.231469,-1.186649,18.15859,2.312733
JPN,1978,1.275066,-1.17931,18.16637,2.323172
JPN,1979,1.320543,-1.137755,18.17428,2.333502
JPN,1980,1.339121,-1.140065,18.18349,2.343727
JPN,1981,1.363127,-1.171929,18.1884,2.351156
JPN,1982,1.380142,-1.211633,18.19865,2.358531
JPN,1983,1.386007,-1.268345,18.20877,2.383391
JPN,1984,1.405999,-1.284055,18.21949,2.390349
JPN,1985,1.446335,-1.277655,18.22873,2.397468
JPN,1986,1.465451,-1.279375,18.23878,2.404772
JPN,1987,1.492898,-1.249557,18.24858,2.412246
JPN,1988,1.548616,-1.195453,18.25831,2.419906
JPN,1989,1.5916,-1.159235,18.26689,2.426527
JPN,1990,1.637711,-1.129547,18.27148,2.433306
JPN,1991,1.665839,-1.144639,18.27631,2.440249
JPN,1992,1.672191,-1.185864,18.27964,2.447361
JPN,1993,1.672616,-1.226689,18.28168,2.454645
JPN,1994,1.683416,-1.255193,18.28181,2.460264
JPN,1995,1.70072,-1.273159,18.28331,2.466038
JPN,1996,1.726153,-1.25828,18.28327,2.471965
JPN,1997,1.741308,-1.286799,18.2819,2.47805
JPN,1998,1.724993,-1.351585,18.2805,2.48429
JPN,1999,1.724653,-1.365443,18.27863,2.491651
JPN,2000,1.755553,-1.376414,18.2767,2.503835
JPN,2001,1.760577,-1.398818,18.27552,2.506162
JPN,2002,1.764174,-1.457012,18.27325,2.515007
JPN,2003,1.784944,-1.472658,18.27009,2.518801
JPN,2004,1.811043,-1.476031,18.26676,
NLD,1960,,,15.76271,
NLD,1961,,,15.77856,
NLD,1962,,,15.79954,
NLD,1963,,,15.8178,
NLD,1964,,-1.3284,15.83387,
NLD,1965,,-1.341361,15.84878,
NLD,1966,,-1.299574,15.86359,
NLD,1967,,-1.29414,15.87653,
NLD,1968,-3.88978,-1.274537,15.8878,
NLD,1969,-3.836998,-1.361639,15.90056,2.1887
NLD,1970,-3.781593,-1.310006,15.91426,2.197689
NLD,1971,-3.752109,-1.329752,15.92827,2.209376
NLD,1972,-3.739083,-1.402331,15.94148,2.221063
NLD,1973,-3.703422,-1.423696,15.95381,2.232749
NLD,1974,-3.676445,-1.474668,15.96692,2.244436
NLD,1975,-3.689819,-1.51613,15.98205,2.256123
NLD,1976,-3.660915,-1.596168,15.99706,2.26765
NLD,1977,-3.649297,-1.516398,16.01018,2.279178
NLD,1978,-3.637814,-1.504461,16.02324,2.290705
NLD,1979,-3.633689,-1.51456,16.03732,2.302233
NLD,1980,-3.63185,-1.517776,16.05217,2.313762
NLD,1981,-3.650372,-1.597787,16.06554,2.322623
NLD,1982,-3.674397,-1.63985,16.07665,2.331823
NLD,1983,-3.668164,-1.637512,16.08784,2.341373
NLD,1984,-3.649128,-1.618115,16.09952,2.35128
NLD,1985,-3.633655,-1.585211,16.11027,2.361542
NLD,1986,-3.612511,-1.555618,16.11989,2.369982
NLD,1987,-3.603415,-1.539911,16.12914,2.378657
NLD,1988,-3.581634,-1.512591,16.13672,2.387579
NLD,1989,-3.540572,-1.50133,16.1424,2.396758
NLD,1990,-3.506474,-1.516514,16.14814,2.406188
NLD,1991,-3.48909,-1.542413,16.15452,2.41282
NLD,1992,-3.480266,-1.554274,16.16048,2.423386
NLD,1993,-3.479224,-1.597191,16.16593,2.427401
NLD,1994,-3.455261,-1.61867,16.17021,2.431726
NLD,1995,-3.428603,-1.617371,16.17344,2.438618
NLD,1996,-3.398414,-1.58007,16.17674,2.445143
NLD,1997,-3.360096,-1.560827,16.18032,2.451203
NLD,1998,-3.32555,-1.558812,16.18426,2.457236
NLD,1999,-3.284997,-1.51415,16.18949,2.458203
NLD,2000,-3.252008,-1.531781,16.19515,2.458683
NLD,2001,-3.239486,-1.553774,16.2017,2.461885
NLD,2002,-3.244501,-1.611381,16.20748,2.465078
NLD,2003,-3.244801,-1.658075,16.21113,2.479132
NLD,2004,-3.229552,-1.641539,16.21522,2.492999
NOR,1960,,,14.63353,
NOR,1961,,,14.64363,
NOR,1962,,,14.65016,
NOR,1963,,,14.65923,
NOR,1964,,-1.263526,14.66609,
NOR,1965,,-1.250962,14.67248,
NOR,1966,,-1.236214,14.67798,
NOR,1967,,-1.201812,14.68387,
NOR,1968,-1.632793,-1.300809,14.69056,
NOR,1969,-1.588734,-1.401029,14.69721,2.270787
NOR,1970,-1.568943,-1.312958,14.70299,2.280091
NOR,1971,-1.524656,-1.215612,14.70874,2.289514
NOR,1972,-1.482321,-1.27331,14.71608,2.298936
NOR,1973,-1.445614,-1.228954,14.72256,2.308358
NOR,1974,-1.410585,-1.175713,14.7286,2.31778
NOR,1975,-1.364831,-1.082932,14.7338,2.327203
NOR,1976,-1.313428,-1.016681,14.73937,2.336634
NOR,1977,-1.276786,-1.013702,14.74452,2.346065
NOR,1978,-1.248017,-1.168281,14.75003,2.355496
NOR,1979,-1.210054,-1.210674,14.75591,2.364928
NOR,1980,-1.167975,-1.314842,14.76214,2.374357
NOR,1981,-1.165705,-1.310231,14.76948,2.382671
NOR,1982,-1.170532,-1.303287,14.77639,2.39109
NOR,1983,-1.142211,-1.282038,14.78325,2.39963
NOR,1984,-1.092393,-1.336218,14.79082,2.408287
NOR,1985,-1.048097,-1.400275,14.79721,2.417047
NOR,1986,-1.018711,-1.285287,14.80319,2.422996
NOR,1987,-1.005788,-1.277455,14.81061,2.429015
NOR,1988,-1.013585,-1.265874,14.81798,2.435112
NOR,1989,-1.008826,-1.365816,14.82274,2.441294
NOR,1990,-0.9911038,-1.537449,14.82566,2.447473
NOR,1991,-0.9599404,-1.620866,14.83002,2.454327
NOR,1992,-0.9321752,-1.654563,14.83472,2.455031
NOR,1993,-0.9106854,-1.621292,14.84012,2.461229
NOR,1994,-0.8648275,-1.611185,14.84549,2.468108
NOR,1995,-0.8272868,-1.614471,14.8506,2.469759
NOR,1996,-0.7807763,-1.593894,14.85529,2.470943
NOR,1997,-0.7356929,-1.509239,14.8608,2.477152
NOR,1998,-0.7166504,-1.379704,14.86771,2.484715
NOR,1999,-0.7042533,-1.512068,14.87642,2.491924
NOR,2000,-0.6838637,-1.683774,14.88401,2.499073
NOR,2001,-0.6644942,-1.699573,14.89154,2.504987
NOR,2002,-0.6609652,-1.710291,14.89901,2.510867
NOR,2003,-0.6581698,-1.740514,14.90743,2.515711
NOR,2004,-0.6365212,-1.712236,14.9161,2.521921
NZL,1960,,,14.31324,
NZL,1961,,,14.33248,
NZL,1962,,,14.35963,
NZL,1963,,,14.38205,
NZL,1964,,-1.423182,14.40397,
NZL,1965,,-1.414669,14.42606,
NZL,1966,,-1.373018,14.44453,
NZL,1967,,-1.413544,14.46266,
NZL,1968,-3.579399,-1.558915,14.47436,
NZL,1969,-3.514709,-1.469861,14.48532,2.320583
NZL,1970,-3.482109,-1.433788,14.50333,2.357712
NZL,1971,-3.463811,-1.395503,14.52219,2.364323
NZL,1972,-3.434113,-1.327248,14.54241,2.370933
NZL,1973,-3.384421,-1.344964,14.56783,2.377544
NZL,1974,-3.353718,-1.243614,14.59534,2.384154
NZL,1975,-3.39584,-1.157834,14.61999,2.390765
NZL,1976,-3.402351,-1.203997,14.63575,2.397049
NZL,1977,-3.451846,-1.34338,14.64508,2.403335
NZL,1978,-3.465846,-1.360464,14.6528,2.409619
NZL,1979,-3.470597,-1.504219,14.65689,2.415904
NZL,1980,-3.474358,-1.484061,14.66956,2.422189
NZL,1981,-3.450874,-1.410822,14.67809,2.428398
NZL,1982,-3.422971,-1.286756,14.69247,2.434753
NZL,1983,-3.417384,-1.348671,14.7139,2.441242
NZL,1984,-3.385965,-1.307323,14.73063,2.44788
NZL,1985,-3.387717,-1.306615,14.74006,2.454662
NZL,1986,-3.371673,-1.376128,14.74475,2.460742
NZL,1987,-3.376369,-1.44513,14.75357,2.466946
NZL,1988,-3.384384,-1.564612,14.76029,2.473281
NZL,1989,-3.383392,-1.553664,14.76499,2.479743
NZL,1990,-3.394149,-1.578041,14.77551,2.486347
NZL,1991,-3.420307,-1.750883,14.78848,2.493082
NZL,1992,-3.42036,-1.749913,14.79955,2.493082
NZL,1993,-3.369368,-1.678411,14.81096,2.497057
NZL,1994,-3.331006,-1.589433,14.82453,2.502951
NZL,1995,-3.305315,-1.523094,14.83973,2.50881
NZL,1996,-3.287091,-1.510671,14.85614,2.510241
NZL,1997,-3.285837,-1.544119,14.86982,2.511662
NZL,1998,-3.290844,-1.601174,14.87914,2.520499
NZL,1999,-3.246384,-1.589403,14.88603,2.522323
NZL,2000,-3.232561,-1.552044,14.8934,2.529131
NZL,2001,-3.202688,-1.60463,14.90221,2.535893
NZL,2002,-3.174733,-1.542414,14.91984,2.538724
NZL,2003,-3.160426,-1.506145,14.94051,2.545531
NZL,2004,-3.140668,-1.446475,14.95698,
PRT,1960,,,15.57373,
PRT,1961,,,15.56201,
PRT,1962,,,15.56798,
PRT,1963,,,15.57252,
PRT,1964,,-1.44569,15.57373,
PRT,1965,,-1.44462,15.56587,
PRT,1966,,-1.35,15.56165,
PRT,1967,,-1.290253,15.56306,
PRT,1968,-4.96663,-1.473015,15.56412,
PRT,1969,-4.945643,-1.454627,15.55582,1.872769
PRT,1970,-4.858422,-1.425799,15.50457,1.929434
PRT,1971,-4.786537,-1.363245,15.49689,1.930054
PRT,1972,-4.710932,-1.272117,15.49839,1.935676
PRT,1973,-4.604015,-1.282475,15.49764,1.941299
PRT,1974,-4.625896,-1.313072,15.53089,1.946924
PRT,1975,-4.722374,-1.316189,15.58292,1.952551
PRT,1976,-4.667306,-1.349791,15.59457,1.95818
PRT,1977,-4.620772,-1.294141,15.60255,1.963567
PRT,1978,-4.603598,-1.241837,15.61315,1.968956
PRT,1979,-4.561212,-1.291134,15.62562,1.974346
PRT,1980,-4.538887,-1.21871,15.64817,1.979739
PRT,1981,-4.53408,-1.142099,15.65941,1.985133
PRT,1982,-4.523123,-1.135071,15.66958,1.988756
PRT,1983,-4.534142,-1.197764,15.67887,1.992644
PRT,1984,-4.562321,-1.411033,15.68807,1.996803
PRT,1985,-4.53928,-1.489478,15.69272,2.00124
PRT,1986,-4.50256,-1.475383,15.69657,2.005962
PRT,1987,-4.443466,-1.373921,15.69934,2.008945
PRT,1988,-4.373547,-1.310036,15.70164,2.012077
PRT,1989,-4.312965,-1.338492,15.70347,2.015361
PRT,1990,-4.276358,-1.353078,15.70561,2.018799
PRT,1991,-4.237865,-1.403202,15.70987,2.022393
PRT,1992,-4.232057,-1.453679,15.7149,2.026147
PRT,1993,-4.257489,-1.518079,15.71969,2.029886
PRT,1994,-4.253836,-1.517046,15.72564,2.033612
PRT,1995,-4.217049,-1.491521,15.73079,2.037323
PRT,1996,-4.185735,-1.468515,15.73507,2.040526
PRT,1997,-4.149147,-1.377454,15.73952,2.04081
PRT,1998,-4.105034,-1.326323,15.74192,2.04109
PRT,1999,-4.070383,-1.316336,15.74587,2.046221
PRT,2000,-4.035563,-1.306603,15.74955,2.048557
PRT,2001,-4.023078,-1.32944,15.75703,2.050965
PRT,2002,-4.022787,-1.3868,15.76433,2.052571
PRT,2003,-4.040832,-1.491378,15.77112,2.057633
PRT,2004,-4.031923,-1.498114,15.77396,2.088083
SWE,1960,,,15.39021,
SWE,1961,,,15.3995,
SWE,1962,,,15.40812,
SWE,1963,,,15.41586,
SWE,1964,,-1.379759,15.42355,
SWE,1965,,-1.374933,15.43137,
SWE,1966,,-1.371145,15.43817,
SWE,1967,,-1.369472,15.44222,
SWE,1968,-1.56045,-1.407451,15.44492,
SWE,1969,-1.511595,-1.436659,15.45009,2.202133
SWE,1970,-1.448868,-1.467992,15.45714,2.208513
SWE,1971,-1.443256,-1.49303,15.46093,2.21939
SWE,1972,-1.419301,-1.481873,15.45961,2.230267
SWE,1973,-1.377923,-1.496352,15.45714,2.241143
SWE,1974,-1.345112,-1.515072,15.45581,2.25202
SWE,1975,-1.319714,-1.541315,15.45562,2.262897
SWE,1976,-1.310139,-1.529277,15.45657,2.272731
SWE,1977,-1.327842,-1.532986,15.45819,2.282564
SWE,1978,-1.312256,-1.615599,15.45996,2.292398
SWE,1979,-1.276645,-1.595973,15.46203,2.302232
SWE,1980,-1.264467,-1.572876,15.46641,2.31207
SWE,1981,-1.270281,-1.632452,15.47031,2.320061
SWE,1982,-1.261184,-1.636925,15.47355,2.328233
SWE,1983,-1.246392,-1.628117,15.47737,2.336581
SWE,1984,-1.207688,-1.619369,15.48088,2.345118
SWE,1985,-1.185605,-1.582521,15.48072,2.353848
SWE,1986,-1.157846,-1.620558,15.48046,2.363125
SWE,1987,-1.127014,-1.58017,15.48307,2.372596
SWE,1988,-1.105727,-1.536013,15.48746,2.382283
SWE,1989,-1.08498,-1.449908,15.49381,2.39217
SWE,1990,-1.082241,-1.473877,15.5013,2.399322
SWE,1991,-1.098233,-1.577045,15.50644,2.407107
SWE,1992,-1.114202,-1.70937,15.51052,2.41477
SWE,1993,-1.137025,-1.862254,15.51318,2.422818
SWE,1994,-1.105154,-1.874271,15.5196,2.431532
SWE,1995,-1.071708,-1.84386,15.52446,2.434052
SWE,1996,-1.060942,-1.829997,15.52701,2.437588
SWE,1997,-1.04006,-1.859568,15.5292,2.442947
SWE,1998,-1.006655,-1.812217,15.53177,2.448277
SWE,1999,-0.9654384,-1.766519,15.53482,2.452478
SWE,2000,-0.9268692,-1.740433,15.53867,2.460511
SWE,2001,-0.9215047,-1.75514,15.54393,2.47857
SWE,2002,-0.9078659,-1.79989,15.55006,2.485307
SWE,2003,-0.8972391,-1.834268,15.55622,2.490309
SWE,2004,-0.8664004,-1.827617,15.56215,2.496481
USA,1960,,,18.57977,
USA,1961,,,18.5927,
USA,1962,,,18.60428,
USA,1963,,,18.62294,
USA,1964,,-1.616052,18.63969,
USA,1965,,-1.604237,18.65586,
USA,1966,,-1.609819,18.66799,
USA,1967,,-1.638935,18.68207,
USA,1968,-3.638524,-1.644043,18.69852,
USA,1969,-3.608136,-1.642452,18.71584,2.44403
USA,1970,-3.606426,-1.677827,18.73612,2.448649
USA,1971,-3.594983,-1.672351,18.7587,2.454391
USA,1972,-3.568073,-1.636076,18.78619,2.460133
USA,1973,-3.531362,-1.613405,18.8066,2.465875
USA,1974,-3.556462,-1.637564,18.82695,2.471617
USA,1975,-3.578206,-1.699065,18.84694,2.477359
USA,1976,-3.545181,-1.676871,18.86632,2.482712
USA,1977,-3.51794,-1.608601,18.88462,2.488064
USA,1978,-3.481234,-1.545484,18.90256,2.493416
USA,1979,-3.467993,-1.515105,18.92064,2.498768
USA,1980,-3.487733,-1.560648,18.93796,2.504121
USA,1981,-3.476925,-1.572121,18.95207,2.507899
USA,1982,-3.509374,-1.619558,18.96458,2.51176
USA,1983,-3.476434,-1.63002,18.9758,2.515702
USA,1984,-3.419292,-1.580693,18.98817,2.519727
USA,1985,-3.389347,-1.575542,18.99845,2.523839
USA,1986,-3.368892,-1.586555,19.01172,2.52696
USA,1987,-3.347922,-1.615597,19.02365,2.530159
USA,1988,-3.317646,-1.640809,19.03377,2.530525
USA,1989,-3.29253,-1.657954,19.04337,2.533197
USA,1990,-3.288877,-1.698069,19.05812,2.533403
USA,1991,-3.300087,-1.767754,19.06739,2.533609
USA,1992,-3.277072,-1.777441,19.07719,2.533816
USA,1993,-3.261003,-1.754577,19.08768,2.534022
USA,1994,-3.231284,-1.729358,19.09777,2.534236
USA,1995,-3.215177,-1.70436,19.10672,2.538076
USA,1996,-3.188462,-1.681719,19.11678,2.539347
USA,1997,-3.15658,-1.665765,19.12937,2.541311
USA,1998,-3.12547,-1.637668,19.13959,2.543262
USA,1999,-3.093822,-1.613823,19.15186,2.546347
USA,2000,-3.080519,-1.59925,19.17481,2.549156
USA,2001,-3.084724,-1.637253,19.18658,2.551552
USA,2002,-3.080174,-1.699032,19.19803,2.552877
USA,2003,-3.071664,-1.697044,19.21443,2.553935
USA,2004,-3.043051,-1.653722,19.22428,2.556196
